lad,reports,unique_users,average_per_user
E06000001,1,1,1.0
E06000002,2,2,1.0
E06000003,2,2,1.0
E06000004,5,5,1.0
E06000005,3,3,1.0
E06000006,5,5,1.0
E06000007,11,9,1.2222222222222223
E06000008,38,18,2.111111111111111
E06000009,13,8,1.625
E06000010,8,7,1.1428571428571428
E06000011,16,13,1.2307692307692308
E06000012,4,4,1.0
E06000013,6,4,1.5
E06000014,4,2,2.0
E06000015,12,7,1.7142857142857142
E06000016,10,7,1.4285714285714286
E06000017,1,1,1.0
E06000018,13,8,1.625
E06000019,7,4,1.75
E06000020,23,12,1.9166666666666667
E06000021,23,14,1.6428571428571428
E06000022,9,7,1.2857142857142858
E06000023,46,32,1.4375
E06000024,20,18,1.1111111111111112
E06000025,20,12,1.6666666666666667
E06000026,19,17,1.1176470588235294
E06000027,6,5,1.2
E06000030,14,14,1.0
E06000031,73,22,3.3181818181818183
E06000032,14,10,1.4
E06000033,8,5,1.6
E06000034,4,2,2.0
E06000035,5,5,1.0
E06000036,11,10,1.1
E06000037,5,5,1.0
E06000038,23,21,1.0952380952380953
E06000039,1,1,1.0
E06000040,2,2,1.0
E06000041,19,18,1.0555555555555556
E06000042,24,10,2.4
E06000043,33,19,1.736842105263158
E06000044,18,11,1.6363636363636365
E06000045,29,12,2.4166666666666665
E06000046,11,9,1.2222222222222223
E06000047,18,16,1.125
E06000049,63,28,2.25
E06000050,19,16,1.1875
E06000051,17,14,1.2142857142857142
E06000052,14,13,1.0769230769230769
E06000054,18,17,1.0588235294117647
E06000055,5,5,1.0
E06000056,48,27,1.7777777777777777
E06000057,22,15,1.4666666666666666
E06000058,50,19,2.6315789473684212
E06000059,17,14,1.2142857142857142
E06000060,76,53,1.4339622641509433
E07000008,37,21,1.7619047619047619
E07000009,7,4,1.75
E07000010,2,2,1.0
E07000011,8,8,1.0
E07000012,16,15,1.0666666666666667
E07000026,1,1,1.0
E07000027,6,6,1.0
E07000028,5,2,2.5
E07000029,3,3,1.0
E07000030,3,1,3.0
E07000031,4,4,1.0
E07000032,4,4,1.0
E07000033,3,3,1.0
E07000034,7,6,1.1666666666666667
E07000035,8,6,1.3333333333333333
E07000036,9,7,1.2857142857142858
E07000037,10,8,1.25
E07000038,5,4,1.25
E07000040,6,6,1.0
E07000041,3,2,1.5
E07000042,2,2,1.0
E07000043,13,11,1.1818181818181819
E07000044,9,8,1.125
E07000045,4,4,1.0
E07000046,17,7,2.4285714285714284
E07000047,3,3,1.0
E07000061,2,1,2.0
E07000062,8,8,1.0
E07000063,8,4,2.0
E07000064,3,3,1.0
E07000065,11,6,1.8333333333333333
E07000066,8,7,1.1428571428571428
E07000067,3,3,1.0
E07000068,1,1,1.0
E07000069,3,2,1.5
E07000070,12,8,1.5
E07000071,12,8,1.5
E07000072,5,4,1.25
E07000073,1,1,1.0
E07000074,2,2,1.0
E07000075,5,4,1.25
E07000076,1,1,1.0
E07000077,4,3,1.3333333333333333
E07000078,26,21,1.2380952380952381
E07000079,16,6,2.6666666666666665
E07000080,2,2,1.0
E07000081,5,4,1.25
E07000082,9,7,1.2857142857142858
E07000083,3,3,1.0
E07000084,13,9,1.4444444444444444
E07000085,3,2,1.5
E07000086,15,8,1.875
E07000087,12,8,1.5
E07000088,6,4,1.5
E07000089,13,10,1.3
E07000090,4,4,1.0
E07000091,13,10,1.3
E07000092,3,3,1.0
E07000093,14,12,1.1666666666666667
E07000094,38,20,1.9
E07000095,3,3,1.0
E07000096,16,12,1.3333333333333333
E07000098,9,8,1.125
E07000099,19,13,1.4615384615384615
E07000102,5,4,1.25
E07000103,6,4,1.5
E07000105,6,5,1.2
E07000106,28,17,1.6470588235294117
E07000107,3,2,1.5
E07000108,5,5,1.0
E07000110,7,5,1.4
E07000111,3,3,1.0
E07000112,5,4,1.25
E07000113,9,8,1.125
E07000114,12,9,1.3333333333333333
E07000115,5,3,1.6666666666666667
E07000116,12,10,1.2
E07000118,9,8,1.125
E07000119,13,9,1.4444444444444444
E07000120,3,3,1.0
E07000121,12,9,1.3333333333333333
E07000122,1,1,1.0
E07000123,8,8,1.0
E07000124,1,1,1.0
E07000126,8,6,1.3333333333333333
E07000127,5,4,1.25
E07000128,11,10,1.1
E07000129,3,3,1.0
E07000130,1,1,1.0
E07000131,4,4,1.0
E07000132,1,1,1.0
E07000133,1,1,1.0
E07000134,7,5,1.4
E07000135,1,1,1.0
E07000136,2,2,1.0
E07000137,6,6,1.0
E07000138,12,10,1.2
E07000139,19,13,1.4615384615384615
E07000140,4,3,1.3333333333333333
E07000141,13,5,2.6
E07000142,9,9,1.0
E07000143,19,15,1.2666666666666666
E07000144,7,6,1.1666666666666667
E07000146,6,6,1.0
E07000147,4,4,1.0
E07000148,16,11,1.4545454545454546
E07000149,5,5,1.0
E07000150,2,1,2.0
E07000151,6,5,1.2
E07000152,13,5,2.6
E07000153,5,3,1.6666666666666667
E07000154,4,4,1.0
E07000155,4,4,1.0
E07000156,4,3,1.3333333333333333
E07000163,7,6,1.1666666666666667
E07000164,8,7,1.1428571428571428
E07000165,12,10,1.2
E07000166,4,3,1.3333333333333333
E07000167,3,3,1.0
E07000168,7,6,1.1666666666666667
E07000169,3,3,1.0
E07000170,4,4,1.0
E07000171,8,7,1.1428571428571428
E07000172,6,4,1.5
E07000173,11,7,1.5714285714285714
E07000174,5,4,1.25
E07000175,1,1,1.0
E07000176,7,7,1.0
E07000177,3,3,1.0
E07000178,12,8,1.5
E07000179,13,11,1.1818181818181819
E07000180,21,17,1.2352941176470589
E07000181,4,4,1.0
E07000187,6,6,1.0
E07000188,6,6,1.0
E07000189,12,11,1.0909090909090908
E07000192,3,3,1.0
E07000193,1,1,1.0
E07000194,17,11,1.5454545454545454
E07000195,13,7,1.8571428571428572
E07000196,7,6,1.1666666666666667
E07000197,10,8,1.25
E07000198,10,7,1.4285714285714286
E07000199,8,5,1.6
E07000200,1,1,1.0
E07000202,29,7,4.142857142857143
E07000203,3,2,1.5
E07000207,36,22,1.6363636363636365
E07000208,6,6,1.0
E07000209,32,11,2.909090909090909
E07000210,81,12,6.75
E07000211,33,23,1.434782608695652
E07000212,8,8,1.0
E07000213,7,6,1.1666666666666667
E07000214,9,9,1.0
E07000215,10,9,1.1111111111111112
E07000216,14,11,1.2727272727272727
E07000217,9,9,1.0
E07000219,2,2,1.0
E07000220,6,2,3.0
E07000221,2,2,1.0
E07000222,5,5,1.0
E07000223,7,4,1.75
E07000224,9,8,1.125
E07000225,20,7,2.857142857142857
E07000226,5,5,1.0
E07000227,6,5,1.2
E07000228,5,4,1.25
E07000229,3,3,1.0
E07000234,9,5,1.8
E07000235,1,1,1.0
E07000236,3,2,1.5
E07000237,3,3,1.0
E07000238,1,1,1.0
E07000239,13,5,2.6
E07000240,26,21,1.2380952380952381
E07000241,5,5,1.0
E07000242,12,12,1.0
E07000243,6,5,1.2
E07000244,6,6,1.0
E07000245,14,6,2.3333333333333335
E07000246,13,10,1.3
E08000001,12,11,1.0909090909090908
E08000002,7,7,1.0
E08000003,38,30,1.2666666666666666
E08000004,14,13,1.0769230769230769
E08000005,6,5,1.2
E08000006,22,16,1.375
E08000007,18,17,1.0588235294117647
E08000008,17,15,1.1333333333333333
E08000009,13,11,1.1818181818181819
E08000010,5,5,1.0
E08000011,3,3,1.0
E08000012,15,11,1.3636363636363635
E08000013,8,5,1.6
E08000014,10,9,1.1111111111111112
E08000015,25,20,1.25
E08000016,21,19,1.105263157894737
E08000017,16,15,1.0666666666666667
E08000018,5,5,1.0
E08000019,56,47,1.1914893617021276
E08000021,20,12,1.6666666666666667
E08000022,7,6,1.1666666666666667
E08000023,2,2,1.0
E08000024,10,8,1.25
E08000025,143,76,1.881578947368421
E08000026,15,12,1.25
E08000027,50,14,3.5714285714285716
E08000028,22,15,1.4666666666666666
E08000029,3,2,1.5
E08000030,31,8,3.875
E08000031,68,12,5.666666666666667
E08000032,35,26,1.3461538461538463
E08000033,11,8,1.375
E08000034,22,19,1.1578947368421053
E08000035,69,48,1.4375
E08000036,11,9,1.2222222222222223
E08000037,9,6,1.5
E09000001,2,2,1.0
E09000002,3,2,1.5
E09000003,42,29,1.4482758620689655
E09000004,4,4,1.0
E09000005,16,13,1.2307692307692308
E09000006,16,12,1.3333333333333333
E09000007,25,20,1.25
E09000008,20,14,1.4285714285714286
E09000009,7,6,1.1666666666666667
E09000010,18,12,1.5
E09000011,10,7,1.4285714285714286
E09000012,12,11,1.0909090909090908
E09000013,16,10,1.6
E09000014,11,11,1.0
E09000015,11,10,1.1
E09000016,10,9,1.1111111111111112
E09000017,13,13,1.0
E09000018,8,8,1.0
E09000019,17,15,1.1333333333333333
E09000020,6,5,1.2
E09000021,10,10,1.0
E09000022,45,33,1.3636363636363635
E09000023,22,18,1.2222222222222223
E09000024,17,14,1.2142857142857142
E09000025,10,7,1.4285714285714286
E09000026,17,6,2.8333333333333335
E09000027,16,13,1.2307692307692308
