lad,reports,unique_users,average_per_user
E06000001,42,26,1.6153846153846154
E06000002,62,46,1.3478260869565217
E06000003,84,58,1.4482758620689655
E06000004,86,50,1.72
E06000005,54,34,1.588235294117647
E06000006,46,35,1.3142857142857143
E06000007,105,74,1.4189189189189189
E06000008,368,143,2.5734265734265733
E06000009,147,70,2.1
E06000010,84,52,1.6153846153846154
E06000011,244,133,1.8345864661654134
E06000012,55,39,1.4102564102564104
E06000013,47,27,1.7407407407407407
E06000014,111,65,1.7076923076923076
E06000015,114,78,1.4615384615384615
E06000016,140,96,1.4583333333333333
E06000017,43,20,2.15
E06000018,213,92,2.3152173913043477
E06000019,227,113,2.0088495575221237
E06000020,272,106,2.5660377358490565
E06000021,243,119,2.042016806722689
E06000022,133,65,2.046153846153846
E06000023,364,219,1.6621004566210045
E06000024,246,105,2.342857142857143
E06000025,113,78,1.4487179487179487
E06000026,232,133,1.744360902255639
E06000027,62,39,1.5897435897435896
E06000030,127,77,1.6493506493506493
E06000031,447,107,4.177570093457944
E06000032,136,56,2.4285714285714284
E06000033,106,43,2.4651162790697674
E06000034,60,19,3.1578947368421053
E06000035,118,83,1.4216867469879517
E06000036,80,48,1.6666666666666667
E06000037,102,73,1.3972602739726028
E06000038,446,121,3.6859504132231407
E06000039,117,53,2.207547169811321
E06000040,105,59,1.7796610169491525
E06000041,254,128,1.984375
E06000042,178,123,1.4471544715447155
E06000043,320,164,1.951219512195122
E06000044,217,143,1.5174825174825175
E06000045,194,102,1.9019607843137254
E06000046,318,67,4.746268656716418
E06000047,392,225,1.7422222222222221
E06000049,365,202,1.806930693069307
E06000050,186,127,1.4645669291338583
E06000051,127,79,1.6075949367088607
E06000052,311,206,1.5097087378640777
E06000054,385,241,1.5975103734439835
E06000055,193,103,1.8737864077669903
E06000056,410,161,2.546583850931677
E06000057,397,186,2.1344086021505375
E06000058,743,176,4.221590909090909
E06000059,223,133,1.6766917293233083
E06000060,981,467,2.1006423982869378
E07000008,693,260,2.6653846153846152
E07000009,84,53,1.5849056603773586
E07000010,179,62,2.8870967741935485
E07000011,240,136,1.7647058823529411
E07000012,621,324,1.9166666666666667
E07000026,70,29,2.413793103448276
E07000027,36,16,2.25
E07000028,28,15,1.8666666666666667
E07000029,41,28,1.4642857142857142
E07000030,13,11,1.1818181818181819
E07000031,104,56,1.8571428571428572
E07000032,83,54,1.537037037037037
E07000033,32,28,1.1428571428571428
E07000034,81,38,2.1315789473684212
E07000035,63,37,1.7027027027027026
E07000036,75,49,1.530612244897959
E07000037,40,33,1.2121212121212122
E07000038,100,36,2.7777777777777777
E07000039,44,27,1.6296296296296295
E07000040,144,82,1.7560975609756098
E07000041,106,68,1.5588235294117647
E07000042,75,42,1.7857142857142858
E07000043,197,98,2.010204081632653
E07000044,77,43,1.7906976744186047
E07000045,244,165,1.4787878787878788
E07000046,322,48,6.708333333333333
E07000047,28,16,1.75
E07000061,32,26,1.2307692307692308
E07000062,47,33,1.4242424242424243
E07000063,56,36,1.5555555555555556
E07000064,57,43,1.3255813953488371
E07000065,139,99,1.404040404040404
E07000066,80,58,1.3793103448275863
E07000067,65,44,1.4772727272727273
E07000068,68,23,2.9565217391304346
E07000069,42,29,1.4482758620689655
E07000070,163,74,2.2027027027027026
E07000071,164,91,1.8021978021978022
E07000072,87,62,1.403225806451613
E07000073,34,22,1.5454545454545454
E07000074,44,20,2.2
E07000075,72,48,1.5
E07000076,55,41,1.3414634146341464
E07000077,54,36,1.5
E07000078,383,178,2.151685393258427
E07000079,105,40,2.625
E07000080,41,24,1.7083333333333333
E07000081,82,48,1.7083333333333333
E07000082,114,75,1.52
E07000083,81,54,1.5
E07000084,382,108,3.537037037037037
E07000085,136,81,1.6790123456790123
E07000086,73,50,1.46
E07000087,76,48,1.5833333333333333
E07000088,24,23,1.0434782608695652
E07000089,145,58,2.5
E07000090,26,25,1.04
E07000091,244,112,2.1785714285714284
E07000092,56,37,1.5135135135135136
E07000093,149,63,2.365079365079365
E07000094,280,137,2.0437956204379564
E07000095,51,37,1.3783783783783783
E07000096,330,157,2.1019108280254777
E07000098,194,116,1.6724137931034482
E07000099,213,91,2.340659340659341
E07000102,138,78,1.7692307692307692
E07000103,60,43,1.3953488372093024
E07000105,91,66,1.378787878787879
E07000106,303,114,2.6578947368421053
E07000107,49,36,1.3611111111111112
E07000108,48,30,1.6
E07000109,77,47,1.6382978723404256
E07000110,181,88,2.0568181818181817
E07000111,122,63,1.9365079365079365
E07000112,90,53,1.6981132075471699
E07000113,90,58,1.5517241379310345
E07000114,177,75,2.36
E07000115,96,46,2.0869565217391304
E07000116,82,53,1.5471698113207548
E07000117,35,26,1.3461538461538463
E07000118,78,41,1.9024390243902438
E07000119,65,47,1.3829787234042554
E07000120,76,27,2.814814814814815
E07000121,79,49,1.6122448979591837
E07000122,49,30,1.6333333333333333
E07000123,60,49,1.2244897959183674
E07000124,28,20,1.4
E07000125,65,36,1.8055555555555556
E07000126,62,38,1.631578947368421
E07000127,70,40,1.75
E07000128,88,43,2.046511627906977
E07000129,24,19,1.263157894736842
E07000130,69,53,1.3018867924528301
E07000131,60,30,2.0
E07000132,38,27,1.4074074074074074
E07000133,19,15,1.2666666666666666
E07000134,43,31,1.3870967741935485
E07000135,27,18,1.5
E07000136,35,26,1.3461538461538463
E07000137,60,49,1.2244897959183674
E07000138,48,39,1.2307692307692308
E07000139,84,57,1.4736842105263157
E07000140,39,29,1.3448275862068966
E07000141,213,110,1.9363636363636363
E07000142,60,45,1.3333333333333333
E07000143,175,63,2.7777777777777777
E07000144,116,61,1.901639344262295
E07000145,94,51,1.8431372549019607
E07000146,171,65,2.6307692307692307
E07000147,61,37,1.6486486486486487
E07000148,206,92,2.239130434782609
E07000149,89,53,1.679245283018868
