lad,reports,unique_users,average_per_user
E06000001,10,5,2.0
E06000002,13,10,1.3
E06000003,10,7,1.4285714285714286
E06000004,30,25,1.2
E06000005,8,6,1.3333333333333333
E06000006,13,10,1.3
E06000007,17,13,1.3076923076923077
E06000008,50,29,1.7241379310344827
E06000009,27,13,2.076923076923077
E06000010,38,23,1.6521739130434783
E06000011,44,24,1.8333333333333333
E06000012,9,6,1.5
E06000013,12,4,3.0
E06000014,24,17,1.411764705882353
E06000015,29,25,1.16
E06000016,19,15,1.2666666666666666
E06000017,1,1,1.0
E06000018,44,22,2.0
E06000019,13,8,1.625
E06000020,11,9,1.2222222222222223
E06000021,32,20,1.6
E06000022,9,5,1.8
E06000023,65,40,1.625
E06000024,26,16,1.625
E06000025,22,18,1.2222222222222223
E06000026,20,18,1.1111111111111112
E06000027,13,10,1.3
E06000030,18,11,1.6363636363636365
E06000031,52,28,1.8571428571428572
E06000032,41,10,4.1
E06000033,14,8,1.75
E06000034,41,18,2.2777777777777777
E06000035,39,28,1.3928571428571428
E06000036,23,17,1.3529411764705883
E06000037,27,18,1.5
E06000038,45,28,1.6071428571428572
E06000039,11,8,1.375
E06000040,24,20,1.2
E06000041,41,25,1.64
E06000042,37,17,2.176470588235294
E06000043,36,23,1.565217391304348
E06000044,6,5,1.2
E06000045,53,38,1.394736842105263
E06000046,20,12,1.6666666666666667
E06000047,54,33,1.6363636363636365
E06000049,70,46,1.5217391304347827
E06000050,30,25,1.2
E06000051,24,14,1.7142857142857142
E06000052,35,25,1.4
E06000054,50,37,1.3513513513513513
E06000055,28,10,2.8
E06000056,62,40,1.55
E06000057,24,16,1.5
E06000058,55,24,2.2916666666666665
E06000059,21,16,1.3125
E06000060,133,89,1.4943820224719102
E07000008,31,22,1.4090909090909092
E07000009,8,5,1.6
E07000010,7,4,1.75
E07000011,19,17,1.1176470588235294
E07000012,29,23,1.2608695652173914
E07000026,7,6,1.1666666666666667
E07000027,12,4,3.0
E07000028,1,1,1.0
E07000029,11,8,1.375
E07000030,2,2,1.0
E07000031,6,5,1.2
E07000032,22,16,1.375
E07000033,11,6,1.8333333333333333
E07000034,14,12,1.1666666666666667
E07000035,24,15,1.6
E07000036,12,10,1.2
E07000037,9,7,1.2857142857142858
E07000038,25,15,1.6666666666666667
E07000039,27,21,1.2857142857142858
E07000040,15,14,1.0714285714285714
E07000041,6,3,2.0
E07000042,12,6,2.0
E07000043,24,16,1.5
E07000044,20,15,1.3333333333333333
E07000045,19,14,1.3571428571428572
E07000046,11,8,1.375
E07000061,7,6,1.1666666666666667
E07000062,11,10,1.1
E07000063,23,16,1.4375
E07000064,12,9,1.3333333333333333
E07000065,56,38,1.4736842105263157
E07000066,21,14,1.5
E07000067,5,5,1.0
E07000068,10,7,1.4285714285714286
E07000069,3,3,1.0
E07000070,11,7,1.5714285714285714
E07000071,54,31,1.7419354838709677
E07000072,9,6,1.5
E07000073,4,3,1.3333333333333333
E07000074,4,2,2.0
E07000075,6,5,1.2
E07000076,4,4,1.0
E07000077,8,5,1.6
E07000078,41,32,1.28125
E07000079,16,11,1.4545454545454546
E07000080,4,4,1.0
E07000081,18,10,1.8
E07000082,19,11,1.7272727272727273
E07000083,14,8,1.75
E07000084,48,21,2.2857142857142856
E07000085,26,19,1.368421052631579
E07000086,5,5,1.0
E07000087,4,3,1.3333333333333333
E07000088,1,1,1.0
E07000089,43,35,1.2285714285714286
E07000090,5,4,1.25
E07000091,17,14,1.2142857142857142
E07000092,9,9,1.0
E07000093,40,11,3.6363636363636362
E07000094,17,14,1.2142857142857142
E07000095,18,12,1.5
E07000096,62,51,1.2156862745098038
E07000098,52,39,1.3333333333333333
E07000099,43,37,1.162162162162162
E07000102,79,31,2.5483870967741935
E07000103,37,19,1.9473684210526316
E07000105,29,19,1.5263157894736843
E07000106,23,17,1.3529411764705883
E07000107,30,14,2.142857142857143
E07000108,6,6,1.0
E07000109,12,8,1.5
E07000110,11,8,1.375
E07000111,36,17,2.1176470588235294
E07000112,12,7,1.7142857142857142
E07000113,16,11,1.4545454545454546
E07000114,41,22,1.8636363636363635
E07000115,8,8,1.0
E07000116,33,17,1.9411764705882353
E07000117,7,6,1.1666666666666667
E07000118,51,17,3.0
E07000119,17,14,1.2142857142857142
E07000120,6,5,1.2
E07000121,39,28,1.3928571428571428
E07000122,5,5,1.0
E07000123,18,16,1.125
E07000124,12,8,1.5
E07000125,25,19,1.3157894736842106
E07000126,29,23,1.2608695652173914
E07000127,39,18,2.1666666666666665
E07000128,15,12,1.25
E07000129,16,6,2.6666666666666665
E07000130,16,13,1.2307692307692308
E07000131,15,9,1.6666666666666667
E07000132,6,5,1.2
E07000133,6,4,1.5
E07000134,2,2,1.0
E07000136,4,2,2.0
E07000137,15,14,1.0714285714285714
E07000138,9,7,1.2857142857142858
E07000139,14,11,1.2727272727272727
E07000140,76,11,6.909090909090909
E07000141,33,19,1.736842105263158
E07000142,15,7,2.142857142857143
E07000143,11,9,1.2222222222222223
E07000144,12,9,1.3333333333333333
E07000145,10,8,1.25
E07000146,15,10,1.5
E07000147,6,2,3.0
E07000148,11,8,1.375
E07000149,8,8,1.0
E07000150,7,3,2.3333333333333335
E07000151,8,7,1.1428571428571428
E07000152,4,4,1.0
E07000153,11,10,1.1
E07000154,27,19,1.4210526315789473
E07000155,4,3,1.3333333333333333
E07000156,9,7,1.2857142857142858
E07000163,7,6,1.1666666666666667
E07000164,5,5,1.0
E07000165,61,40,1.525
E07000166,6,5,1.2
E07000167,7,3,2.3333333333333335
E07000168,1,1,1.0
E07000169,8,5,1.6
E07000170,20,12,1.6666666666666667
E07000171,9,7,1.2857142857142858
E07000172,19,14,1.3571428571428572
E07000173,15,14,1.0714285714285714
E07000174,2,2,1.0
E07000175,9,7,1.2857142857142858
E07000176,17,8,2.125
E07000177,46,36,1.2777777777777777
E07000178,27,22,1.2272727272727273
E07000179,59,44,1.3409090909090908
E07000180,76,41,1.853658536585366
E07000181,43,26,1.6538461538461537
E07000187,13,11,1.1818181818181819
E07000188,22,15,1.4666666666666666
E07000189,17,15,1.1333333333333333
E07000192,20,13,1.5384615384615385
E07000193,11,11,1.0
E07000194,49,39,1.2564102564102564
E07000195,39,18,2.1666666666666665
E07000196,17,12,1.4166666666666667
E07000197,13,13,1.0
E07000198,6,4,1.5
E07000199,7,6,1.1666666666666667
E07000200,9,7,1.2857142857142858
E07000202,27,9,3.0
E07000203,10,6,1.6666666666666667
E07000207,15,11,1.3636363636363635
E07000208,9,6,1.5
E07000209,25,21,1.1904761904761905
E07000210,10,8,1.25
E07000211,13,12,1.0833333333333333
E07000212,29,19,1.5263157894736843
E07000213,22,13,1.6923076923076923
E07000214,10,8,1.25
E07000215,32,16,2.0
E07000216,19,13,1.4615384615384615
E07000217,23,14,1.6428571428571428
E07000218,9,8,1.125
E07000219,18,8,2.25
E07000220,21,13,1.6153846153846154
E07000221,8,8,1.0
E07000222,10,9,1.1111111111111112
E07000223,8,5,1.6
E07000224,22,16,1.375
E07000225,17,11,1.5454545454545454
E07000226,14,11,1.2727272727272727
E07000227,13,10,1.3
E07000228,38,29,1.3103448275862069
E07000229,12,9,1.3333333333333333
E07000234,10,7,1.4285714285714286
E07000235,7,5,1.4
E07000236,6,4,1.5
E07000237,2,2,1.0
E07000238,16,12,1.3333333333333333
E07000239,24,13,1.8461538461538463
E07000240,37,29,1.2758620689655173
E07000241,45,38,1.1842105263157894
E07000242,27,20,1.35
E07000243,30,22,1.3636363636363635
E07000244,25,15,1.6666666666666667
E07000245,32,24,1.3333333333333333
E07000246,19,11,1.7272727272727273
E08000001,35,19,1.8421052631578947
E08000002,51,24,2.125
E08000003,204,67,3.044776119402985
E08000004,51,21,2.4285714285714284
E08000005,13,10,1.3
E08000006,13,11,1.1818181818181819
E08000007,17,15,1.1333333333333333
E08000008,20,16,1.25
E08000009,57,32,1.78125
E08000010,18,14,1.2857142857142858
E08000011,13,10,1.3
E08000012,73,24,3.0416666666666665
E08000013,18,16,1.125
E08000014,3,3,1.0
E08000015,23,17,1.3529411764705883
E08000016,55,40,1.375
E08000017,39,20,1.95
E08000018,75,38,1.9736842105263157
E08000019,229,141,1.624113475177305
E08000021,37,24,1.5416666666666667
E08000022,21,11,1.9090909090909092
E08000023,4,2,2.0
E08000024,32,25,1.28
E08000025,224,110,2.036363636363636
E08000026,13,11,1.1818181818181819
E08000027,32,20,1.6
E08000028,32,22,1.4545454545454546
E08000029,23,16,1.4375
E08000030,27,19,1.4210526315789473
E08000031,16,12,1.3333333333333333
E08000032,68,38,1.7894736842105263
E08000033,17,12,1.4166666666666667
E08000034,37,28,1.3214285714285714
E08000035,170,80,2.125
E08000036,25,16,1.5625
E08000037,14,14,1.0
