lad,reports,unique_users,average_per_user
E06000001,24,17,1.411764705882353
E06000002,3,3,1.0
E06000003,7,7,1.0
E06000004,33,26,1.2692307692307692
E06000005,41,11,3.727272727272727
E06000006,12,9,1.3333333333333333
E06000007,34,23,1.4782608695652173
E06000008,28,22,1.2727272727272727
E06000009,11,6,1.8333333333333333
E06000010,111,41,2.707317073170732
E06000011,7,7,1.0
E06000012,4,4,1.0
E06000013,29,22,1.3181818181818181
E06000014,11,10,1.1
E06000015,24,21,1.1428571428571428
E06000016,45,20,2.25
E06000017,15,11,1.3636363636363635
E06000018,7,6,1.1666666666666667
E06000019,93,53,1.7547169811320755
E06000020,11,7,1.5714285714285714
E06000021,53,37,1.4324324324324325
E06000022,166,82,2.024390243902439
E06000023,267,136,1.963235294117647
E06000024,49,33,1.4848484848484849
E06000025,77,58,1.3275862068965518
E06000026,21,12,1.75
E06000027,9,9,1.0
E06000030,49,23,2.130434782608696
E06000031,86,43,2.0
E06000032,114,60,1.9
E06000033,29,25,1.16
E06000034,23,16,1.4375
E06000035,65,44,1.4772727272727273
E06000036,35,23,1.5217391304347827
E06000037,42,28,1.5
E06000038,93,48,1.9375
E06000039,48,26,1.8461538461538463
E06000040,46,28,1.6428571428571428
E06000041,79,39,2.0256410256410255
E06000042,60,25,2.4
E06000043,46,33,1.393939393939394
E06000044,14,11,1.2727272727272727
E06000045,91,53,1.7169811320754718
E06000046,9,8,1.125
E06000047,8,7,1.1428571428571428
E06000049,48,37,1.2972972972972974
E06000050,30,24,1.25
E06000051,39,26,1.5
E06000052,93,67,1.3880597014925373
E06000054,7,7,1.0
E06000055,30,23,1.3043478260869565
E06000056,14,13,1.0769230769230769
E06000057,41,21,1.9523809523809523
E06000058,26,20,1.3
E06000059,32,27,1.1851851851851851
E06000060,529,295,1.7932203389830508
E07000008,16,13,1.2307692307692308
E07000009,9,5,1.8
E07000010,4,3,1.3333333333333333
E07000011,11,10,1.1
E07000012,11,10,1.1
E07000026,9,5,1.8
E07000027,12,11,1.0909090909090908
E07000028,13,6,2.1666666666666665
E07000029,25,18,1.3888888888888888
E07000030,4,4,1.0
E07000031,23,17,1.3529411764705883
E07000032,23,14,1.6428571428571428
E07000033,12,12,1.0
E07000034,32,15,2.1333333333333333
E07000035,16,11,1.4545454545454546
E07000036,47,18,2.611111111111111
E07000037,13,10,1.3
E07000038,26,21,1.2380952380952381
E07000039,15,12,1.25
E07000040,6,4,1.5
E07000041,2,2,1.0
E07000042,3,3,1.0
E07000043,3,2,1.5
E07000044,18,13,1.3846153846153846
E07000045,11,9,1.2222222222222223
E07000046,7,6,1.1666666666666667
E07000047,1,1,1.0
E07000061,16,13,1.2307692307692308
E07000062,30,24,1.25
E07000063,50,41,1.2195121951219512
E07000064,132,95,1.3894736842105264
E07000065,80,58,1.3793103448275863
E07000066,32,18,1.7777777777777777
E07000067,16,12,1.3333333333333333
E07000068,13,7,1.8571428571428572
E07000069,22,7,3.142857142857143
E07000070,31,18,1.7222222222222223
E07000071,34,28,1.2142857142857142
E07000072,41,29,1.4137931034482758
E07000073,13,11,1.1818181818181819
E07000074,6,4,1.5
E07000075,6,6,1.0
E07000076,15,15,1.0
E07000077,6,6,1.0
E07000078,58,35,1.6571428571428573
E07000079,39,18,2.1666666666666665
E07000080,31,20,1.55
E07000081,19,15,1.2666666666666666
E07000082,24,18,1.3333333333333333
E07000083,37,25,1.48
E07000084,54,21,2.5714285714285716
E07000085,25,19,1.3157894736842106
E07000086,15,13,1.1538461538461537
E07000087,16,14,1.1428571428571428
