lad,reports,unique_users,average_per_user
E06000001,44,30,1.4666666666666666
E06000002,87,48,1.8125
E06000003,81,64,1.265625
E06000004,93,56,1.6607142857142858
E06000005,34,25,1.36
E06000006,52,37,1.4054054054054055
E06000007,86,64,1.34375
E06000008,104,59,1.7627118644067796
E06000009,205,91,2.2527472527472527
E06000010,68,46,1.4782608695652173
E06000011,153,65,2.353846153846154
E06000012,34,24,1.4166666666666667
E06000013,42,32,1.3125
E06000014,61,47,1.297872340425532
E06000015,104,80,1.3
E06000016,152,90,1.6888888888888889
E06000017,13,7,1.8571428571428572
E06000018,171,80,2.1375
E06000019,112,63,1.7777777777777777
E06000020,181,58,3.1206896551724137
E06000021,127,89,1.4269662921348314
E06000022,76,59,1.2881355932203389
E06000023,320,235,1.3617021276595744
E06000024,207,107,1.9345794392523366
E06000025,108,78,1.3846153846153846
E06000026,176,106,1.6603773584905661
E06000027,30,27,1.1111111111111112
E06000030,129,68,1.8970588235294117
E06000031,327,88,3.715909090909091
E06000032,30,28,1.0714285714285714
E06000033,30,26,1.1538461538461537
E06000034,33,29,1.1379310344827587
E06000035,163,89,1.8314606741573034
E06000036,76,49,1.5510204081632653
E06000037,76,63,1.2063492063492063
E06000038,354,106,3.339622641509434
E06000039,75,44,1.7045454545454546
E06000040,64,39,1.641025641025641
E06000041,80,65,1.2307692307692308
E06000042,186,116,1.603448275862069
E06000043,190,133,1.4285714285714286
E06000044,144,104,1.3846153846153846
E06000045,189,101,1.8712871287128714
E06000046,55,34,1.6176470588235294
E06000047,306,176,1.7386363636363635
E06000049,326,182,1.7912087912087913
E06000050,155,109,1.4220183486238531
E06000051,109,62,1.7580645161290323
E06000052,214,147,1.4557823129251701
E06000054,326,188,1.7340425531914894
E06000055,90,65,1.3846153846153846
E06000056,304,140,2.1714285714285713
E06000057,151,98,1.5408163265306123
E06000058,352,148,2.3783783783783785
E06000059,136,88,1.5454545454545454
E06000060,501,271,1.848708487084871
E07000008,544,152,3.5789473684210527
E07000009,31,23,1.3478260869565217
E07000010,51,37,1.3783783783783783
E07000011,100,68,1.4705882352941178
E07000012,240,138,1.7391304347826086
E07000026,36,28,1.2857142857142858
E07000027,28,21,1.3333333333333333
E07000028,51,26,1.9615384615384615
E07000029,51,35,1.457142857142857
E07000030,34,15,2.2666666666666666
E07000031,76,52,1.4615384615384615
E07000032,56,36,1.5555555555555556
E07000033,29,21,1.380952380952381
E07000034,59,30,1.9666666666666666
E07000035,48,33,1.4545454545454546
E07000036,70,41,1.7073170731707317
E07000037,28,25,1.12
E07000038,92,39,2.358974358974359
E07000039,63,28,2.25
E07000040,119,82,1.451219512195122
E07000041,53,29,1.8275862068965518
E07000042,45,26,1.7307692307692308
E07000043,89,46,1.934782608695652
E07000044,35,31,1.1290322580645162
E07000045,135,96,1.40625
E07000046,125,37,3.3783783783783785
E07000047,12,12,1.0
E07000061,40,32,1.25
E07000062,33,19,1.736842105263158
E07000063,45,37,1.2162162162162162
E07000064,30,26,1.1538461538461537
E07000065,72,51,1.411764705882353
E07000066,67,52,1.2884615384615385
E07000067,42,32,1.3125
E07000068,38,19,2.0
E07000069,21,14,1.5
E07000070,85,60,1.4166666666666667
E07000071,76,43,1.7674418604651163
E07000072,79,56,1.4107142857142858
E07000073,40,27,1.4814814814814814
E07000074,15,15,1.0
E07000075,55,36,1.5277777777777777
E07000076,45,39,1.1538461538461537
E07000077,52,33,1.5757575757575757
E07000078,409,217,1.8847926267281105
E07000079,45,28,1.6071428571428572
E07000080,52,42,1.2380952380952381
E07000081,77,51,1.5098039215686274
E07000082,79,52,1.5192307692307692
E07000083,110,53,2.0754716981132075
E07000084,262,82,3.1951219512195124
E07000085,120,87,1.3793103448275863
E07000086,54,36,1.5
E07000087,60,29,2.0689655172413794
E07000088,17,16,1.0625
E07000089,90,40,2.25
E07000090,22,18,1.2222222222222223
E07000091,140,85,1.6470588235294117
E07000092,43,31,1.3870967741935485
E07000093,55,41,1.3414634146341464
E07000094,304,151,2.013245033112583
E07000095,38,31,1.2258064516129032
E07000096,138,90,1.5333333333333334
E07000098,148,108,1.3703703703703705
E07000099,124,79,1.5696202531645569
E07000102,83,39,2.128205128205128
E07000103,56,36,1.5555555555555556
E07000105,65,50,1.3
E07000106,217,105,2.066666666666667
E07000107,46,39,1.1794871794871795
E07000108,44,32,1.375
E07000109,46,40,1.15
E07000110,136,67,2.029850746268657
E07000111,64,42,1.5238095238095237
E07000112,89,53,1.679245283018868
E07000113,65,35,1.8571428571428572
E07000114,192,70,2.742857142857143
E07000115,89,43,2.0697674418604652
E07000116,81,52,1.5576923076923077
E07000117,21,20,1.05
E07000118,70,31,2.2580645161290325
E07000119,39,36,1.0833333333333333
E07000120,45,25,1.8
E07000121,91,52,1.75
E07000122,42,36,1.1666666666666667
E07000123,66,49,1.346938775510204
E07000124,19,17,1.1176470588235294
E07000125,40,21,1.9047619047619047
E07000126,51,41,1.2439024390243902
E07000127,56,37,1.5135135135135136
E07000128,78,46,1.6956521739130435
E07000129,27,20,1.35
E07000130,70,41,1.7073170731707317
E07000131,23,14,1.6428571428571428
E07000132,35,22,1.5909090909090908
E07000133,18,16,1.125
E07000134,29,24,1.2083333333333333
E07000135,11,9,1.2222222222222223
E07000136,29,22,1.3181818181818181
E07000137,53,45,1.1777777777777778
E07000138,41,34,1.2058823529411764
E07000139,66,49,1.346938775510204
E07000140,47,33,1.4242424242424243
E07000141,128,71,1.8028169014084507
E07000142,26,17,1.5294117647058822
E07000143,83,42,1.9761904761904763
E07000144,169,36,4.694444444444445
E07000145,124,55,2.2545454545454544
E07000146,156,79,1.9746835443037976
E07000147,58,35,1.6571428571428573
E07000148,147,63,2.3333333333333335
E07000149,37,28,1.3214285714285714
E07000150,7,7,1.0
E07000151,55,21,2.619047619047619
E07000152,48,38,1.263157894736842
E07000153,38,29,1.3103448275862069
E07000154,124,90,1.3777777777777778
E07000155,64,38,1.6842105263157894
E07000156,52,36,1.4444444444444444
E07000163,21,16,1.3125
E07000164,21,19,1.105263157894737
E07000165,53,42,1.2619047619047619
E07000166,16,8,2.0
E07000167,27,22,1.2272727272727273
E07000168,42,19,2.210526315789474
E07000169,36,30,1.2
E07000170,37,35,1.0571428571428572
E07000171,63,36,1.75
E07000172,51,27,1.8888888888888888
E07000173,31,24,1.2916666666666667
E07000174,18,11,1.6363636363636365
E07000175,51,42,1.2142857142857142
E07000176,43,34,1.2647058823529411
E07000177,72,41,1.7560975609756098
E07000178,141,79,1.7848101265822784
E07000179,149,92,1.6195652173913044
E07000180,174,70,2.4857142857142858
E07000181,49,42,1.1666666666666667
E07000187,81,51,1.588235294117647
E07000188,45,23,1.9565217391304348
E07000189,156,64,2.4375
E07000192,51,35,1.457142857142857
E07000193,51,38,1.3421052631578947
E07000194,76,44,1.7272727272727273
E07000195,55,41,1.3414634146341464
E07000196,63,46,1.3695652173913044
E07000197,54,45,1.2
E07000198,80,37,2.1621621621621623
E07000199,39,29,1.3448275862068966
E07000200,30,24,1.25
E07000202,273,66,4.136363636363637
E07000203,19,19,1.0
E07000207,138,81,1.7037037037037037
E07000208,116,53,2.188679245283019
E07000209,184,103,1.7864077669902914
E07000210,113,67,1.6865671641791045
E07000211,158,111,1.4234234234234233
E07000212,48,35,1.3714285714285714
E07000213,58,44,1.3181818181818181
E07000214,58,46,1.2608695652173914
E07000215,98,63,1.5555555555555556
E07000216,127,62,2.0483870967741935
E07000217,65,44,1.4772727272727273
E07000218,38,22,1.7272727272727273
E07000219,58,42,1.380952380952381
E07000220,33,27,1.2222222222222223
E07000221,31,26,1.1923076923076923
E07000222,52,42,1.2380952380952381
E07000223,31,26,1.1923076923076923
E07000224,108,81,1.3333333333333333
E07000225,71,61,1.1639344262295082
E07000226,74,51,1.4509803921568627
E07000227,73,54,1.3518518518518519
E07000228,98,76,1.2894736842105263
E07000229,47,40,1.175
E07000234,75,59,1.271186440677966
E07000235,36,29,1.2413793103448276
E07000236,42,26,1.6153846153846154
E07000237,35,28,1.25
E07000238,35,27,1.2962962962962963
E07000239,84,47,1.7872340425531914
E07000240,206,112,1.8392857142857142
E07000241,157,65,2.4153846153846152
E07000242,158,98,1.6122448979591837
E07000243,70,42,1.6666666666666667
E07000244,78,53,1.471698113207547
E07000245,105,45,2.3333333333333335
E07000246,64,41,1.5609756097560976
E08000001,202,133,1.518796992481203
E08000002,54,40,1.35
E08000003,297,193,1.538860103626943
E08000004,159,109,1.4587155963302751
E08000005,87,68,1.2794117647058822
E08000006,279,141,1.9787234042553192
E08000007,172,134,1.2835820895522387
E08000008,90,65,1.3846153846153846
E08000009,141,87,1.6206896551724137
E08000010,142,120,1.1833333333333333
E08000011,43,27,1.5925925925925926
E08000012,198,141,1.4042553191489362
E08000013,43,29,1.4827586206896552
E08000014,92,73,1.2602739726027397
E08000015,182,121,1.5041322314049588
E08000016,191,134,1.4253731343283582
E08000017,314,166,1.891566265060241
E08000018,272,155,1.7548387096774194
E08000019,1026,530,1.9358490566037736
E08000021,99,70,1.4142857142857144
E08000022,128,65,1.9692307692307693
E08000023,31,23,1.3478260869565217
E08000024,67,58,1.1551724137931034
E08000025,973,534,1.8220973782771535
E08000026,145,102,1.4215686274509804
E08000027,248,154,1.6103896103896105
E08000028,184,138,1.3333333333333333
E08000029,66,44,1.5
E08000030,216,124,1.7419354838709677
E08000031,161,69,2.3333333333333335
E08000032,251,169,1.485207100591716
E08000033,108,62,1.7419354838709677
E08000034,125,88,1.4204545454545454
E08000035,393,293,1.341296928327645
E08000036,126,88,1.4318181818181819
E08000037,63,43,1.4651162790697674
E09000001,41,32,1.28125
E09000002,74,36,2.0555555555555554
E09000003,327,194,1.6855670103092784
E09000004,89,60,1.4833333333333334
E09000005,395,97,4.072164948453608
E09000006,178,119,1.495798319327731
E09000007,148,104,1.4230769230769231
E09000008,164,109,1.5045871559633028
E09000009,233,132,1.7651515151515151
E09000010,115,82,1.4024390243902438
E09000011,183,111,1.6486486486486487
E09000012,169,102,1.6568627450980393
E09000013,80,63,1.2698412698412698
E09000014,302,130,2.3230769230769233
E09000015,130,86,1.5116279069767442
E09000016,60,46,1.3043478260869565
E09000017,110,71,1.5492957746478873
E09000018,254,130,1.9538461538461538
E09000019,186,128,1.453125
E09000020,47,38,1.236842105263158
E09000021,129,91,1.4175824175824177
E09000022,356,211,1.6872037914691944
E09000023,254,158,1.6075949367088607
E09000024,177,103,1.7184466019417475
E09000025,141,88,1.6022727272727273
E09000026,139,96,1.4479166666666667
E09000027,149,97,1.5360824742268042
E09000028,178,136,1.3088235294117647
E09000029,42,31,1.3548387096774193
E09000030,150,111,1.3513513513513513
E09000031,266,110,2.418181818181818
E09000032,355,185,1.9189189189189189
E09000033,154,98,1.5714285714285714
S12000005,32,15,2.1333333333333333
S12000006,55,33,1.6666666666666667
S12000008,30,28,1.0714285714285714
S12000010,29,24,1.2083333333333333
S12000011,39,32,1.21875
S12000013,8,6,1.3333333333333333
S12000014,750,424,1.7688679245283019
S12000017,135,78,1.7307692307692308
S12000018,32,27,1.1851851851851851
S12000019,74,51,1.4509803921568627
S12000020,35,22,1.5909090909090908
S12000021,58,47,1.2340425531914894
S12000023,1,1,1.0
S12000026,26,18,1.4444444444444444
S12000027,3,3,1.0
S12000028,43,33,1.303030303030303
S12000029,301,162,1.8580246913580247
S12000030,48,33,1.4545454545454546
S12000033,215,105,2.0476190476190474
S12000034,87,49,1.7755102040816326
S12000035,40,27,1.4814814814814814
S12000036,481,255,1.8862745098039215
S12000038,222,110,2.018181818181818
S12000039,79,40,1.975
S12000040,94,66,1.4242424242424243
S12000041,33,29,1.1379310344827587
S12000042,56,34,1.6470588235294117
S12000045,74,45,1.6444444444444444
S12000047,185,141,1.3120567375886525
S12000048,110,33,3.3333333333333335
S12000049,632,398,1.5879396984924623
S12000050,163,101,1.613861386138614
W06000001,10,9,1.1111111111111112
W06000002,26,23,1.1304347826086956
W06000003,67,40,1.675
W06000004,34,28,1.2142857142857142
W06000005,111,48,2.3125
W06000006,47,33,1.4242424242424243
W06000008,24,14,1.7142857142857142
W06000009,47,18,2.611111111111111
W06000010,20,19,1.0526315789473684
W06000011,122,78,1.564102564102564
W06000012,53,32,1.65625
W06000013,40,30,1.3333333333333333
W06000014,44,33,1.3333333333333333
W06000015,205,123,1.6666666666666667
W06000016,72,52,1.3846153846153846
W06000018,54,44,1.2272727272727273
W06000019,33,16,2.0625
W06000020,20,19,1.0526315789473684
W06000021,102,40,2.55
W06000022,63,36,1.75
W06000023,33,23,1.434782608695652
W06000024,26,20,1.3
