period,LAD,report_count,user_count,average
2018-9,E06000001,30,21,1.4285714285714286
2018-9,E06000003,9,7,1.2857142857142858
2018-9,E06000004,24,16,1.5
2018-9,E06000005,22,8,2.75
2018-9,E06000006,11,7,1.5714285714285714
2018-9,E06000007,24,19,1.263157894736842
2018-9,E06000008,17,12,1.4166666666666667
2018-9,E06000009,13,9,1.4444444444444444
2018-9,E06000010,60,31,1.935483870967742
2018-9,E06000011,2,2,1.0
2018-9,E06000012,8,5,1.6
2018-9,E06000013,17,7,2.4285714285714284
2018-9,E06000014,8,7,1.1428571428571428
2018-9,E06000015,44,28,1.5714285714285714
2018-9,E06000016,47,30,1.5666666666666667
2018-9,E06000017,19,8,2.375
2018-9,E06000018,10,9,1.1111111111111112
2018-9,E06000019,27,19,1.4210526315789473
2018-9,E06000020,3,3,1.0
2018-9,E06000021,44,29,1.5172413793103448
2018-9,E06000022,125,51,2.450980392156863
2018-9,E06000023,184,121,1.5206611570247934
2018-9,E06000024,26,20,1.3
2018-9,E06000025,51,36,1.4166666666666667
2018-9,E06000026,17,12,1.4166666666666667
2018-9,E06000027,8,8,1.0
2018-9,E06000030,23,19,1.2105263157894737
2018-9,E06000031,70,31,2.2580645161290325
2018-9,E06000032,144,77,1.87012987012987
2018-9,E06000033,26,19,1.368421052631579
2018-9,E06000034,13,10,1.3
2018-9,E06000035,70,33,2.121212121212121
2018-9,E06000036,40,24,1.6666666666666667
2018-9,E06000037,37,22,1.6818181818181819
2018-9,E06000038,57,44,1.2954545454545454
2018-9,E06000039,33,17,1.9411764705882353
2018-9,E06000040,32,24,1.3333333333333333
2018-9,E06000041,102,57,1.7894736842105263
2018-9,E06000042,30,17,1.7647058823529411
2018-9,E06000043,32,27,1.1851851851851851
2018-9,E06000044,9,9,1.0
2018-9,E06000045,66,52,1.2692307692307692
2018-9,E06000046,9,7,1.2857142857142858
2018-9,E06000047,4,4,1.0
2018-9,E06000049,110,67,1.6417910447761195
2018-9,E06000050,30,26,1.1538461538461537
2018-9,E06000051,28,22,1.2727272727272727
2018-9,E06000052,80,59,1.3559322033898304
2018-9,E06000054,4,4,1.0
2018-9,E06000055,17,14,1.2142857142857142
2018-9,E06000056,27,14,1.9285714285714286
2018-9,E06000057,23,17,1.3529411764705883
2018-9,E06000058,25,23,1.0869565217391304
2018-9,E06000059,25,22,1.1363636363636365
2018-9,E07000004,93,68,1.3676470588235294
2018-9,E07000005,40,29,1.3793103448275863
2018-9,E07000006,95,54,1.7592592592592593
2018-9,E07000007,122,71,1.7183098591549295
2018-9,E07000008,8,8,1.0
2018-9,E07000009,6,5,1.2
2018-9,E07000010,4,2,2.0
2018-9,E07000011,6,5,1.2
2018-9,E07000012,15,12,1.25
2018-9,E07000026,5,5,1.0
2018-9,E07000027,7,5,1.4
2018-9,E07000028,4,3,1.3333333333333333
2018-9,E07000029,18,14,1.2857142857142858
2018-9,E07000030,6,5,1.2
2018-9,E07000031,12,11,1.0909090909090908
2018-9,E07000032,16,11,1.4545454545454546
2018-9,E07000033,6,6,1.0
2018-9,E07000034,16,11,1.4545454545454546
2018-9,E07000035,18,8,2.25
2018-9,E07000036,20,6,3.3333333333333335
2018-9,E07000037,9,8,1.125
2018-9,E07000038,16,13,1.2307692307692308
2018-9,E07000039,16,12,1.3333333333333333
2018-9,E07000040,4,4,1.0
2018-9,E07000041,5,5,1.0
2018-9,E07000042,6,3,2.0
2018-9,E07000043,2,2,1.0
2018-9,E07000044,6,6,1.0
2018-9,E07000045,5,5,1.0
2018-9,E07000046,3,3,1.0
2018-9,E07000047,2,2,1.0
2018-9,E07000061,14,12,1.1666666666666667
2018-9,E07000062,17,13,1.3076923076923077
2018-9,E07000063,32,27,1.1851851851851851
2018-9,E07000064,108,87,1.2413793103448276
2018-9,E07000065,33,25,1.32
2018-9,E07000066,14,14,1.0
2018-9,E07000067,10,9,1.1111111111111112
2018-9,E07000068,13,5,2.6
2018-9,E07000069,21,7,3.0
2018-9,E07000070,17,12,1.4166666666666667
2018-9,E07000071,18,16,1.125
2018-9,E07000072,42,27,1.5555555555555556
2018-9,E07000073,19,11,1.7272727272727273
2018-9,E07000074,3,3,1.0
2018-9,E07000075,10,8,1.25
2018-9,E07000076,6,6,1.0
2018-9,E07000077,7,7,1.0
2018-9,E07000078,45,23,1.9565217391304348
2018-9,E07000079,17,12,1.4166666666666667
2018-9,E07000080,4,4,1.0
2018-9,E07000081,19,10,1.9
2018-9,E07000082,9,8,1.125
2018-9,E07000083,10,8,1.25
2018-9,E07000084,65,39,1.6666666666666667
2018-9,E07000085,30,23,1.3043478260869565
2018-9,E07000086,16,16,1.0
2018-9,E07000087,12,9,1.3333333333333333
2018-9,E07000088,15,10,1.5
2018-9,E07000089,64,49,1.3061224489795917
2018-9,E07000090,19,16,1.1875
2018-9,E07000091,24,15,1.6
2018-9,E07000092,15,10,1.5
2018-9,E07000093,21,9,2.3333333333333335
2018-9,E07000094,28,21,1.3333333333333333
2018-9,E07000095,6,5,1.2
2018-9,E07000096,47,35,1.3428571428571427
2018-9,E07000098,45,34,1.3235294117647058
2018-9,E07000099,44,34,1.2941176470588236
2018-9,E07000102,24,19,1.263157894736842
2018-9,E07000103,16,14,1.1428571428571428
2018-9,E07000105,22,16,1.375
2018-9,E07000106,17,11,1.5454545454545454
2018-9,E07000107,12,11,1.0909090909090908
2018-9,E07000108,6,6,1.0
2018-9,E07000109,18,12,1.5
2018-9,E07000110,10,8,1.25
2018-9,E07000111,72,38,1.894736842105263
2018-9,E07000112,8,7,1.1428571428571428
2018-9,E07000113,36,20,1.8
2018-9,E07000114,54,38,1.4210526315789473
2018-9,E07000115,8,8,1.0
2018-9,E07000116,18,13,1.3846153846153846
2018-9,E07000117,5,5,1.0
2018-9,E07000118,12,10,1.2
2018-9,E07000119,21,16,1.3125
2018-9,E07000120,3,3,1.0
2018-9,E07000121,23,21,1.0952380952380953
2018-9,E07000122,2,2,1.0
2018-9,E07000123,24,17,1.411764705882353
2018-9,E07000124,13,11,1.1818181818181819
2018-9,E07000125,11,10,1.1
2018-9,E07000126,26,17,1.5294117647058822
2018-9,E07000127,15,12,1.25
2018-9,E07000128,20,10,2.0
2018-9,E07000129,13,11,1.1818181818181819
2018-9,E07000130,14,9,1.5555555555555556
2018-9,E07000131,21,12,1.75
2018-9,E07000132,9,7,1.2857142857142858
2018-9,E07000133,12,9,1.3333333333333333
2018-9,E07000134,8,7,1.1428571428571428
2018-9,E07000135,7,6,1.1666666666666667
2018-9,E07000136,106,9,11.777777777777779
2018-9,E07000137,292,25,11.68
2018-9,E07000138,140,12,11.666666666666666
2018-9,E07000139,240,23,10.434782608695652
2018-9,E07000140,177,14,12.642857142857142
2018-9,E07000141,294,33,8.909090909090908
2018-9,E07000142,189,16,11.8125
2018-9,E07000143,23,19,1.2105263157894737
2018-9,E07000144,19,17,1.1176470588235294
2018-9,E07000145,13,11,1.1818181818181819
2018-9,E07000146,26,17,1.5294117647058822
2018-9,E07000147,34,11,3.090909090909091
2018-9,E07000148,31,19,1.631578947368421
2018-9,E07000149,18,15,1.2
2018-9,E07000150,5,5,1.0
2018-9,E07000151,2,2,1.0
2018-9,E07000152,7,7,1.0
2018-9,E07000153,7,4,1.75
2018-9,E07000154,24,15,1.6
2018-9,E07000155,8,5,1.6
2018-9,E07000156,6,6,1.0
2018-9,E07000163,2,2,1.0
2018-9,E07000164,8,3,2.6666666666666665
2018-9,E07000165,23,12,1.9166666666666667
2018-9,E07000166,2,2,1.0
2018-9,E07000167,5,4,1.25
2018-9,E07000168,2,2,1.0
2018-9,E07000169,8,3,2.6666666666666665
2018-9,E07000170,8,6,1.3333333333333333
2018-9,E07000171,12,11,1.0909090909090908
2018-9,E07000172,12,7,1.7142857142857142
2018-9,E07000173,10,10,1.0
2018-9,E07000174,8,6,1.3333333333333333
2018-9,E07000175,15,6,2.5
2018-9,E07000176,14,11,1.2727272727272727
2018-9,E07000177,193,108,1.787037037037037
2018-9,E07000178,123,75,1.64
2018-9,E07000179,246,165,1.490909090909091
2018-9,E07000180,230,145,1.5862068965517242
2018-9,E07000181,174,99,1.7575757575757576
2018-9,E07000187,39,29,1.3448275862068966
2018-9,E07000188,13,8,1.625
2018-9,E07000189,24,18,1.3333333333333333
2018-9,E07000192,2,2,1.0
2018-9,E07000193,7,3,2.3333333333333335
2018-9,E07000194,5,5,1.0
2018-9,E07000195,5,2,2.5
2018-9,E07000196,7,5,1.4
2018-9,E07000197,6,4,1.5
2018-9,E07000199,2,2,1.0
2018-9,E07000200,5,5,1.0
2018-9,E07000202,20,15,1.3333333333333333
2018-9,E07000203,8,7,1.1428571428571428
2018-9,E07000207,28,23,1.2173913043478262
2018-9,E07000208,10,8,1.25
2018-9,E07000209,19,12,1.5833333333333333
2018-9,E07000210,17,14,1.2142857142857142
