lad,reports,unique_users,average_per_user
E06000001,234,92,2.5434782608695654
E06000002,199,67,2.970149253731343
E06000003,112,64,1.75
E06000004,493,238,2.0714285714285716
E06000005,143,49,2.9183673469387754
E06000006,178,109,1.6330275229357798
E06000007,204,118,1.728813559322034
E06000008,323,174,1.8563218390804597
E06000009,169,112,1.5089285714285714
E06000010,408,199,2.050251256281407
E06000011,306,144,2.125
E06000012,108,49,2.204081632653061
E06000013,204,82,2.4878048780487805
E06000014,221,97,2.2783505154639174
E06000015,567,150,3.78
E06000016,315,173,1.8208092485549132
E06000017,64,46,1.391304347826087
E06000018,393,165,2.381818181818182
E06000019,539,191,2.8219895287958114
E06000020,114,69,1.6521739130434783
E06000021,393,191,2.0575916230366493
E06000022,483,167,2.8922155688622753
E06000023,2426,904,2.683628318584071
E06000024,451,213,2.1173708920187795
E06000025,675,309,2.1844660194174756
E06000026,282,188,1.5
E06000027,163,96,1.6979166666666667
E06000030,348,202,1.7227722772277227
E06000031,1000,233,4.291845493562231
E06000032,1191,299,3.983277591973244
E06000033,250,104,2.4038461538461537
E06000034,209,106,1.971698113207547
E06000035,363,167,2.1736526946107784
E06000036,321,152,2.111842105263158
E06000037,388,138,2.8115942028985508
E06000038,878,344,2.552325581395349
E06000039,293,124,2.3629032258064515
E06000040,691,418,1.6531100478468899
E06000041,801,301,2.661129568106312
E06000042,137,96,1.4270833333333333
E06000043,559,231,2.41991341991342
E06000044,171,138,1.2391304347826086
E06000045,1311,401,3.2693266832917707
E06000046,149,59,2.5254237288135593
E06000047,762,281,2.711743772241993
E06000049,1466,443,3.309255079006772
E06000050,636,240,2.65
E06000051,395,148,2.668918918918919
E06000052,1008,434,2.3225806451612905
E06000054,122,103,1.1844660194174756
E06000055,305,144,2.1180555555555554
E06000056,594,380,1.563157894736842
E06000057,450,228,1.9736842105263157
E06000058,544,307,1.771986970684039
E06000059,378,228,1.6578947368421053
E06000060,2504,1071,2.3380018674136323
E07000008,143,79,1.8101265822784811
E07000009,71,46,1.5434782608695652
E07000010,31,25,1.24
E07000011,88,68,1.2941176470588236
E07000012,119,87,1.367816091954023
E07000026,84,55,1.5272727272727273
E07000027,83,37,2.2432432432432434
E07000028,86,44,1.9545454545454546
E07000029,237,117,2.0256410256410255
E07000030,39,19,2.0526315789473686
E07000031,138,90,1.5333333333333334
E07000032,200,107,1.8691588785046729
E07000033,136,79,1.7215189873417722
E07000034,424,87,4.873563218390805
E07000035,141,75,1.88
E07000036,220,114,1.9298245614035088
E07000037,153,80,1.9125
E07000038,329,95,3.463157894736842
E07000039,204,107,1.9065420560747663
E07000040,439,167,2.62874251497006
E07000041,251,106,2.3679245283018866
E07000042,149,75,1.9866666666666666
E07000043,306,169,1.8106508875739644
E07000044,219,106,2.0660377358490565
E07000045,233,133,1.7518796992481203
E07000046,280,121,2.3140495867768593
E07000047,64,38,1.6842105263157894
E07000061,167,80,2.0875
E07000062,414,191,2.167539267015707
E07000063,907,461,1.967462039045553
E07000064,1275,798,1.5977443609022557
E07000065,883,380,2.3236842105263156
E07000066,212,133,1.593984962406015
E07000067,179,125,1.432
E07000068,142,66,2.1515151515151514
E07000069,195,76,2.5657894736842106
E07000070,249,113,2.2035398230088497
E07000071,440,189,2.328042328042328
E07000072,228,136,1.6764705882352942
E07000073,164,70,2.342857142857143
E07000074,51,32,1.59375
E07000075,140,91,1.5384615384615385
E07000076,113,70,1.6142857142857143
E07000077,87,60,1.45
E07000078,562,153,3.673202614379085
E07000079,230,140,1.6428571428571428
E07000080,150,71,2.112676056338028
E07000081,225,111,2.027027027027027
E07000082,235,104,2.2596153846153846
E07000083,359,134,2.6791044776119404
E07000084,638,228,2.7982456140350878
E07000085,284,157,1.8089171974522293
E07000086,254,124,2.0483870967741935
E07000087,115,75,1.5333333333333334
E07000088,126,50,2.52
E07000089,967,463,2.088552915766739
E07000090,156,82,1.9024390243902438
E07000091,275,155,1.7741935483870968
E07000092,252,103,2.4466019417475726
E07000093,251,112,2.2410714285714284
E07000094,316,192,1.6458333333333333
E07000095,196,102,1.9215686274509804
E07000096,699,312,2.2403846153846154
E07000098,593,256,2.31640625
E07000099,571,244,2.3401639344262297
E07000102,468,227,2.0616740088105727
E07000103,387,140,2.7642857142857142
E07000105,325,126,2.5793650793650795
E07000106,232,135,1.7185185185185186
E07000107,190,65,2.923076923076923
E07000108,132,84,1.5714285714285714
E07000109,178,78,2.282051282051282
E07000110,135,88,1.5340909090909092
E07000111,576,176,3.272727272727273
E07000112,195,97,2.0103092783505154
E07000113,342,138,2.4782608695652173
E07000114,806,237,3.4008438818565403
E07000115,181,107,1.691588785046729
E07000116,356,118,3.016949152542373
E07000117,85,45,1.8888888888888888
E07000118,301,111,2.7117117117117115
E07000119,269,98,2.7448979591836733
E07000120,101,64,1.578125
E07000121,846,325,2.603076923076923
E07000122,92,54,1.7037037037037037
E07000123,350,160,2.1875
E07000124,206,95,2.168421052631579
E07000125,348,122,2.8524590163934427
E07000126,260,142,1.8309859154929577
E07000127,275,112,2.455357142857143
E07000128,253,125,2.024
E07000129,101,57,1.7719298245614035
E07000130,176,105,1.6761904761904762
E07000131,359,110,3.2636363636363637
E07000132,130,54,2.4074074074074074
E07000133,110,37,2.972972972972973
