period,LSOA,SHEF_B_CODE,report_count,user_count,average
2018,E01000645,B1,7,7,1.0
2018,E01000645,B14,1,1,1.0
2018,E01000645,B17,11,11,1.0
2018,E01000645,B18,1,1,1.0
2018,E01000645,B19,2,2,1.0
2018,E01000645,B23,6,5,1.2
2018,E01000645,B24,3,3,1.0
2018,E01000645,B25,23,17,1.3529411764705883
2018,E01000645,B26,22,17,1.2941176470588236
2018,E01000645,B28,8,8,1.0
2018,E01000645,B7,2,2,1.0
2018,E01000645,B8,4,4,1.0
2018,E01000646,B1,7,6,1.1666666666666667
2018,E01000646,B17,10,10,1.0
2018,E01000646,B18,1,1,1.0
2018,E01000646,B19,4,4,1.0
2018,E01000646,B23,1,1,1.0
2018,E01000646,B24,2,2,1.0
2018,E01000646,B25,13,12,1.0833333333333333
2018,E01000646,B26,11,10,1.1
2018,E01000646,B28,3,3,1.0
2018,E01000646,B7,2,2,1.0
2018,E01000647,B1,11,9,1.2222222222222223
2018,E01000647,B14,3,3,1.0
2018,E01000647,B15,3,3,1.0
2018,E01000647,B17,4,3,1.3333333333333333
2018,E01000647,B18,1,1,1.0
2018,E01000647,B19,3,3,1.0
2018,E01000647,B23,2,2,1.0
2018,E01000647,B25,4,4,1.0
2018,E01000647,B26,14,12,1.1666666666666667
2018,E01000647,B28,2,1,2.0
2018,E01000648,B1,5,4,1.25
2018,E01000648,B14,2,2,1.0
2018,E01000648,B17,5,5,1.0
2018,E01000648,B19,3,2,1.5
2018,E01000648,B24,1,1,1.0
2018,E01000648,B25,12,12,1.0
2018,E01000648,B26,15,10,1.5
2018,E01000648,B28,6,6,1.0
2018,E01000648,B7,2,2,1.0
2018,E01000648,B8,3,3,1.0
2018,E01000649,B1,8,7,1.1428571428571428
2018,E01000649,B14,2,2,1.0
2018,E01000649,B17,6,4,1.5
2018,E01000649,B19,1,1,1.0
2018,E01000649,B23,2,2,1.0
2018,E01000649,B25,9,8,1.125
2018,E01000649,B26,15,10,1.5
2018,E01000649,B28,7,5,1.4
2018,E01000649,B7,2,2,1.0
