period,LSOA,SHEF_B_CODE,report_count,user_count,average
2013-9,E01000115,B19,1,1,1.0
2013-9,E01000115,B25,1,1,1.0
2013-9,E01000116,B19,1,1,1.0
2013-9,E01000117,B13,1,1,1.0
2013-9,E01000118,B19,5,5,1.0
2013-9,E01000118,B28,1,1,1.0
2013-9,E01000120,B17,1,1,1.0
2013-9,E01000120,B19,1,1,1.0
2013-9,E01000120,B28,1,1,1.0
2013-9,E01000121,B19,2,2,1.0
2013-9,E01000121,B26,1,1,1.0
2013-9,E01000121,B28,1,1,1.0
2013-9,E01000122,B28,2,2,1.0
2013-9,E01000123,B12,1,1,1.0
2013-9,E01000123,B26,1,1,1.0
2013-9,E01000124,B13,2,2,1.0
2013-9,E01000124,B19,1,1,1.0
2013-9,E01000124,B6,1,1,1.0
2013-9,E01000125,B17,1,1,1.0
2013-9,E01000125,B25,2,2,1.0
2013-9,E01000125,B26,1,1,1.0
2013-9,E01000126,B13,1,1,1.0
2013-9,E01000126,B17,1,1,1.0
2013-9,E01000126,B19,1,1,1.0
2013-9,E01000126,B26,3,1,3.0
2013-9,E01000127,B17,1,1,1.0
2013-9,E01000129,B13,2,2,1.0
2013-9,E01000129,B26,6,4,1.5
2013-9,E01000130,B28,1,1,1.0
2013-9,E01000131,B13,1,1,1.0
2013-9,E01000132,B19,1,1,1.0
2013-9,E01000132,B26,2,2,1.0
2013-9,E01000134,B26,1,1,1.0
2013-9,E01000137,B13,1,1,1.0
2013-9,E01000137,B19,1,1,1.0
2013-9,E01000138,B17,1,1,1.0
2013-9,E01000140,B13,1,1,1.0
2013-9,E01000140,B25,1,1,1.0
2013-9,E01000140,B26,2,2,1.0
2013-9,E01000140,B28,1,1,1.0
2013-9,E01000141,B13,1,1,1.0
2013-9,E01000141,B25,2,1,2.0
2013-9,E01000141,B26,2,2,1.0
2013-9,E01000141,B7,1,1,1.0
2013-9,E01000142,B26,2,2,1.0
2013-9,E01000144,B24,1,1,1.0
2013-9,E01000144,B26,1,1,1.0
2013-9,E01000145,B26,1,1,1.0
2013-9,E01000146,B13,1,1,1.0
2013-9,E01000146,B19,2,2,1.0
2013-9,E01000146,B26,3,3,1.0
2013-9,E01000147,B13,2,2,1.0
2013-9,E01000147,B17,1,1,1.0
2013-9,E01000147,B19,2,2,1.0
2013-9,E01000147,B26,2,2,1.0
2013-9,E01000147,B28,1,1,1.0
2013-9,E01000150,B13,2,1,2.0
2013-9,E01000150,B19,1,1,1.0
2013-9,E01000150,B25,1,1,1.0
2013-9,E01000153,B13,1,1,1.0
2013-9,E01000155,B17,2,2,1.0
2013-9,E01000156,B26,1,1,1.0
2013-9,E01000157,B26,1,1,1.0
2013-9,E01000158,B17,1,1,1.0
2013-9,E01000159,B19,1,1,1.0
2013-9,E01000160,B24,1,1,1.0
2013-9,E01000160,B28,1,1,1.0
2013-9,E01000162,B13,1,1,1.0
2013-9,E01000164,B13,1,1,1.0
2013-9,E01000164,B26,1,1,1.0
2013-9,E01000164,B28,1,1,1.0
2013-9,E01000165,B13,1,1,1.0
2013-9,E01000167,B25,14,1,14.0
2013-9,E01000168,B7,1,1,1.0
2013-9,E01000169,B26,2,1,2.0
2013-9,E01000171,B17,1,1,1.0
2013-9,E01000171,B26,1,1,1.0
2013-9,E01000172,B25,1,1,1.0
2013-9,E01000173,B17,1,1,1.0
2013-9,E01000173,B6,1,1,1.0
