lsoa,SHEF_B_CODE,reports,unique_users,average_per_user
E01000119,B13,1,1,1.0
E01000124,B13,1,1,1.0
E01000228,B13,1,1,1.0
E01000256,B13,1,1,1.0
E01000264,B13,1,1,1.0
E01000271,B13,1,1,1.0
E01000172,B14,1,1,1.0
E01000234,B15,1,1,1.0
E01000141,B16,1,1,1.0
E01000197,B16,1,1,1.0
E01000216,B16,1,1,1.0
E01000274,B16,1,1,1.0
E01000301,B16,1,1,1.0
E01000310,B16,1,1,1.0
E01000138,B17,1,1,1.0
E01000192,B17,1,1,1.0
E01000229,B17,1,1,1.0
E01000246,B17,1,1,1.0
E01000250,B17,1,1,1.0
E01000312,B17,1,1,1.0
E01000319,B17,1,1,1.0
E01000320,B17,2,2,1.0
E01000288,B18,1,1,1.0
E01000308,B18,1,1,1.0
E01000115,B19,1,1,1.0
E01000116,B19,1,1,1.0
E01000118,B19,1,1,1.0
E01000124,B19,1,1,1.0
E01000139,B19,1,1,1.0
E01000159,B19,2,1,2.0
E01000174,B19,1,1,1.0
E01000180,B19,1,1,1.0
E01000192,B19,1,1,1.0
E01000211,B19,1,1,1.0
E01000217,B19,1,1,1.0
E01000219,B19,1,1,1.0
E01000229,B19,1,1,1.0
E01000230,B19,1,1,1.0
E01000251,B19,1,1,1.0
E01000253,B19,1,1,1.0
E01000256,B19,2,2,1.0
E01000276,B19,1,1,1.0
E01000282,B19,2,2,1.0
E01000303,B19,1,1,1.0
E01000320,B19,1,1,1.0
E01000189,B24,1,1,1.0
E01000246,B24,1,1,1.0
E01000300,B24,1,1,1.0
E01000123,B25,1,1,1.0
E01000129,B25,1,1,1.0
E01000140,B25,1,1,1.0
E01000146,B25,1,1,1.0
E01000197,B25,1,1,1.0
E01000198,B25,1,1,1.0
E01000204,B25,1,1,1.0
E01000214,B25,2,2,1.0
E01000221,B25,1,1,1.0
E01000229,B25,1,1,1.0
E01000235,B25,1,1,1.0
E01000248,B25,1,1,1.0
E01000253,B25,1,1,1.0
E01000261,B25,1,1,1.0
E01000271,B25,1,1,1.0
E01000279,B25,1,1,1.0
E01000288,B25,1,1,1.0
E01000292,B25,1,1,1.0
E01000293,B25,1,1,1.0
E01000303,B25,1,1,1.0
E01011353,B25,1,1,1.0
E01000200,B26,1,1,1.0
E01032496,B26,1,1,1.0
S01008450,B26,1,1,1.0
W01001947,B26,1,1,1.0
E01000256,B27,1,1,1.0
E01000246,B28,1,1,1.0
E01000293,B28,1,1,1.0
W01001732,B28,1,1,1.0
W01001947,B28,1,1,1.0
