period,LSOA,SHEF_B_CODE,report_count,user_count,average
2017,,B28,2,2,1.0
2017,E01000645,B1,7,6,1.1666666666666667
2017,E01000645,B14,1,1,1.0
2017,E01000645,B17,13,12,1.0833333333333333
2017,E01000645,B19,3,3,1.0
2017,E01000645,B23,3,3,1.0
2017,E01000645,B24,2,2,1.0
2017,E01000645,B25,7,7,1.0
2017,E01000645,B26,23,16,1.4375
2017,E01000645,B28,12,11,1.0909090909090908
2017,E01000645,B7,1,1,1.0
2017,E01000645,B8,1,1,1.0
2017,E01000646,B1,8,8,1.0
2017,E01000646,B17,14,12,1.1666666666666667
2017,E01000646,B19,3,3,1.0
2017,E01000646,B23,3,3,1.0
2017,E01000646,B24,1,1,1.0
2017,E01000646,B25,10,7,1.4285714285714286
2017,E01000646,B26,13,12,1.0833333333333333
2017,E01000646,B28,7,7,1.0
2017,E01000646,B8,5,5,1.0
2017,E01000647,B1,6,6,1.0
2017,E01000647,B14,7,5,1.4
2017,E01000647,B15,3,3,1.0
2017,E01000647,B17,4,4,1.0
2017,E01000647,B19,4,4,1.0
2017,E01000647,B23,1,1,1.0
2017,E01000647,B25,4,4,1.0
2017,E01000647,B26,14,11,1.2727272727272727
2017,E01000647,B28,3,3,1.0
2017,E01000647,B8,2,2,1.0
2017,E01000648,B1,13,12,1.0833333333333333
2017,E01000648,B14,1,1,1.0
2017,E01000648,B17,10,10,1.0
2017,E01000648,B19,4,4,1.0
2017,E01000648,B23,1,1,1.0
2017,E01000648,B25,15,14,1.0714285714285714
2017,E01000648,B26,20,17,1.1764705882352942
2017,E01000648,B28,3,2,1.5
2017,E01000648,B8,1,1,1.0
2017,E01000649,B1,10,10,1.0
2017,E01000649,B14,4,2,2.0
2017,E01000649,B17,1,1,1.0
2017,E01000649,B19,6,6,1.0
2017,E01000649,B23,4,4,1.0
2017,E01000649,B24,1,1,1.0
2017,E01000649,B25,5,3,1.6666666666666667
2017,E01000649,B26,20,11,1.8181818181818181
2017,E01000649,B28,12,12,1.0
2017,E01000649,B7,1,1,1.0
2017,E01000649,B8,3,3,1.0
2017,E01000650,B1,7,7,1.0
2017,E01000650,B14,1,1,1.0
2017,E01000650,B15,4,3,1.3333333333333333
2017,E01000650,B17,10,8,1.25
2017,E01000650,B19,6,5,1.2
2017,E01000650,B23,1,1,1.0
2017,E01000650,B24,1,1,1.0
2017,E01000650,B25,4,3,1.3333333333333333
2017,E01000650,B26,21,21,1.0
2017,E01000650,B28,5,5,1.0
2017,E01000650,B7,1,1,1.0
2017,E01000650,B8,4,4,1.0
2017,E01000651,B1,4,4,1.0
