lsoa,SHEF_B_CODE,reports,unique_users,average_per_user
E01000325,B1,1,1,1.0
E01000326,B1,8,7,1.1428571428571428
E01000327,B1,5,4,1.25
E01000328,B1,4,4,1.0
E01000329,B1,1,1,1.0
E01000330,B1,2,2,1.0
E01000331,B1,6,6,1.0
E01000332,B1,1,1,1.0
E01000333,B1,2,2,1.0
E01000334,B1,14,11,1.2727272727272727
E01000335,B1,6,5,1.2
E01000336,B1,5,5,1.0
E01000337,B1,6,6,1.0
E01000338,B1,7,6,1.1666666666666667
E01000339,B1,4,4,1.0
E01000340,B1,3,3,1.0
E01000341,B1,3,3,1.0
E01000342,B1,1,1,1.0
E01000343,B1,3,3,1.0
E01000344,B1,1,1,1.0
E01000345,B1,3,3,1.0
E01000346,B1,2,2,1.0
E01000348,B1,5,4,1.25
E01000349,B1,4,4,1.0
E01000350,B1,5,5,1.0
E01000351,B1,4,4,1.0
E01000352,B1,2,2,1.0
E01000353,B1,4,4,1.0
E01000354,B1,2,2,1.0
E01000355,B1,5,5,1.0
E01000356,B1,2,2,1.0
E01000357,B1,6,5,1.2
E01000358,B1,5,4,1.25
E01000360,B1,4,4,1.0
E01000361,B1,2,2,1.0
E01000362,B1,2,2,1.0
E01000363,B1,4,3,1.3333333333333333
E01000364,B1,9,8,1.125
E01000365,B1,2,2,1.0
E01000366,B1,2,2,1.0
E01000367,B1,7,7,1.0
E01000368,B1,6,6,1.0
E01000369,B1,8,7,1.1428571428571428
E01000370,B1,3,3,1.0
E01000371,B1,5,4,1.25
E01000372,B1,2,2,1.0
E01000373,B1,1,1,1.0
E01000374,B1,12,8,1.5
E01000375,B1,9,8,1.125
E01000376,B1,10,9,1.1111111111111112
E01000377,B1,4,4,1.0
E01000378,B1,14,12,1.1666666666666667
E01000379,B1,2,2,1.0
E01000380,B1,2,2,1.0
E01000381,B1,5,5,1.0
E01000382,B1,2,2,1.0
E01000383,B1,11,8,1.375
E01000384,B1,5,5,1.0
E01000385,B1,10,8,1.25
E01000386,B1,5,4,1.25
E01000388,B1,3,3,1.0
E01000389,B1,3,3,1.0
E01000390,B1,4,4,1.0
E01000391,B1,2,2,1.0
E01000392,B1,1,1,1.0
E01000393,B1,6,5,1.2
E01000394,B1,3,3,1.0
E01000395,B1,5,4,1.25
E01000396,B1,10,9,1.1111111111111112
E01000398,B1,6,6,1.0
E01000399,B1,2,2,1.0
E01000400,B1,5,5,1.0
E01000401,B1,12,9,1.3333333333333333
E01000402,B1,3,3,1.0
E01000403,B1,9,9,1.0
E01000404,B1,4,4,1.0
E01000405,B1,11,10,1.1
E01000406,B1,7,5,1.4
E01000407,B1,4,3,1.3333333333333333
E01000408,B1,10,10,1.0
E01000409,B1,1,1,1.0
E01000410,B1,9,9,1.0
E01000411,B1,8,8,1.0
E01000412,B1,6,5,1.2
E01000413,B1,8,4,2.0
E01000414,B1,5,4,1.25
E01000415,B1,8,7,1.1428571428571428
E01000416,B1,2,2,1.0
E01000417,B1,2,2,1.0
E01000418,B1,5,4,1.25
E01000419,B1,1,1,1.0
E01000420,B1,4,4,1.0
E01000421,B1,4,4,1.0
E01000422,B1,1,1,1.0
E01000423,B1,1,1,1.0
E01000424,B1,2,2,1.0
E01000425,B1,6,5,1.2
E01000426,B1,5,5,1.0
E01000427,B1,5,4,1.25
E01000428,B1,3,3,1.0
E01000429,B1,7,7,1.0
E01000430,B1,2,2,1.0
E01000432,B1,12,11,1.0909090909090908
E01000433,B1,3,3,1.0
E01000435,B1,2,2,1.0
E01000436,B1,3,3,1.0
E01000437,B1,4,4,1.0
E01000438,B1,2,2,1.0
E01000439,B1,9,9,1.0
