period,LSOA,SHEF_B_CODE,report_count,user_count,average
2014-1,E01000115,B19,1,1,1.0
2014-1,E01000116,B25,1,1,1.0
2014-1,E01000116,B28,4,4,1.0
2014-1,E01000117,B13,2,2,1.0
2014-1,E01000118,B13,1,1,1.0
2014-1,E01000118,B19,1,1,1.0
2014-1,E01000119,B13,1,1,1.0
2014-1,E01000122,B17,1,1,1.0
2014-1,E01000123,B12,1,1,1.0
2014-1,E01000123,B13,1,1,1.0
2014-1,E01000123,B25,1,1,1.0
2014-1,E01000124,B19,1,1,1.0
2014-1,E01000124,B26,1,1,1.0
2014-1,E01000125,B19,1,1,1.0
2014-1,E01000125,B25,1,1,1.0
2014-1,E01000125,B26,2,2,1.0
2014-1,E01000126,B7,1,1,1.0
2014-1,E01000127,B17,1,1,1.0
2014-1,E01000127,B26,1,1,1.0
2014-1,E01000128,B13,2,2,1.0
2014-1,E01000128,B26,2,2,1.0
2014-1,E01000129,B25,3,2,1.5
2014-1,E01000129,B26,1,1,1.0
2014-1,E01000131,B13,1,1,1.0
2014-1,E01000131,B19,2,2,1.0
2014-1,E01000131,B26,1,1,1.0
2014-1,E01000132,B19,1,1,1.0
2014-1,E01000133,B19,1,1,1.0
2014-1,E01000133,B26,2,2,1.0
2014-1,E01000134,B26,2,2,1.0
2014-1,E01000135,B13,1,1,1.0
2014-1,E01000135,B26,1,1,1.0
2014-1,E01000136,B13,1,1,1.0
2014-1,E01000136,B26,1,1,1.0
2014-1,E01000137,B14,1,1,1.0
2014-1,E01000137,B7,2,2,1.0
2014-1,E01000138,B28,1,1,1.0
2014-1,E01000139,B19,2,2,1.0
2014-1,E01000139,B25,1,1,1.0
2014-1,E01000139,B26,1,1,1.0
2014-1,E01000140,B19,1,1,1.0
2014-1,E01000140,B26,1,1,1.0
2014-1,E01000140,B28,1,1,1.0
2014-1,E01000140,B6,1,1,1.0
2014-1,E01000141,B7,1,1,1.0
2014-1,E01000142,B26,5,4,1.25
2014-1,E01000142,B6,1,1,1.0
2014-1,E01000143,B13,1,1,1.0
2014-1,E01000143,B26,1,1,1.0
2014-1,E01000144,B19,1,1,1.0
2014-1,E01000144,B24,1,1,1.0
2014-1,E01000144,B26,1,1,1.0
2014-1,E01000144,B7,2,2,1.0
2014-1,E01000146,B19,2,2,1.0
2014-1,E01000146,B24,1,1,1.0
2014-1,E01000146,B26,4,4,1.0
2014-1,E01000147,B13,1,1,1.0
2014-1,E01000147,B25,1,1,1.0
2014-1,E01000147,B26,1,1,1.0
2014-1,E01000148,B13,2,1,2.0
2014-1,E01000148,B25,1,1,1.0
2014-1,E01000150,B13,2,2,1.0
2014-1,E01000150,B14,1,1,1.0
2014-1,E01000152,B13,1,1,1.0
2014-1,E01000152,B25,1,1,1.0
2014-1,E01000152,B26,1,1,1.0
2014-1,E01000154,B28,1,1,1.0
2014-1,E01000155,B13,1,1,1.0
2014-1,E01000155,B25,2,2,1.0
2014-1,E01000156,B19,3,3,1.0
2014-1,E01000156,B25,1,1,1.0
2014-1,E01000156,B26,3,3,1.0
2014-1,E01000156,B7,1,1,1.0
2014-1,E01000157,B26,2,2,1.0
2014-1,E01000158,B17,1,1,1.0
2014-1,E01000158,B2,1,1,1.0
2014-1,E01000158,B25,1,1,1.0
2014-1,E01000158,B26,6,2,3.0
2014-1,E01000158,B28,2,2,1.0
2014-1,E01000158,B7,1,1,1.0
2014-1,E01000159,B17,1,1,1.0
2014-1,E01000159,B19,1,1,1.0
2014-1,E01000159,B28,1,1,1.0
2014-1,E01000160,B13,1,1,1.0
2014-1,E01000160,B17,1,1,1.0
2014-1,E01000160,B24,1,1,1.0
2014-1,E01000160,B28,1,1,1.0
2014-1,E01000160,B6,1,1,1.0
2014-1,E01000160,B7,1,1,1.0
2014-1,E01000161,B13,1,1,1.0
2014-1,E01000161,B28,2,2,1.0
2014-1,E01000161,B7,1,1,1.0
2014-1,E01000162,B13,3,3,1.0
2014-1,E01000162,B28,3,3,1.0
2014-1,E01000162,B7,1,1,1.0
2014-1,E01000163,B14,1,1,1.0
2014-1,E01000163,B19,1,1,1.0
2014-1,E01000163,B28,1,1,1.0
2014-1,E01000164,B25,1,1,1.0
2014-1,E01000164,B26,1,1,1.0
2014-1,E01000165,B13,2,2,1.0
2014-1,E01000165,B14,1,1,1.0
2014-1,E01000165,B7,1,1,1.0
2014-1,E01000167,B12,1,1,1.0
2014-1,E01000167,B25,5,2,2.5
2014-1,E01000167,B26,1,1,1.0
2014-1,E01000168,B13,1,1,1.0
2014-1,E01000168,B19,1,1,1.0
2014-1,E01000169,B19,2,2,1.0
2014-1,E01000169,B26,1,1,1.0
2014-1,E01000170,B12,1,1,1.0
2014-1,E01000170,B19,1,1,1.0
2014-1,E01000170,B25,1,1,1.0
2014-1,E01000170,B7,1,1,1.0
2014-1,E01000171,B19,1,1,1.0
2014-1,E01000171,B25,1,1,1.0
2014-1,E01000171,B26,2,2,1.0
2014-1,E01000174,B13,1,1,1.0
2014-1,E01000174,B19,1,1,1.0
2014-1,E01000174,B24,1,1,1.0
2014-1,E01000174,B25,2,2,1.0
2014-1,E01000174,B28,1,1,1.0
2014-1,E01000175,B19,2,2,1.0
2014-1,E01000175,B25,1,1,1.0
2014-1,E01000175,B28,1,1,1.0
2014-1,E01000176,B25,1,1,1.0
2014-1,E01000176,B26,1,1,1.0
2014-1,E01000177,B26,1,1,1.0
2014-1,E01000178,B28,1,1,1.0
2014-1,E01000180,B13,1,1,1.0
2014-1,E01000180,B7,1,1,1.0
2014-1,E01000181,B13,2,1,2.0
2014-1,E01000182,B17,1,1,1.0
2014-1,E01000182,B19,1,1,1.0
2014-1,E01000182,B25,2,2,1.0
2014-1,E01000182,B28,2,1,2.0
2014-1,E01000183,B25,1,1,1.0
2014-1,E01000183,B26,1,1,1.0
2014-1,E01000184,B24,1,1,1.0
2014-1,E01000185,B13,1,1,1.0
2014-1,E01000185,B26,1,1,1.0
2014-1,E01000186,B24,1,1,1.0
2014-1,E01000187,B13,3,2,1.5
2014-1,E01000187,B26,1,1,1.0
2014-1,E01000188,B17,1,1,1.0
2014-1,E01000188,B24,2,1,2.0
2014-1,E01000190,B12,1,1,1.0
2014-1,E01000190,B19,1,1,1.0
2014-1,E01000190,B25,1,1,1.0
2014-1,E01000190,B26,1,1,1.0
2014-1,E01000191,B25,2,2,1.0
2014-1,E01000191,B26,1,1,1.0
2014-1,E01000191,B28,3,2,1.5
2014-1,E01000192,B19,1,1,1.0
2014-1,E01000192,B24,1,1,1.0
2014-1,E01000193,B26,2,2,1.0
2014-1,E01000194,B26,2,2,1.0
2014-1,E01000195,B17,1,1,1.0
2014-1,E01000195,B28,1,1,1.0
2014-1,E01000196,B25,1,1,1.0
2014-1,E01000196,B7,2,2,1.0
2014-1,E01000197,B13,1,1,1.0
2014-1,E01000197,B19,1,1,1.0
2014-1,E01000197,B25,2,2,1.0
