period,LSOA,SHEF_B_CODE,report_count,user_count,average
2017-8,E01000645,B1,1,1,1.0
2017-8,E01000645,B17,1,1,1.0
2017-8,E01000645,B25,2,2,1.0
2017-8,E01000645,B28,1,1,1.0
2017-8,E01000646,B25,1,1,1.0
2017-8,E01000646,B26,1,1,1.0
2017-8,E01000646,B8,1,1,1.0
2017-8,E01000647,B1,1,1,1.0
2017-8,E01000648,B1,1,1,1.0
2017-8,E01000648,B25,1,1,1.0
2017-8,E01000648,B26,1,1,1.0
2017-8,E01000649,B1,1,1,1.0
2017-8,E01000649,B26,1,1,1.0
2017-8,E01000649,B28,1,1,1.0
2017-8,E01000650,B14,1,1,1.0
2017-8,E01000650,B15,1,1,1.0
2017-8,E01000650,B17,3,3,1.0
2017-8,E01000651,B17,4,4,1.0
2017-8,E01000651,B19,1,1,1.0
2017-8,E01000651,B8,3,3,1.0
2017-8,E01000652,B1,2,2,1.0
2017-8,E01000652,B17,1,1,1.0
2017-8,E01000652,B19,2,2,1.0
2017-8,E01000652,B26,5,5,1.0
2017-8,E01000653,B17,1,1,1.0
2017-8,E01000653,B25,1,1,1.0
2017-8,E01000653,B26,1,1,1.0
2017-8,E01000653,B28,1,1,1.0
2017-8,E01000654,B1,2,2,1.0
2017-8,E01000654,B17,1,1,1.0
2017-8,E01000654,B25,1,1,1.0
2017-8,E01000654,B26,1,1,1.0
2017-8,E01000655,B17,1,1,1.0
2017-8,E01000655,B23,2,2,1.0
2017-8,E01000655,B26,2,2,1.0
2017-8,E01000655,B28,1,1,1.0
2017-8,E01000656,B15,1,1,1.0
2017-8,E01000656,B17,1,1,1.0
2017-8,E01000656,B24,3,2,1.5
2017-8,E01000656,B25,1,1,1.0
2017-8,E01000656,B26,4,4,1.0
2017-8,E01000656,B28,1,1,1.0
2017-8,E01000657,B15,2,1,2.0
2017-8,E01000657,B17,1,1,1.0
2017-8,E01000657,B25,2,2,1.0
2017-8,E01000657,B26,2,2,1.0
2017-8,E01000657,B28,1,1,1.0
2017-8,E01000658,B17,1,1,1.0
2017-8,E01000658,B25,1,1,1.0
2017-8,E01000659,B17,1,1,1.0
2017-8,E01000659,B23,1,1,1.0
2017-8,E01000659,B26,2,2,1.0
2017-8,E01000661,B17,6,3,2.0
2017-8,E01000661,B26,7,4,1.75
2017-8,E01000662,B17,2,2,1.0
2017-8,E01000662,B19,2,2,1.0
2017-8,E01000662,B26,1,1,1.0
2017-8,E01000663,B1,1,1,1.0
2017-8,E01000663,B17,1,1,1.0
