period,LAD,SHEF_C,report_count,user_count,average
2014-1,E06000001,Environmental Disruptions,1,1,1.0
2014-1,E06000001,Environmental Health,1,1,1.0
2014-1,E06000002,Environmental Health,2,2,1.0
2014-1,E06000002,Road Safety & Defects,3,3,1.0
2014-1,E06000003,Environmental Health,1,1,1.0
2014-1,E06000003,Road Safety & Defects,3,3,1.0
2014-1,E06000004,Other,2,2,1.0
2014-1,E06000004,Public Space,1,1,1.0
2014-1,E06000004,Road Safety & Defects,5,5,1.0
2014-1,E06000006,Abandoned Vehicles & Parking,1,1,1.0
2014-1,E06000006,Environmental Health,2,2,1.0
2014-1,E06000006,Road Safety & Defects,5,4,1.25
2014-1,E06000007,Environmental Disruptions,1,1,1.0
2014-1,E06000007,Environmental Health,4,2,2.0
2014-1,E06000007,Other,2,2,1.0
2014-1,E06000007,Road Safety & Defects,32,27,1.1851851851851851
2014-1,E06000008,Abandoned Vehicles & Parking,2,2,1.0
2014-1,E06000008,Environmental Health,4,4,1.0
2014-1,E06000008,Incivilities,1,1,1.0
2014-1,E06000008,Other,1,1,1.0
2014-1,E06000008,Road Safety & Defects,50,39,1.2820512820512822
2014-1,E06000009,Environmental Health,7,5,1.4
2014-1,E06000009,Other,2,2,1.0
2014-1,E06000009,Road Safety & Defects,8,7,1.1428571428571428
2014-1,E06000010,Abandoned Vehicles & Parking,1,1,1.0
2014-1,E06000010,Environmental Health,4,3,1.3333333333333333
2014-1,E06000010,Incivilities,1,1,1.0
2014-1,E06000010,Road Safety & Defects,10,6,1.6666666666666667
2014-1,E06000011,Environmental Health,3,3,1.0
2014-1,E06000011,Other,1,1,1.0
2014-1,E06000011,Road Safety & Defects,24,15,1.6
2014-1,E06000012,Environmental Health,2,2,1.0
2014-1,E06000012,Road Safety & Defects,6,6,1.0
2014-1,E06000013,Abandoned Vehicles & Parking,1,1,1.0
2014-1,E06000013,Environmental Disruptions,1,1,1.0
2014-1,E06000013,Road Safety & Defects,11,3,3.6666666666666665
2014-1,E06000014,Environmental Health,4,4,1.0
2014-1,E06000014,Road Safety & Defects,9,8,1.125
2014-1,E06000015,Incivilities,1,1,1.0
2014-1,E06000015,Other,2,2,1.0
2014-1,E06000015,Road Safety & Defects,13,8,1.625
2014-1,E06000015,Vehicles,1,1,1.0
2014-1,E06000016,Incivilities,1,1,1.0
2014-1,E06000016,Other,1,1,1.0
2014-1,E06000016,Road Safety & Defects,4,4,1.0
2014-1,E06000017,Other,1,1,1.0
2014-1,E06000017,Road Safety & Defects,3,2,1.5
2014-1,E06000018,Environmental Health,10,6,1.6666666666666667
2014-1,E06000018,Other,1,1,1.0
2014-1,E06000018,Road Safety & Defects,9,8,1.125
2014-1,E06000019,Access,2,1,2.0
2014-1,E06000019,Environmental Health,2,2,1.0
2014-1,E06000019,Incivilities,1,1,1.0
2014-1,E06000019,Other,3,1,3.0
2014-1,E06000019,Road Safety & Defects,66,36,1.8333333333333333
2014-1,E06000020,Environmental Health,1,1,1.0
2014-1,E06000020,Road Safety & Defects,7,5,1.4
2014-1,E06000021,Environmental Health,4,4,1.0
2014-1,E06000021,Incivilities,1,1,1.0
2014-1,E06000021,Other,1,1,1.0
2014-1,E06000021,Road Safety & Defects,28,14,2.0
2014-1,E06000022,Abandoned Vehicles & Parking,1,1,1.0
2014-1,E06000022,Environmental Disruptions,1,1,1.0
2014-1,E06000022,Environmental Health,1,1,1.0
2014-1,E06000022,Other,1,1,1.0
2014-1,E06000022,Road Safety & Defects,28,21,1.3333333333333333
2014-1,E06000023,Environmental Disruptions,1,1,1.0
2014-1,E06000023,Environmental Health,19,15,1.2666666666666666
2014-1,E06000023,Incivilities,2,2,1.0
2014-1,E06000023,Other,5,4,1.25
2014-1,E06000023,Road Safety & Defects,70,38,1.8421052631578947
2014-1,E06000023,Vehicles,2,2,1.0
2014-1,E06000024,Abandoned Vehicles & Parking,1,1,1.0
2014-1,E06000024,Environmental Disruptions,1,1,1.0
2014-1,E06000024,Environmental Health,2,1,2.0
2014-1,E06000024,Other,2,2,1.0
2014-1,E06000024,Road Safety & Defects,35,22,1.5909090909090908
2014-1,E06000025,Environmental Disruptions,2,2,1.0
2014-1,E06000025,Environmental Health,2,2,1.0
2014-1,E06000025,Other,1,1,1.0
2014-1,E06000025,Road Safety & Defects,26,19,1.368421052631579
2014-1,E06000026,Abandoned Vehicles & Parking,2,2,1.0
2014-1,E06000026,Environmental Disruptions,2,2,1.0
2014-1,E06000026,Environmental Health,4,4,1.0
2014-1,E06000026,Other,3,3,1.0
2014-1,E06000026,Road Safety & Defects,70,47,1.4893617021276595
2014-1,E06000027,Environmental Disruptions,1,1,1.0
2014-1,E06000027,Environmental Health,3,3,1.0
2014-1,E06000027,Public Space,1,1,1.0
2014-1,E06000027,Road Safety & Defects,20,13,1.5384615384615385
2014-1,E06000028,Abandoned Vehicles & Parking,3,2,1.5
2014-1,E06000028,Environmental Disruptions,1,1,1.0
2014-1,E06000028,Environmental Health,3,3,1.0
2014-1,E06000028,Incivilities,11,3,3.6666666666666665
2014-1,E06000028,Other,2,2,1.0
2014-1,E06000028,Road Safety & Defects,33,11,3.0
2014-1,E06000029,Incivilities,3,2,1.5
2014-1,E06000029,Other,1,1,1.0
2014-1,E06000029,Road Safety & Defects,9,8,1.125
2014-1,E06000030,Environmental Disruptions,1,1,1.0
2014-1,E06000030,Environmental Health,3,2,1.5
2014-1,E06000030,Incivilities,1,1,1.0
2014-1,E06000030,Other,1,1,1.0
2014-1,E06000030,Public Space,1,1,1.0
2014-1,E06000030,Road Safety & Defects,18,13,1.3846153846153846
2014-1,E06000031,Abandoned Vehicles & Parking,4,3,1.3333333333333333
2014-1,E06000031,Environmental Health,39,20,1.95
2014-1,E06000031,Incivilities,10,6,1.6666666666666667
2014-1,E06000031,Other,3,3,1.0
2014-1,E06000031,Public Space,3,3,1.0
2014-1,E06000031,Road Safety & Defects,18,13,1.3846153846153846
2014-1,E06000031,Vehicles,1,1,1.0
2014-1,E06000032,Abandoned Vehicles & Parking,1,1,1.0
2014-1,E06000032,Environmental Disruptions,1,1,1.0
2014-1,E06000032,Environmental Health,48,7,6.857142857142857
2014-1,E06000032,Other,4,2,2.0
2014-1,E06000032,Road Safety & Defects,21,13,1.6153846153846154
2014-1,E06000033,Other,36,10,3.6
2014-1,E06000033,Public Space,1,1,1.0
2014-1,E06000034,Abandoned Vehicles & Parking,4,3,1.3333333333333333
2014-1,E06000034,Environmental Disruptions,1,1,1.0
2014-1,E06000034,Incivilities,1,1,1.0
