period,LAD,SHEF_C,report_count,user_count,average
2015-12,E06000001,Other,2,2,1.0
2015-12,E06000001,Road Safety & Defects,6,4,1.5
2015-12,E06000002,Abandoned Vehicles & Parking,1,1,1.0
2015-12,E06000002,Environmental Disruptions,1,1,1.0
2015-12,E06000002,Environmental Health,2,1,2.0
2015-12,E06000002,Other,1,1,1.0
2015-12,E06000002,Road Safety & Defects,3,2,1.5
2015-12,E06000003,Environmental Health,3,3,1.0
2015-12,E06000003,Other,1,1,1.0
2015-12,E06000003,Road Safety & Defects,3,2,1.5
2015-12,E06000004,Abandoned Vehicles & Parking,5,3,1.6666666666666667
2015-12,E06000004,Environmental Disruptions,1,1,1.0
2015-12,E06000004,Environmental Health,6,5,1.2
2015-12,E06000004,Other,3,3,1.0
2015-12,E06000004,Road Safety & Defects,19,16,1.1875
2015-12,E06000004,Vehicles,2,2,1.0
2015-12,E06000005,Environmental Health,4,4,1.0
2015-12,E06000005,Incivilities,1,1,1.0
2015-12,E06000005,Road Safety & Defects,4,4,1.0
2015-12,E06000006,Other,1,1,1.0
2015-12,E06000006,Public Space,3,2,1.5
2015-12,E06000006,Road Safety & Defects,5,5,1.0
2015-12,E06000007,Environmental Health,1,1,1.0
2015-12,E06000007,Other,1,1,1.0
2015-12,E06000007,Public Space,1,1,1.0
2015-12,E06000007,Road Safety & Defects,15,8,1.875
2015-12,E06000008,Abandoned Vehicles & Parking,1,1,1.0
2015-12,E06000008,Environmental Health,7,6,1.1666666666666667
2015-12,E06000008,Other,2,2,1.0
2015-12,E06000008,Road Safety & Defects,12,11,1.0909090909090908
2015-12,E06000009,Abandoned Vehicles & Parking,1,1,1.0
2015-12,E06000009,Environmental Health,5,4,1.25
2015-12,E06000009,Other,6,4,1.5
2015-12,E06000009,Road Safety & Defects,4,4,1.0
2015-12,E06000009,Vehicles,1,1,1.0
2015-12,E06000010,Abandoned Vehicles & Parking,2,2,1.0
2015-12,E06000010,Environmental Disruptions,1,1,1.0
2015-12,E06000010,Environmental Health,11,5,2.2
2015-12,E06000010,Incivilities,8,1,8.0
2015-12,E06000010,Other,1,1,1.0
2015-12,E06000010,Road Safety & Defects,47,10,4.7
2015-12,E06000010,Vehicles,1,1,1.0
2015-12,E06000011,,1,1,1.0
2015-12,E06000011,Access,1,1,1.0
2015-12,E06000011,Environmental Disruptions,2,1,2.0
2015-12,E06000011,Environmental Health,20,5,4.0
2015-12,E06000011,Incivilities,1,1,1.0
2015-12,E06000011,Other,3,3,1.0
2015-12,E06000011,Road Safety & Defects,72,13,5.538461538461538
2015-12,E06000012,Abandoned Vehicles & Parking,1,1,1.0
2015-12,E06000012,Environmental Health,2,2,1.0
2015-12,E06000012,Incivilities,1,1,1.0
