period,LAD,SHEF_C,report_count,user_count,average
2011-6,E06000001,Road Safety & Defects,1,1,1.0
2011-6,E06000002,Environmental Disruptions,2,2,1.0
2011-6,E06000002,Incivilities,1,1,1.0
2011-6,E06000002,Other,1,1,1.0
2011-6,E06000002,Road Safety & Defects,2,2,1.0
2011-6,E06000003,Environmental Health,1,1,1.0
2011-6,E06000003,Other,1,1,1.0
2011-6,E06000003,Road Safety & Defects,2,2,1.0
2011-6,E06000004,Environmental Health,1,1,1.0
2011-6,E06000004,Road Safety & Defects,2,2,1.0
2011-6,E06000005,Abandoned Vehicles & Parking,1,1,1.0
2011-6,E06000005,Environmental Disruptions,2,2,1.0
2011-6,E06000005,Other,1,1,1.0
2011-6,E06000005,Road Safety & Defects,2,1,2.0
2011-6,E06000006,Road Safety & Defects,1,1,1.0
2011-6,E06000006,Vehicles,1,1,1.0
2011-6,E06000007,Environmental Disruptions,1,1,1.0
2011-6,E06000007,Other,2,2,1.0
2011-6,E06000007,Public Space,1,1,1.0
2011-6,E06000007,Road Safety & Defects,3,3,1.0
2011-6,E06000007,Vehicles,4,4,1.0
2011-6,E06000008,Abandoned Vehicles & Parking,2,2,1.0
2011-6,E06000008,Environmental Health,12,10,1.2
2011-6,E06000008,Other,3,2,1.5
2011-6,E06000008,Road Safety & Defects,6,6,1.0
2011-6,E06000008,Vehicles,1,1,1.0
2011-6,E06000009,Environmental Health,5,5,1.0
2011-6,E06000009,Incivilities,2,1,2.0
2011-6,E06000009,Other,1,1,1.0
2011-6,E06000009,Road Safety & Defects,4,3,1.3333333333333333
2011-6,E06000009,Vehicles,1,1,1.0
2011-6,E06000010,Environmental Health,3,3,1.0
2011-6,E06000010,Road Safety & Defects,2,2,1.0
2011-6,E06000010,Vehicles,2,1,2.0
2011-6,E06000011,Environmental Disruptions,2,2,1.0
2011-6,E06000011,Environmental Health,2,2,1.0
2011-6,E06000011,Other,4,4,1.0
2011-6,E06000011,Road Safety & Defects,10,9,1.1111111111111112
2011-6,E06000013,Road Safety & Defects,1,1,1.0
2011-6,E06000014,Abandoned Vehicles & Parking,1,1,1.0
2011-6,E06000015,Road Safety & Defects,2,2,1.0
2011-6,E06000015,Vehicles,1,1,1.0
2011-6,E06000016,Environmental Health,8,2,4.0
2011-6,E06000016,Incivilities,2,2,1.0
2011-6,E06000016,Other,6,4,1.5
2011-6,E06000016,Road Safety & Defects,11,10,1.1
2011-6,E06000017,Road Safety & Defects,2,2,1.0
2011-6,E06000018,Environmental Disruptions,2,1,2.0
2011-6,E06000018,Environmental Health,1,1,1.0
2011-6,E06000018,Incivilities,2,1,2.0
2011-6,E06000018,Other,3,3,1.0
2011-6,E06000018,Road Safety & Defects,6,6,1.0
2011-6,E06000019,Other,1,1,1.0
2011-6,E06000019,Road Safety & Defects,7,4,1.75
2011-6,E06000020,Abandoned Vehicles & Parking,1,1,1.0
2011-6,E06000020,Environmental Disruptions,5,2,2.5
2011-6,E06000020,Environmental Health,4,4,1.0
2011-6,E06000020,Incivilities,1,1,1.0
2011-6,E06000020,Other,1,1,1.0
2011-6,E06000020,Public Space,1,1,1.0
