period,LAD,SHEF_C,report_count,user_count,average
2007-5,E06000002,Environmental Disruptions,1,1,1.0
2007-5,E06000002,Other,1,1,1.0
2007-5,E06000002,Road Safety & Defects,2,2,1.0
2007-5,E06000003,Other,2,2,1.0
2007-5,E06000004,Abandoned Vehicles & Parking,1,1,1.0
2007-5,E06000004,Environmental Health,3,3,1.0
2007-5,E06000004,Other,1,1,1.0
2007-5,E06000004,Road Safety & Defects,1,1,1.0
2007-5,E06000006,Road Safety & Defects,1,1,1.0
2007-5,E06000009,Other,2,2,1.0
2007-5,E06000009,Road Safety & Defects,1,1,1.0
2007-5,E06000011,Other,1,1,1.0
2007-5,E06000013,Environmental Health,1,1,1.0
2007-5,E06000013,Road Safety & Defects,6,1,6.0
2007-5,E06000014,Road Safety & Defects,1,1,1.0
2007-5,E06000015,Environmental Health,2,2,1.0
2007-5,E06000016,Incivilities,2,2,1.0
2007-5,E06000018,Environmental Health,4,4,1.0
2007-5,E06000018,Other,1,1,1.0
2007-5,E06000018,Vehicles,1,1,1.0
2007-5,E06000019,Road Safety & Defects,1,1,1.0
2007-5,E06000020,Other,2,2,1.0
2007-5,E06000021,Environmental Health,1,1,1.0
2007-5,E06000021,Other,1,1,1.0
2007-5,E06000021,Road Safety & Defects,1,1,1.0
2007-5,E06000022,Environmental Health,1,1,1.0
2007-5,E06000023,Access,1,1,1.0
2007-5,E06000023,Environmental Health,4,4,1.0
2007-5,E06000023,Public Space,1,1,1.0
2007-5,E06000023,Road Safety & Defects,4,4,1.0
2007-5,E06000024,Environmental Health,2,2,1.0
2007-5,E06000024,Incivilities,1,1,1.0
2007-5,E06000024,Other,1,1,1.0
2007-5,E06000025,Vehicles,2,2,1.0
2007-5,E06000026,Abandoned Vehicles & Parking,2,2,1.0
2007-5,E06000026,Environmental Health,4,4,1.0
2007-5,E06000026,Other,5,4,1.25
2007-5,E06000026,Road Safety & Defects,2,2,1.0
2007-5,E06000027,Road Safety & Defects,1,1,1.0
2007-5,E06000028,Environmental Disruptions,1,1,1.0
2007-5,E06000030,Environmental Health,1,1,1.0
2007-5,E06000030,Road Safety & Defects,2,2,1.0
2007-5,E06000030,Vehicles,1,1,1.0
2007-5,E06000031,Abandoned Vehicles & Parking,1,1,1.0
2007-5,E06000031,Environmental Health,1,1,1.0
2007-5,E06000031,Public Space,2,1,2.0
2007-5,E06000031,Road Safety & Defects,8,6,1.3333333333333333
2007-5,E06000031,Vehicles,1,1,1.0
2007-5,E06000033,Other,2,2,1.0
2007-5,E06000035,Abandoned Vehicles & Parking,1,1,1.0
2007-5,E06000035,Road Safety & Defects,1,1,1.0
2007-5,E06000036,Abandoned Vehicles & Parking,1,1,1.0
2007-5,E06000036,Other,1,1,1.0
2007-5,E06000036,Road Safety & Defects,1,1,1.0
2007-5,E06000038,Other,1,1,1.0
2007-5,E06000039,Abandoned Vehicles & Parking,1,1,1.0
2007-5,E06000040,Road Safety & Defects,1,1,1.0
2007-5,E06000041,Abandoned Vehicles & Parking,1,1,1.0
2007-5,E06000041,Environmental Disruptions,3,3,1.0
2007-5,E06000041,Environmental Health,4,4,1.0
2007-5,E06000041,Incivilities,1,1,1.0
2007-5,E06000041,Other,3,3,1.0
2007-5,E06000041,Road Safety & Defects,6,6,1.0
2007-5,E06000041,Vehicles,1,1,1.0
2007-5,E06000042,Abandoned Vehicles & Parking,1,1,1.0
2007-5,E06000042,Environmental Disruptions,2,2,1.0
2007-5,E06000042,Environmental Health,1,1,1.0
2007-5,E06000042,Other,2,1,2.0
2007-5,E06000042,Public Space,2,2,1.0
2007-5,E06000042,Road Safety & Defects,3,1,3.0
2007-5,E06000043,Abandoned Vehicles & Parking,1,1,1.0
2007-5,E06000043,Environmental Disruptions,1,1,1.0
2007-5,E06000043,Environmental Health,4,4,1.0
2007-5,E06000043,Incivilities,2,1,2.0
2007-5,E06000043,Other,1,1,1.0
2007-5,E06000043,Road Safety & Defects,4,3,1.3333333333333333
2007-5,E06000043,Vehicles,2,2,1.0
2007-5,E06000044,Environmental Disruptions,1,1,1.0
2007-5,E06000044,Other,2,1,2.0
2007-5,E06000044,Vehicles,1,1,1.0
2007-5,E06000045,Environmental Disruptions,3,3,1.0
2007-5,E06000045,Environmental Health,1,1,1.0
2007-5,E06000045,Other,1,1,1.0
2007-5,E06000045,Road Safety & Defects,2,2,1.0
2007-5,E06000045,Vehicles,1,1,1.0
2007-5,E06000047,Environmental Health,2,2,1.0
2007-5,E06000047,Other,1,1,1.0
2007-5,E06000047,Road Safety & Defects,2,2,1.0
2007-5,E06000049,Abandoned Vehicles & Parking,1,1,1.0
2007-5,E06000049,Environmental Disruptions,1,1,1.0
2007-5,E06000049,Environmental Health,1,1,1.0
2007-5,E06000049,Road Safety & Defects,4,3,1.3333333333333333
2007-5,E06000050,Environmental Disruptions,1,1,1.0
2007-5,E06000051,Environmental Health,1,1,1.0
2007-5,E06000051,Road Safety & Defects,1,1,1.0
2007-5,E06000052,Abandoned Vehicles & Parking,1,1,1.0
2007-5,E06000052,Other,1,1,1.0
2007-5,E06000052,Road Safety & Defects,2,2,1.0
2007-5,E06000054,Environmental Health,2,2,1.0
2007-5,E06000055,Environmental Health,2,2,1.0
2007-5,E06000055,Vehicles,1,1,1.0
2007-5,E06000056,Environmental Disruptions,1,1,1.0
2007-5,E06000056,Environmental Health,2,2,1.0
2007-5,E06000056,Incivilities,3,2,1.5
2007-5,E06000056,Road Safety & Defects,3,2,1.5
2007-5,E06000056,Vehicles,2,2,1.0
2007-5,E06000057,Other,1,1,1.0
2007-5,E06000057,Public Space,1,1,1.0
2007-5,E06000057,Road Safety & Defects,1,1,1.0
2007-5,E07000004,Road Safety & Defects,4,2,2.0
2007-5,E07000005,Road Safety & Defects,2,1,2.0
2007-5,E07000008,Environmental Disruptions,1,1,1.0
2007-5,E07000008,Incivilities,4,2,2.0
2007-5,E07000008,Other,1,1,1.0
2007-5,E07000008,Public Space,1,1,1.0
2007-5,E07000008,Road Safety & Defects,10,6,1.6666666666666667
2007-5,E07000008,Vehicles,1,1,1.0
2007-5,E07000009,Environmental Health,1,1,1.0
2007-5,E07000010,Road Safety & Defects,1,1,1.0
2007-5,E07000011,Road Safety & Defects,1,1,1.0
2007-5,E07000011,Vehicles,1,1,1.0
2007-5,E07000012,Environmental Disruptions,1,1,1.0
2007-5,E07000012,Environmental Health,1,1,1.0
2007-5,E07000012,Road Safety & Defects,1,1,1.0
2007-5,E07000026,Vehicles,1,1,1.0
2007-5,E07000028,Environmental Health,1,1,1.0
2007-5,E07000030,Road Safety & Defects,1,1,1.0
2007-5,E07000032,Environmental Health,1,1,1.0
2007-5,E07000033,Road Safety & Defects,1,1,1.0
2007-5,E07000035,Environmental Health,1,1,1.0
2007-5,E07000036,Incivilities,1,1,1.0
2007-5,E07000040,Environmental Health,1,1,1.0
2007-5,E07000041,Abandoned Vehicles & Parking,1,1,1.0
2007-5,E07000042,Other,1,1,1.0
2007-5,E07000042,Road Safety & Defects,1,1,1.0
2007-5,E07000044,Road Safety & Defects,1,1,1.0
2007-5,E07000045,Road Safety & Defects,1,1,1.0
2007-5,E07000046,Environmental Health,1,1,1.0
2007-5,E07000046,Public Space,1,1,1.0
2007-5,E07000047,Other,1,1,1.0
2007-5,E07000051,Road Safety & Defects,1,1,1.0
2007-5,E07000062,Environmental Health,1,1,1.0
