period,LAD,SHEF_C,report_count,user_count,average
2009,E06000001,Abandoned Vehicles & Parking,1,1,1.0
2009,E06000001,Environmental Health,11,9,1.2222222222222223
2009,E06000001,Other,6,6,1.0
2009,E06000001,Road Safety & Defects,25,18,1.3888888888888888
2009,E06000001,Vehicles,1,1,1.0
2009,E06000002,Abandoned Vehicles & Parking,5,5,1.0
2009,E06000002,Environmental Disruptions,6,6,1.0
2009,E06000002,Environmental Health,26,15,1.7333333333333334
2009,E06000002,Incivilities,3,1,3.0
2009,E06000002,Other,16,13,1.2307692307692308
2009,E06000002,Public Space,1,1,1.0
2009,E06000002,Road Safety & Defects,30,23,1.3043478260869565
2009,E06000003,Abandoned Vehicles & Parking,12,9,1.3333333333333333
2009,E06000003,Environmental Disruptions,10,8,1.25
2009,E06000003,Environmental Health,15,15,1.0
2009,E06000003,Incivilities,2,2,1.0
2009,E06000003,Other,9,9,1.0
2009,E06000003,Road Safety & Defects,31,27,1.1481481481481481
2009,E06000003,Vehicles,2,2,1.0
2009,E06000004,Abandoned Vehicles & Parking,7,7,1.0
2009,E06000004,Environmental Disruptions,3,3,1.0
2009,E06000004,Environmental Health,10,8,1.25
2009,E06000004,Incivilities,8,3,2.6666666666666665
2009,E06000004,Other,17,14,1.2142857142857142
2009,E06000004,Road Safety & Defects,47,32,1.46875
2009,E06000004,Vehicles,1,1,1.0
2009,E06000005,Abandoned Vehicles & Parking,1,1,1.0
2009,E06000005,Environmental Disruptions,3,3,1.0
2009,E06000005,Environmental Health,4,4,1.0
2009,E06000005,Incivilities,1,1,1.0
2009,E06000005,Other,6,6,1.0
2009,E06000005,Road Safety & Defects,19,15,1.2666666666666666
2009,E06000006,Abandoned Vehicles & Parking,6,5,1.2
2009,E06000006,Environmental Disruptions,3,3,1.0
2009,E06000006,Environmental Health,9,8,1.125
2009,E06000006,Incivilities,1,1,1.0
2009,E06000006,Other,7,7,1.0
2009,E06000006,Road Safety & Defects,25,21,1.1904761904761905
2009,E06000006,Vehicles,1,1,1.0
2009,E06000007,Abandoned Vehicles & Parking,10,9,1.1111111111111112
2009,E06000007,Environmental Disruptions,3,3,1.0
2009,E06000007,Environmental Health,13,9,1.4444444444444444
2009,E06000007,Other,11,10,1.1
2009,E06000007,Public Space,3,2,1.5
2009,E06000007,Road Safety & Defects,45,38,1.1842105263157894
2009,E06000007,Vehicles,1,1,1.0
2009,E06000008,Abandoned Vehicles & Parking,4,4,1.0
2009,E06000008,Environmental Disruptions,2,2,1.0
2009,E06000008,Environmental Health,13,12,1.0833333333333333
2009,E06000008,Incivilities,1,1,1.0
2009,E06000008,Other,10,10,1.0
2009,E06000008,Road Safety & Defects,72,40,1.8
2009,E06000008,Vehicles,2,2,1.0
2009,E06000009,Abandoned Vehicles & Parking,8,8,1.0
2009,E06000009,Access,2,2,1.0
2009,E06000009,Environmental Disruptions,2,2,1.0
2009,E06000009,Environmental Health,40,19,2.1052631578947367
2009,E06000009,Incivilities,4,2,2.0
2009,E06000009,Other,20,19,1.0526315789473684
2009,E06000009,Public Space,3,3,1.0
2009,E06000009,Road Safety & Defects,125,60,2.0833333333333335
2009,E06000009,Vehicles,1,1,1.0
2009,E06000010,Abandoned Vehicles & Parking,8,8,1.0
2009,E06000010,Environmental Disruptions,2,2,1.0
2009,E06000010,Environmental Health,15,12,1.25
2009,E06000010,Incivilities,2,2,1.0
2009,E06000010,Other,8,6,1.3333333333333333
2009,E06000010,Road Safety & Defects,32,25,1.28
2009,E06000010,Vehicles,1,1,1.0
2009,E06000011,Abandoned Vehicles & Parking,2,2,1.0
2009,E06000011,Environmental Disruptions,3,3,1.0
2009,E06000011,Environmental Health,18,15,1.2
2009,E06000011,Incivilities,2,2,1.0
2009,E06000011,Other,21,16,1.3125
2009,E06000011,Public Space,1,1,1.0
2009,E06000011,Road Safety & Defects,103,33,3.121212121212121
2009,E06000011,Vehicles,2,2,1.0
2009,E06000012,Abandoned Vehicles & Parking,1,1,1.0
2009,E06000012,Environmental Health,3,3,1.0
2009,E06000012,Incivilities,8,1,8.0
2009,E06000012,Other,4,4,1.0
2009,E06000012,Road Safety & Defects,18,15,1.2
2009,E06000013,Abandoned Vehicles & Parking,3,3,1.0
2009,E06000013,Environmental Disruptions,1,1,1.0
2009,E06000013,Environmental Health,7,7,1.0
2009,E06000013,Incivilities,1,1,1.0
2009,E06000013,Other,4,4,1.0
2009,E06000013,Public Space,2,2,1.0
2009,E06000013,Road Safety & Defects,22,19,1.1578947368421053
2009,E06000013,Vehicles,2,2,1.0
2009,E06000014,Abandoned Vehicles & Parking,2,2,1.0
2009,E06000014,Environmental Disruptions,6,5,1.2
2009,E06000014,Environmental Health,6,6,1.0
2009,E06000014,Incivilities,4,4,1.0
2009,E06000014,Other,9,9,1.0
2009,E06000014,Public Space,2,1,2.0
2009,E06000014,Road Safety & Defects,30,24,1.25
2009,E06000014,Vehicles,2,1,2.0
2009,E06000015,Abandoned Vehicles & Parking,8,8,1.0
2009,E06000015,Environmental Disruptions,7,6,1.1666666666666667
2009,E06000015,Environmental Health,15,13,1.1538461538461537
2009,E06000015,Incivilities,7,5,1.4
2009,E06000015,Other,10,10,1.0
2009,E06000015,Public Space,2,2,1.0
2009,E06000015,Road Safety & Defects,53,44,1.2045454545454546
2009,E06000015,Vehicles,2,2,1.0
2009,E06000016,Abandoned Vehicles & Parking,11,11,1.0
2009,E06000016,Environmental Disruptions,5,4,1.25
2009,E06000016,Environmental Health,29,21,1.380952380952381
2009,E06000016,Incivilities,20,10,2.0
2009,E06000016,Other,14,13,1.0769230769230769
2009,E06000016,Public Space,2,2,1.0
2009,E06000016,Road Safety & Defects,66,45,1.4666666666666666
2009,E06000016,Vehicles,5,5,1.0
2009,E06000017,Abandoned Vehicles & Parking,2,2,1.0
2009,E06000017,Incivilities,1,1,1.0
2009,E06000017,Other,1,1,1.0
2009,E06000017,Road Safety & Defects,9,3,3.0
2009,E06000018,Abandoned Vehicles & Parking,10,10,1.0
2009,E06000018,Environmental Disruptions,15,4,3.75
2009,E06000018,Environmental Health,29,20,1.45
2009,E06000018,Incivilities,30,8,3.75
2009,E06000018,Other,23,18,1.2777777777777777
2009,E06000018,Public Space,2,2,1.0
2009,E06000018,Road Safety & Defects,59,30,1.9666666666666666
2009,E06000018,Vehicles,3,3,1.0
2009,E06000019,Abandoned Vehicles & Parking,6,5,1.2
2009,E06000019,Environmental Disruptions,6,5,1.2
2009,E06000019,Environmental Health,24,14,1.7142857142857142
2009,E06000019,Incivilities,5,5,1.0
2009,E06000019,Other,18,14,1.2857142857142858
2009,E06000019,Public Space,1,1,1.0
2009,E06000019,Road Safety & Defects,50,36,1.3888888888888888
2009,E06000019,Vehicles,2,1,2.0
2009,E06000020,Abandoned Vehicles & Parking,5,5,1.0
2009,E06000020,Environmental Disruptions,2,2,1.0
2009,E06000020,Environmental Health,36,8,4.5
2009,E06000020,Incivilities,31,3,10.333333333333334
2009,E06000020,Other,8,6,1.3333333333333333
2009,E06000020,Public Space,1,1,1.0
2009,E06000020,Road Safety & Defects,96,40,2.4
2009,E06000020,Vehicles,2,1,2.0
2009,E06000021,Abandoned Vehicles & Parking,13,12,1.0833333333333333
2009,E06000021,Environmental Disruptions,7,7,1.0
2009,E06000021,Environmental Health,22,17,1.2941176470588236
2009,E06000021,Incivilities,4,2,2.0
2009,E06000021,Other,31,25,1.24
