period,LAD,SHEF_C,report_count,user_count,average
2014-4,E06000001,Environmental Disruptions,1,1,1.0
2014-4,E06000001,Environmental Health,2,1,2.0
2014-4,E06000001,Other,1,1,1.0
2014-4,E06000001,Road Safety & Defects,3,3,1.0
2014-4,E06000002,Environmental Disruptions,1,1,1.0
2014-4,E06000002,Environmental Health,1,1,1.0
2014-4,E06000002,Road Safety & Defects,2,2,1.0
2014-4,E06000003,Environmental Health,1,1,1.0
2014-4,E06000004,Abandoned Vehicles & Parking,3,1,3.0
2014-4,E06000004,Environmental Health,1,1,1.0
2014-4,E06000004,Other,1,1,1.0
2014-4,E06000004,Road Safety & Defects,1,1,1.0
2014-4,E06000005,Road Safety & Defects,2,2,1.0
2014-4,E06000006,Road Safety & Defects,4,2,2.0
2014-4,E06000007,Environmental Health,2,1,2.0
2014-4,E06000007,Other,1,1,1.0
2014-4,E06000007,Road Safety & Defects,9,6,1.5
2014-4,E06000008,Environmental Disruptions,1,1,1.0
2014-4,E06000008,Environmental Health,12,7,1.7142857142857142
2014-4,E06000008,Other,2,2,1.0
2014-4,E06000008,Public Space,1,1,1.0
2014-4,E06000008,Road Safety & Defects,21,16,1.3125
2014-4,E06000009,Environmental Health,4,3,1.3333333333333333
2014-4,E06000009,Other,2,2,1.0
2014-4,E06000009,Road Safety & Defects,7,5,1.4
2014-4,E06000010,Environmental Disruptions,2,1,2.0
2014-4,E06000010,Environmental Health,6,3,2.0
2014-4,E06000010,Public Space,1,1,1.0
2014-4,E06000010,Road Safety & Defects,14,7,2.0
2014-4,E06000010,Vehicles,1,1,1.0
2014-4,E06000011,Environmental Disruptions,1,1,1.0
2014-4,E06000011,Environmental Health,5,4,1.25
2014-4,E06000011,Other,3,2,1.5
2014-4,E06000011,Public Space,1,1,1.0
2014-4,E06000011,Road Safety & Defects,26,13,2.0
2014-4,E06000012,Environmental Health,4,3,1.3333333333333333
2014-4,E06000012,Other,1,1,1.0
2014-4,E06000012,Road Safety & Defects,5,5,1.0
2014-4,E06000013,Environmental Health,2,1,2.0
2014-4,E06000013,Road Safety & Defects,8,5,1.6
2014-4,E06000014,Public Space,1,1,1.0
2014-4,E06000014,Road Safety & Defects,12,9,1.3333333333333333
2014-4,E06000014,Vehicles,1,1,1.0
2014-4,E06000015,Environmental Health,1,1,1.0
2014-4,E06000015,Incivilities,1,1,1.0
2014-4,E06000015,Public Space,1,1,1.0
2014-4,E06000015,Road Safety & Defects,5,5,1.0
2014-4,E06000016,Abandoned Vehicles & Parking,2,2,1.0
2014-4,E06000016,Environmental Health,2,2,1.0
2014-4,E06000016,Other,1,1,1.0
2014-4,E06000016,Road Safety & Defects,5,5,1.0
2014-4,E06000017,Road Safety & Defects,2,2,1.0
2014-4,E06000018,Environmental Health,5,4,1.25
2014-4,E06000018,Other,2,2,1.0
2014-4,E06000018,Road Safety & Defects,6,6,1.0
2014-4,E06000019,Environmental Health,1,1,1.0
2014-4,E06000019,Road Safety & Defects,16,11,1.4545454545454546
2014-4,E06000020,Abandoned Vehicles & Parking,1,1,1.0
2014-4,E06000020,Road Safety & Defects,5,5,1.0
2014-4,E06000021,Abandoned Vehicles & Parking,2,2,1.0
2014-4,E06000021,Environmental Health,4,3,1.3333333333333333
2014-4,E06000021,Other,1,1,1.0
2014-4,E06000021,Road Safety & Defects,12,8,1.5
2014-4,E06000022,Abandoned Vehicles & Parking,1,1,1.0
2014-4,E06000022,Other,1,1,1.0
2014-4,E06000022,Road Safety & Defects,26,14,1.8571428571428572
2014-4,E06000022,Vehicles,1,1,1.0
2014-4,E06000023,Abandoned Vehicles & Parking,1,1,1.0
2014-4,E06000023,Environmental Disruptions,1,1,1.0
2014-4,E06000023,Environmental Health,16,12,1.3333333333333333
