period,LAD,SHEF_C,report_count,user_count,average
2016-1,E06000001,Environmental Health,1,1,1.0
2016-1,E06000001,Road Safety & Defects,11,5,2.2
2016-1,E06000002,Abandoned Vehicles & Parking,1,1,1.0
2016-1,E06000002,Road Safety & Defects,8,4,2.0
2016-1,E06000003,Abandoned Vehicles & Parking,2,1,2.0
2016-1,E06000003,Environmental Disruptions,1,1,1.0
2016-1,E06000003,Environmental Health,1,1,1.0
2016-1,E06000003,Road Safety & Defects,4,4,1.0
2016-1,E06000004,Abandoned Vehicles & Parking,1,1,1.0
2016-1,E06000004,Environmental Health,1,1,1.0
2016-1,E06000004,Other,6,4,1.5
2016-1,E06000004,Public Space,2,2,1.0
2016-1,E06000004,Road Safety & Defects,32,25,1.28
2016-1,E06000005,Environmental Disruptions,1,1,1.0
2016-1,E06000005,Environmental Health,3,3,1.0
2016-1,E06000005,Road Safety & Defects,3,3,1.0
2016-1,E06000005,Vehicles,1,1,1.0
2016-1,E06000006,Environmental Disruptions,2,2,1.0
2016-1,E06000006,Environmental Health,3,2,1.5
2016-1,E06000006,Road Safety & Defects,4,4,1.0
2016-1,E06000006,Vehicles,1,1,1.0
2016-1,E06000007,Abandoned Vehicles & Parking,2,2,1.0
2016-1,E06000007,Environmental Disruptions,1,1,1.0
2016-1,E06000007,Environmental Health,6,2,3.0
2016-1,E06000007,Other,4,4,1.0
2016-1,E06000007,Public Space,1,1,1.0
2016-1,E06000007,Road Safety & Defects,24,16,1.5
2016-1,E06000008,Abandoned Vehicles & Parking,1,1,1.0
2016-1,E06000008,Environmental Health,6,4,1.5
2016-1,E06000008,Road Safety & Defects,14,12,1.1666666666666667
2016-1,E06000009,Environmental Health,8,5,1.6
2016-1,E06000009,Other,5,4,1.25
2016-1,E06000009,Road Safety & Defects,6,4,1.5
2016-1,E06000010,Abandoned Vehicles & Parking,3,3,1.0
2016-1,E06000010,Environmental Disruptions,1,1,1.0
2016-1,E06000010,Environmental Health,19,11,1.7272727272727273
2016-1,E06000010,Incivilities,9,1,9.0
2016-1,E06000010,Other,3,1,3.0
2016-1,E06000010,Road Safety & Defects,53,13,4.076923076923077
2016-1,E06000010,Vehicles,1,1,1.0
2016-1,E06000011,,2,1,2.0
2016-1,E06000011,Abandoned Vehicles & Parking,1,1,1.0
2016-1,E06000011,Access,4,1,4.0
2016-1,E06000011,Environmental Disruptions,5,1,5.0
2016-1,E06000011,Environmental Health,20,6,3.3333333333333335
2016-1,E06000011,Incivilities,8,1,8.0
2016-1,E06000011,Other,5,1,5.0
2016-1,E06000011,Road Safety & Defects,111,11,10.090909090909092
2016-1,E06000012,Environmental Health,2,2,1.0
2016-1,E06000012,Other,2,1,2.0
2016-1,E06000012,Road Safety & Defects,13,3,4.333333333333333
2016-1,E06000012,Vehicles,1,1,1.0
2016-1,E06000013,Abandoned Vehicles & Parking,2,2,1.0
2016-1,E06000013,Environmental Health,6,3,2.0
2016-1,E06000013,Road Safety & Defects,31,4,7.75
2016-1,E06000014,Abandoned Vehicles & Parking,1,1,1.0
2016-1,E06000014,Environmental Health,9,2,4.5
2016-1,E06000014,Other,5,3,1.6666666666666667
2016-1,E06000014,Road Safety & Defects,16,10,1.6
2016-1,E06000014,Vehicles,1,1,1.0
2016-1,E06000015,Environmental Disruptions,1,1,1.0
2016-1,E06000015,Environmental Health,2,2,1.0
2016-1,E06000015,Other,2,2,1.0
2016-1,E06000015,Road Safety & Defects,9,7,1.2857142857142858
2016-1,E06000016,Abandoned Vehicles & Parking,4,3,1.3333333333333333
2016-1,E06000016,Environmental Health,3,3,1.0
2016-1,E06000016,Incivilities,1,1,1.0
2016-1,E06000016,Other,1,1,1.0
2016-1,E06000016,Public Space,1,1,1.0
2016-1,E06000016,Road Safety & Defects,12,8,1.5
2016-1,E06000016,Vehicles,2,2,1.0
2016-1,E06000017,Road Safety & Defects,3,2,1.5
2016-1,E06000018,Abandoned Vehicles & Parking,4,2,2.0
2016-1,E06000018,Environmental Disruptions,1,1,1.0
2016-1,E06000018,Environmental Health,20,11,1.8181818181818181
2016-1,E06000018,Incivilities,1,1,1.0
2016-1,E06000018,Other,5,3,1.6666666666666667
2016-1,E06000018,Road Safety & Defects,22,8,2.75
2016-1,E06000019,Environmental Health,4,4,1.0
2016-1,E06000019,Other,4,3,1.3333333333333333
2016-1,E06000019,Road Safety & Defects,31,18,1.7222222222222223
2016-1,E06000020,Abandoned Vehicles & Parking,1,1,1.0
2016-1,E06000020,Road Safety & Defects,5,5,1.0
2016-1,E06000021,Abandoned Vehicles & Parking,5,3,1.6666666666666667
2016-1,E06000021,Environmental Health,5,4,1.25
2016-1,E06000021,Other,5,5,1.0
2016-1,E06000021,Road Safety & Defects,18,14,1.2857142857142858
2016-1,E06000022,Abandoned Vehicles & Parking,2,2,1.0
2016-1,E06000022,Environmental Health,3,3,1.0
2016-1,E06000022,Road Safety & Defects,15,10,1.5
2016-1,E06000023,Abandoned Vehicles & Parking,8,8,1.0
2016-1,E06000023,Environmental Disruptions,1,1,1.0
2016-1,E06000023,Environmental Health,50,28,1.7857142857142858
2016-1,E06000023,Incivilities,3,2,1.5
2016-1,E06000023,Other,8,8,1.0
2016-1,E06000023,Public Space,1,1,1.0
2016-1,E06000023,Road Safety & Defects,58,34,1.7058823529411764
2016-1,E06000023,Vehicles,6,6,1.0
2016-1,E06000024,Abandoned Vehicles & Parking,4,3,1.3333333333333333
2016-1,E06000024,Environmental Health,2,2,1.0
2016-1,E06000024,Other,1,1,1.0
2016-1,E06000024,Road Safety & Defects,23,15,1.5333333333333334
2016-1,E06000024,Vehicles,1,1,1.0
2016-1,E06000025,Environmental Disruptions,2,2,1.0
2016-1,E06000025,Environmental Health,7,4,1.75
2016-1,E06000025,Other,4,3,1.3333333333333333
2016-1,E06000025,Public Space,1,1,1.0
2016-1,E06000025,Road Safety & Defects,39,28,1.3928571428571428
2016-1,E06000026,Environmental Health,6,5,1.2
2016-1,E06000026,Other,3,2,1.5
2016-1,E06000026,Public Space,2,2,1.0
2016-1,E06000026,Road Safety & Defects,20,18,1.1111111111111112
2016-1,E06000026,Vehicles,2,2,1.0
2016-1,E06000027,Road Safety & Defects,11,8,1.375
2016-1,E06000028,Abandoned Vehicles & Parking,4,4,1.0
2016-1,E06000028,Environmental Health,17,9,1.8888888888888888
2016-1,E06000028,Incivilities,5,1,5.0
2016-1,E06000028,Other,4,2,2.0
2016-1,E06000028,Public Space,1,1,1.0
2016-1,E06000028,Road Safety & Defects,28,21,1.3333333333333333
2016-1,E06000028,Vehicles,2,2,1.0
2016-1,E06000029,Other,1,1,1.0
2016-1,E06000029,Public Space,1,1,1.0
2016-1,E06000029,Road Safety & Defects,7,7,1.0
2016-1,E06000029,Vehicles,1,1,1.0
2016-1,E06000030,Abandoned Vehicles & Parking,5,5,1.0
2016-1,E06000030,Environmental Health,39,3,13.0
2016-1,E06000030,Other,4,3,1.3333333333333333
2016-1,E06000030,Road Safety & Defects,18,15,1.2
2016-1,E06000030,Vehicles,4,4,1.0
