period,LAD,SHEF_C,report_count,user_count,average
2008,E06000001,Environmental Health,1,1,1.0
2008,E06000001,Incivilities,3,3,1.0
2008,E06000001,Other,1,1,1.0
2008,E06000001,Road Safety & Defects,5,5,1.0
2008,E06000002,Environmental Disruptions,1,1,1.0
2008,E06000002,Environmental Health,10,8,1.25
2008,E06000002,Incivilities,1,1,1.0
2008,E06000002,Other,5,5,1.0
2008,E06000002,Road Safety & Defects,10,9,1.1111111111111112
2008,E06000002,Vehicles,2,2,1.0
2008,E06000003,Abandoned Vehicles & Parking,2,2,1.0
2008,E06000003,Environmental Disruptions,2,2,1.0
2008,E06000003,Environmental Health,8,7,1.1428571428571428
2008,E06000003,Other,6,5,1.2
2008,E06000003,Public Space,1,1,1.0
2008,E06000003,Road Safety & Defects,13,9,1.4444444444444444
2008,E06000003,Vehicles,5,4,1.25
2008,E06000004,Abandoned Vehicles & Parking,1,1,1.0
2008,E06000004,Environmental Disruptions,2,2,1.0
2008,E06000004,Environmental Health,3,3,1.0
2008,E06000004,Other,13,8,1.625
2008,E06000004,Road Safety & Defects,11,11,1.0
2008,E06000004,Vehicles,1,1,1.0
2008,E06000005,Environmental Health,3,3,1.0
2008,E06000005,Incivilities,1,1,1.0
2008,E06000005,Other,1,1,1.0
2008,E06000005,Road Safety & Defects,8,6,1.3333333333333333
2008,E06000005,Vehicles,2,2,1.0
2008,E06000006,Abandoned Vehicles & Parking,1,1,1.0
2008,E06000006,Environmental Health,7,5,1.4
2008,E06000006,Other,4,4,1.0
2008,E06000006,Road Safety & Defects,3,3,1.0
2008,E06000006,Vehicles,1,1,1.0
2008,E06000007,Abandoned Vehicles & Parking,1,1,1.0
2008,E06000007,Environmental Disruptions,4,4,1.0
2008,E06000007,Environmental Health,10,9,1.1111111111111112
2008,E06000007,Incivilities,2,2,1.0
2008,E06000007,Other,5,5,1.0
2008,E06000007,Road Safety & Defects,30,23,1.3043478260869565
2008,E06000007,Vehicles,1,1,1.0
2008,E06000008,Abandoned Vehicles & Parking,2,2,1.0
2008,E06000008,Environmental Health,10,9,1.1111111111111112
2008,E06000008,Public Space,1,1,1.0
2008,E06000008,Road Safety & Defects,8,8,1.0
2008,E06000008,Vehicles,1,1,1.0
2008,E06000009,Abandoned Vehicles & Parking,2,2,1.0
2008,E06000009,Environmental Disruptions,3,1,3.0
2008,E06000009,Environmental Health,4,4,1.0
2008,E06000009,Other,6,6,1.0
2008,E06000009,Road Safety & Defects,23,20,1.15
2008,E06000010,Abandoned Vehicles & Parking,1,1,1.0
2008,E06000010,Environmental Disruptions,1,1,1.0
2008,E06000010,Environmental Health,12,11,1.0909090909090908
2008,E06000010,Other,4,2,2.0
2008,E06000010,Public Space,1,1,1.0
2008,E06000010,Road Safety & Defects,10,7,1.4285714285714286
2008,E06000010,Vehicles,5,4,1.25
2008,E06000011,Abandoned Vehicles & Parking,3,3,1.0
2008,E06000011,Environmental Disruptions,3,3,1.0
2008,E06000011,Environmental Health,16,14,1.1428571428571428
2008,E06000011,Incivilities,1,1,1.0
2008,E06000011,Other,22,16,1.375
2008,E06000011,Public Space,2,2,1.0
2008,E06000011,Road Safety & Defects,90,18,5.0
