period,LAD,SHEF_C,report_count,user_count,average
2012-7,E06000001,Environmental Health,1,1,1.0
2012-7,E06000001,Other,1,1,1.0
2012-7,E06000001,Road Safety & Defects,2,2,1.0
2012-7,E06000002,Environmental Health,1,1,1.0
2012-7,E06000002,Vehicles,1,1,1.0
2012-7,E06000003,Environmental Health,2,2,1.0
2012-7,E06000003,Road Safety & Defects,1,1,1.0
2012-7,E06000003,Vehicles,1,1,1.0
2012-7,E06000004,Abandoned Vehicles & Parking,1,1,1.0
2012-7,E06000004,Environmental Health,1,1,1.0
2012-7,E06000004,Road Safety & Defects,1,1,1.0
2012-7,E06000005,Environmental Health,1,1,1.0
2012-7,E06000005,Road Safety & Defects,5,3,1.6666666666666667
2012-7,E06000006,Environmental Health,2,2,1.0
2012-7,E06000006,Road Safety & Defects,1,1,1.0
2012-7,E06000007,Abandoned Vehicles & Parking,1,1,1.0
2012-7,E06000007,Environmental Disruptions,4,2,2.0
2012-7,E06000007,Environmental Health,1,1,1.0
2012-7,E06000007,Other,1,1,1.0
2012-7,E06000007,Public Space,1,1,1.0
2012-7,E06000007,Road Safety & Defects,10,9,1.1111111111111112
2012-7,E06000008,Abandoned Vehicles & Parking,2,2,1.0
2012-7,E06000008,Environmental Disruptions,1,1,1.0
2012-7,E06000008,Environmental Health,11,8,1.375
2012-7,E06000008,Other,1,1,1.0
2012-7,E06000008,Public Space,2,2,1.0
2012-7,E06000008,Road Safety & Defects,14,14,1.0
2012-7,E06000008,Vehicles,2,2,1.0
2012-7,E06000009,Environmental Disruptions,1,1,1.0
2012-7,E06000009,Environmental Health,5,4,1.25
2012-7,E06000009,Incivilities,1,1,1.0
2012-7,E06000009,Other,2,2,1.0
2012-7,E06000009,Road Safety & Defects,13,9,1.4444444444444444
2012-7,E06000010,Environmental Health,3,2,1.5
2012-7,E06000010,Other,2,2,1.0
2012-7,E06000010,Public Space,1,1,1.0
2012-7,E06000010,Road Safety & Defects,3,3,1.0
2012-7,E06000011,Environmental Health,1,1,1.0
2012-7,E06000011,Other,1,1,1.0
2012-7,E06000011,Road Safety & Defects,19,15,1.2666666666666666
2012-7,E06000012,Other,2,2,1.0
2012-7,E06000012,Road Safety & Defects,7,4,1.75
2012-7,E06000013,Road Safety & Defects,1,1,1.0
2012-7,E06000014,Environmental Disruptions,1,1,1.0
2012-7,E06000014,Environmental Health,2,2,1.0
2012-7,E06000014,Other,1,1,1.0
2012-7,E06000014,Road Safety & Defects,1,1,1.0
2012-7,E06000015,Environmental Disruptions,1,1,1.0
2012-7,E06000015,Environmental Health,1,1,1.0
2012-7,E06000015,Other,1,1,1.0
2012-7,E06000015,Road Safety & Defects,4,3,1.3333333333333333
2012-7,E06000016,Abandoned Vehicles & Parking,1,1,1.0
2012-7,E06000016,Public Space,1,1,1.0
2012-7,E06000016,Road Safety & Defects,10,9,1.1111111111111112
2012-7,E06000017,Road Safety & Defects,2,1,2.0
2012-7,E06000018,Abandoned Vehicles & Parking,1,1,1.0
2012-7,E06000018,Environmental Disruptions,3,3,1.0
2012-7,E06000018,Environmental Health,7,6,1.1666666666666667
2012-7,E06000018,Incivilities,1,1,1.0
2012-7,E06000018,Other,4,3,1.3333333333333333
2012-7,E06000018,Road Safety & Defects,24,12,2.0
2012-7,E06000019,Access,1,1,1.0
2012-7,E06000019,Environmental Health,2,2,1.0
2012-7,E06000019,Incivilities,1,1,1.0
2012-7,E06000019,Other,1,1,1.0
2012-7,E06000019,Public Space,1,1,1.0
2012-7,E06000019,Road Safety & Defects,22,12,1.8333333333333333
2012-7,E06000020,Abandoned Vehicles & Parking,1,1,1.0
2012-7,E06000020,Environmental Disruptions,7,5,1.4
2012-7,E06000020,Environmental Health,1,1,1.0
2012-7,E06000020,Other,2,2,1.0
2012-7,E06000020,Road Safety & Defects,9,8,1.125
2012-7,E06000020,Vehicles,1,1,1.0
2012-7,E06000021,Abandoned Vehicles & Parking,1,1,1.0
2012-7,E06000021,Environmental Health,5,3,1.6666666666666667
2012-7,E06000021,Other,2,2,1.0
2012-7,E06000021,Road Safety & Defects,6,5,1.2
2012-7,E06000022,Environmental Health,1,1,1.0
2012-7,E06000022,Other,1,1,1.0
2012-7,E06000022,Road Safety & Defects,4,4,1.0
2012-7,E06000023,Abandoned Vehicles & Parking,3,3,1.0
2012-7,E06000023,Environmental Disruptions,5,5,1.0
2012-7,E06000023,Environmental Health,14,8,1.75
2012-7,E06000023,Incivilities,3,2,1.5
2012-7,E06000023,Other,1,1,1.0
2012-7,E06000023,Public Space,2,2,1.0
2012-7,E06000023,Road Safety & Defects,21,13,1.6153846153846154
2012-7,E06000023,Vehicles,2,2,1.0
2012-7,E06000024,Abandoned Vehicles & Parking,1,1,1.0
2012-7,E06000024,Environmental Disruptions,3,2,1.5
2012-7,E06000024,Environmental Health,2,2,1.0
2012-7,E06000024,Incivilities,1,1,1.0
2012-7,E06000024,Public Space,3,1,3.0
2012-7,E06000024,Road Safety & Defects,18,11,1.6363636363636365
2012-7,E06000024,Vehicles,1,1,1.0
2012-7,E06000025,Other,1,1,1.0
2012-7,E06000025,Road Safety & Defects,9,9,1.0
2012-7,E06000025,Vehicles,1,1,1.0
2012-7,E06000026,Environmental Disruptions,3,3,1.0
2012-7,E06000026,Environmental Health,2,2,1.0
2012-7,E06000026,Incivilities,1,1,1.0
2012-7,E06000026,Other,2,2,1.0
2012-7,E06000026,Public Space,1,1,1.0
2012-7,E06000026,Road Safety & Defects,6,6,1.0
2012-7,E06000026,Vehicles,1,1,1.0
2012-7,E06000027,Road Safety & Defects,3,3,1.0
2012-7,E06000027,Vehicles,1,1,1.0
2012-7,E06000028,Environmental Disruptions,4,2,2.0
2012-7,E06000028,Environmental Health,3,3,1.0
2012-7,E06000028,Incivilities,16,3,5.333333333333333
2012-7,E06000028,Other,2,2,1.0
2012-7,E06000028,Public Space,2,2,1.0
2012-7,E06000028,Road Safety & Defects,23,11,2.090909090909091
2012-7,E06000028,Vehicles,4,4,1.0
2012-7,E06000029,Environmental Health,1,1,1.0
2012-7,E06000029,Incivilities,2,1,2.0
2012-7,E06000029,Other,1,1,1.0
2012-7,E06000029,Road Safety & Defects,5,4,1.25
2012-7,E06000030,Abandoned Vehicles & Parking,3,3,1.0
2012-7,E06000030,Environmental Disruptions,4,4,1.0
2012-7,E06000030,Environmental Health,9,5,1.8
2012-7,E06000030,Other,1,1,1.0
2012-7,E06000030,Public Space,1,1,1.0
2012-7,E06000030,Road Safety & Defects,13,11,1.1818181818181819
2012-7,E06000030,Vehicles,1,1,1.0
2012-7,E06000031,Abandoned Vehicles & Parking,2,2,1.0
2012-7,E06000031,Environmental Disruptions,1,1,1.0
2012-7,E06000031,Environmental Health,15,7,2.142857142857143
2012-7,E06000031,Other,2,2,1.0
2012-7,E06000031,Public Space,5,2,2.5
2012-7,E06000031,Road Safety & Defects,25,11,2.272727272727273
2012-7,E06000031,Vehicles,1,1,1.0
2012-7,E06000032,Abandoned Vehicles & Parking,2,2,1.0
2012-7,E06000032,Other,1,1,1.0
2012-7,E06000032,Road Safety & Defects,12,7,1.7142857142857142
2012-7,E06000032,Vehicles,1,1,1.0
2012-7,E06000033,Environmental Health,1,1,1.0
2012-7,E06000033,Other,12,7,1.7142857142857142
2012-7,E06000034,Public Space,1,1,1.0
2012-7,E06000034,Road Safety & Defects,3,3,1.0
2012-7,E06000034,Vehicles,1,1,1.0
2012-7,E06000035,Abandoned Vehicles & Parking,1,1,1.0
2012-7,E06000035,Incivilities,1,1,1.0
2012-7,E06000035,Other,1,1,1.0
2012-7,E06000035,Road Safety & Defects,11,9,1.2222222222222223
2012-7,E06000035,Vehicles,1,1,1.0
2012-7,E06000036,Environmental Health,1,1,1.0
2012-7,E06000036,Incivilities,1,1,1.0
2012-7,E06000036,Other,1,1,1.0
2012-7,E06000036,Public Space,2,1,2.0
2012-7,E06000036,Road Safety & Defects,4,4,1.0
2012-7,E06000036,Vehicles,1,1,1.0
2012-7,E06000037,Abandoned Vehicles & Parking,2,2,1.0
2012-7,E06000037,Environmental Disruptions,1,1,1.0
2012-7,E06000037,Environmental Health,3,3,1.0
2012-7,E06000037,Road Safety & Defects,8,4,2.0
2012-7,E06000038,Environmental Health,11,10,1.1
2012-7,E06000038,Incivilities,2,2,1.0
2012-7,E06000038,Public Space,1,1,1.0
2012-7,E06000038,Road Safety & Defects,18,13,1.3846153846153846
2012-7,E06000039,Environmental Health,1,1,1.0
2012-7,E06000039,Other,1,1,1.0
2012-7,E06000039,Public Space,1,1,1.0
2012-7,E06000040,Abandoned Vehicles & Parking,3,1,3.0
2012-7,E06000040,Environmental Disruptions,3,2,1.5
2012-7,E06000040,Road Safety & Defects,6,5,1.2
2012-7,E06000041,Abandoned Vehicles & Parking,1,1,1.0
2012-7,E06000041,Environmental Disruptions,5,4,1.25
2012-7,E06000041,Environmental Health,14,9,1.5555555555555556
2012-7,E06000041,Incivilities,1,1,1.0
2012-7,E06000041,Other,3,3,1.0
2012-7,E06000041,Public Space,2,2,1.0
2012-7,E06000041,Road Safety & Defects,28,15,1.8666666666666667
2012-7,E06000042,Environmental Disruptions,1,1,1.0
2012-7,E06000042,Environmental Health,4,3,1.3333333333333333
2012-7,E06000042,Other,1,1,1.0
2012-7,E06000042,Road Safety & Defects,13,10,1.3
2012-7,E06000042,Vehicles,2,1,2.0
2012-7,E06000043,Abandoned Vehicles & Parking,2,2,1.0
2012-7,E06000043,Environmental Disruptions,1,1,1.0
2012-7,E06000043,Environmental Health,9,9,1.0
2012-7,E06000043,Incivilities,2,2,1.0
2012-7,E06000043,Other,10,8,1.25
2012-7,E06000043,Road Safety & Defects,11,10,1.1
2012-7,E06000043,Vehicles,3,3,1.0
2012-7,E06000044,Environmental Health,2,2,1.0
2012-7,E06000044,Other,1,1,1.0
2012-7,E06000044,Public Space,1,1,1.0
2012-7,E06000044,Road Safety & Defects,1,1,1.0
2012-7,E06000044,Vehicles,1,1,1.0
2012-7,E06000045,Abandoned Vehicles & Parking,1,1,1.0
2012-7,E06000045,Environmental Disruptions,13,6,2.1666666666666665
2012-7,E06000045,Environmental Health,27,10,2.7
2012-7,E06000045,Incivilities,7,3,2.3333333333333335
2012-7,E06000045,Other,7,4,1.75
2012-7,E06000045,Road Safety & Defects,28,16,1.75
2012-7,E06000046,Incivilities,1,1,1.0
2012-7,E06000046,Other,3,2,1.5
2012-7,E06000046,Road Safety & Defects,5,1,5.0
2012-7,E06000047,Environmental Disruptions,1,1,1.0
2012-7,E06000047,Environmental Health,9,7,1.2857142857142858
2012-7,E06000047,Other,4,4,1.0
2012-7,E06000047,Public Space,1,1,1.0
2012-7,E06000047,Road Safety & Defects,20,20,1.0
2012-7,E06000049,Abandoned Vehicles & Parking,2,2,1.0
2012-7,E06000049,Environmental Health,5,3,1.6666666666666667
2012-7,E06000049,Incivilities,1,1,1.0
2012-7,E06000049,Other,5,5,1.0
2012-7,E06000049,Public Space,2,2,1.0
2012-7,E06000049,Road Safety & Defects,57,34,1.6764705882352942
2012-7,E06000049,Vehicles,2,2,1.0
2012-7,E06000050,Abandoned Vehicles & Parking,1,1,1.0
2012-7,E06000050,Environmental Health,4,4,1.0
2012-7,E06000050,Other,2,2,1.0
2012-7,E06000050,Road Safety & Defects,9,5,1.8
