period,LAD,SHEF_C_CODE,report_count,user_count,average
2012,,C1,1,1,1.0
2012,,C2,5,5,1.0
2012,,C3,30,25,1.2
2012,,C4,3,3,1.0
2012,,C5,11,7,1.5714285714285714
2012,,C6,8,2,4.0
2012,,C7,103,85,1.2117647058823529
2012,,C8,8,8,1.0
2012,E06000001,C3,7,7,1.0
2012,E06000001,C5,4,4,1.0
2012,E06000001,C7,19,16,1.1875
2012,E06000002,C2,1,1,1.0
2012,E06000002,C3,22,15,1.4666666666666666
2012,E06000002,C4,1,1,1.0
2012,E06000002,C5,8,7,1.1428571428571428
2012,E06000002,C6,7,3,2.3333333333333335
2012,E06000002,C7,30,23,1.3043478260869565
2012,E06000002,C8,6,6,1.0
2012,E06000003,C2,4,4,1.0
2012,E06000003,C3,17,15,1.1333333333333333
2012,E06000003,C5,4,4,1.0
2012,E06000003,C6,1,1,1.0
2012,E06000003,C7,23,20,1.15
2012,E06000003,C8,1,1,1.0
2012,E06000004,C3,23,14,1.6428571428571428
2012,E06000004,C4,1,1,1.0
2012,E06000004,C5,3,3,1.0
2012,E06000004,C6,1,1,1.0
2012,E06000004,C7,25,22,1.1363636363636365
2012,E06000004,C8,6,6,1.0
2012,E06000005,C3,12,9,1.3333333333333333
2012,E06000005,C5,4,4,1.0
2012,E06000005,C7,24,19,1.263157894736842
2012,E06000005,C8,3,3,1.0
2012,E06000006,C3,13,9,1.4444444444444444
2012,E06000006,C4,2,2,1.0
2012,E06000006,C5,2,2,1.0
2012,E06000006,C6,1,1,1.0
2012,E06000006,C7,35,29,1.206896551724138
2012,E06000006,C8,3,3,1.0
2012,E06000007,C2,9,6,1.5
2012,E06000007,C3,21,21,1.0
2012,E06000007,C5,9,8,1.125
2012,E06000007,C6,2,2,1.0
2012,E06000007,C7,103,65,1.5846153846153845
2012,E06000007,C8,10,10,1.0
2012,E06000008,C2,7,7,1.0
2012,E06000008,C3,109,69,1.5797101449275361
2012,E06000008,C4,9,8,1.125
2012,E06000008,C5,18,18,1.0
2012,E06000008,C6,6,6,1.0
2012,E06000008,C7,218,133,1.6390977443609023
2012,E06000008,C8,20,18,1.1111111111111112
2012,E06000009,C2,5,5,1.0
2012,E06000009,C3,35,25,1.4
2012,E06000009,C4,2,2,1.0
2012,E06000009,C5,18,14,1.2857142857142858
2012,E06000009,C6,3,3,1.0
2012,E06000009,C7,96,56,1.7142857142857142
2012,E06000009,C8,12,11,1.0909090909090908
2012,E06000010,C3,18,13,1.3846153846153846
2012,E06000010,C4,2,2,1.0
2012,E06000010,C5,6,6,1.0
2012,E06000010,C6,1,1,1.0
2012,E06000010,C7,34,24,1.4166666666666667
2012,E06000010,C8,3,3,1.0
2012,E06000011,C2,6,6,1.0
2012,E06000011,C3,22,18,1.2222222222222223
2012,E06000011,C5,10,10,1.0
2012,E06000011,C6,1,1,1.0
2012,E06000011,C7,206,108,1.9074074074074074
2012,E06000011,C8,8,8,1.0
2012,E06000012,C3,15,9,1.6666666666666667
2012,E06000012,C5,4,4,1.0
2012,E06000012,C7,51,29,1.7586206896551724
2012,E06000012,C8,3,3,1.0
2012,E06000013,C2,3,3,1.0
2012,E06000013,C3,6,6,1.0
2012,E06000013,C5,1,1,1.0
2012,E06000013,C7,41,35,1.1714285714285715
2012,E06000013,C8,2,2,1.0
2012,E06000014,C2,6,4,1.5
2012,E06000014,C3,14,13,1.0769230769230769
2012,E06000014,C4,7,6,1.1666666666666667
2012,E06000014,C5,10,9,1.1111111111111112
2012,E06000014,C7,56,46,1.2173913043478262
2012,E06000014,C8,8,8,1.0
2012,E06000015,C2,6,5,1.2
2012,E06000015,C3,28,18,1.5555555555555556
2012,E06000015,C4,4,4,1.0
2012,E06000015,C5,13,10,1.3
2012,E06000015,C6,3,2,1.5
2012,E06000015,C7,72,55,1.309090909090909
2012,E06000015,C8,12,12,1.0
2012,E06000016,C2,1,1,1.0
2012,E06000016,C3,20,20,1.0
2012,E06000016,C4,6,5,1.2
2012,E06000016,C5,11,11,1.0
2012,E06000016,C6,4,2,2.0
2012,E06000016,C7,102,56,1.8214285714285714
2012,E06000016,C8,12,12,1.0
2012,E06000017,C3,1,1,1.0
2012,E06000017,C4,1,1,1.0
2012,E06000017,C5,1,1,1.0
2012,E06000017,C7,30,7,4.285714285714286
2012,E06000018,C2,8,7,1.1428571428571428
2012,E06000018,C3,52,38,1.368421052631579
2012,E06000018,C4,18,9,2.0
2012,E06000018,C5,22,16,1.375
2012,E06000018,C6,3,3,1.0
2012,E06000018,C7,155,69,2.246376811594203
2012,E06000018,C8,13,12,1.0833333333333333
2012,E06000019,C1,4,4,1.0
2012,E06000019,C2,3,3,1.0
2012,E06000019,C3,17,12,1.4166666666666667
2012,E06000019,C4,3,1,3.0
2012,E06000019,C5,5,5,1.0
2012,E06000019,C6,3,3,1.0
2012,E06000019,C7,170,88,1.9318181818181819
2012,E06000019,C8,3,3,1.0
2012,E06000020,C2,14,8,1.75
2012,E06000020,C3,43,22,1.9545454545454546
2012,E06000020,C4,4,3,1.3333333333333333
2012,E06000020,C5,9,8,1.125
2012,E06000020,C6,5,5,1.0
2012,E06000020,C7,150,57,2.6315789473684212
2012,E06000020,C8,11,10,1.1
2012,E06000021,C2,4,3,1.3333333333333333
2012,E06000021,C3,63,30,2.1
2012,E06000021,C4,5,5,1.0
2012,E06000021,C5,31,26,1.1923076923076923
