period,LAD,SHEF_C,report_count,user_count,average
2015-9,E06000001,Environmental Health,4,1,4.0
2015-9,E06000001,Other,1,1,1.0
2015-9,E06000001,Road Safety & Defects,1,1,1.0
2015-9,E06000002,Environmental Health,1,1,1.0
2015-9,E06000002,Other,3,3,1.0
2015-9,E06000002,Road Safety & Defects,2,1,2.0
2015-9,E06000002,Vehicles,1,1,1.0
2015-9,E06000003,Abandoned Vehicles & Parking,1,1,1.0
2015-9,E06000003,Environmental Health,4,4,1.0
2015-9,E06000003,Road Safety & Defects,1,1,1.0
2015-9,E06000004,Abandoned Vehicles & Parking,4,4,1.0
2015-9,E06000004,Environmental Disruptions,4,4,1.0
2015-9,E06000004,Environmental Health,3,3,1.0
2015-9,E06000004,Other,1,1,1.0
2015-9,E06000004,Road Safety & Defects,22,18,1.2222222222222223
2015-9,E06000005,Environmental Health,4,4,1.0
2015-9,E06000005,Incivilities,1,1,1.0
2015-9,E06000005,Road Safety & Defects,8,6,1.3333333333333333
2015-9,E06000006,Abandoned Vehicles & Parking,2,2,1.0
2015-9,E06000006,Road Safety & Defects,8,6,1.3333333333333333
2015-9,E06000007,Abandoned Vehicles & Parking,1,1,1.0
2015-9,E06000007,Environmental Disruptions,2,2,1.0
2015-9,E06000007,Environmental Health,4,3,1.3333333333333333
2015-9,E06000007,Other,3,3,1.0
2015-9,E06000007,Public Space,1,1,1.0
2015-9,E06000007,Road Safety & Defects,3,3,1.0
2015-9,E06000008,Environmental Disruptions,1,1,1.0
2015-9,E06000008,Environmental Health,19,7,2.7142857142857144
2015-9,E06000008,Other,2,2,1.0
2015-9,E06000008,Road Safety & Defects,13,10,1.3
2015-9,E06000008,Vehicles,2,2,1.0
2015-9,E06000009,Environmental Disruptions,1,1,1.0
2015-9,E06000009,Environmental Health,4,4,1.0
2015-9,E06000009,Other,3,2,1.5
2015-9,E06000009,Road Safety & Defects,6,6,1.0
2015-9,E06000010,Abandoned Vehicles & Parking,4,3,1.3333333333333333
2015-9,E06000010,Environmental Disruptions,2,2,1.0
2015-9,E06000010,Environmental Health,17,10,1.7
2015-9,E06000010,Incivilities,3,1,3.0
2015-9,E06000010,Road Safety & Defects,24,11,2.1818181818181817
2015-9,E06000011,Access,7,2,3.5
2015-9,E06000011,Environmental Disruptions,1,1,1.0
2015-9,E06000011,Environmental Health,19,6,3.1666666666666665
2015-9,E06000011,Other,10,9,1.1111111111111112
2015-9,E06000011,Public Space,2,2,1.0
2015-9,E06000011,Road Safety & Defects,25,8,3.125
2015-9,E06000012,Environmental Health,4,3,1.3333333333333333
2015-9,E06000012,Other,2,2,1.0
2015-9,E06000012,Road Safety & Defects,2,2,1.0
2015-9,E06000012,Vehicles,1,1,1.0
2015-9,E06000013,Environmental Disruptions,1,1,1.0
2015-9,E06000013,Environmental Health,10,2,5.0
2015-9,E06000013,Incivilities,1,1,1.0
2015-9,E06000013,Road Safety & Defects,14,3,4.666666666666667
2015-9,E06000014,Abandoned Vehicles & Parking,1,1,1.0
2015-9,E06000014,Environmental Health,24,3,8.0
2015-9,E06000014,Incivilities,4,1,4.0
2015-9,E06000014,Other,3,1,3.0
2015-9,E06000014,Public Space,1,1,1.0
2015-9,E06000014,Road Safety & Defects,28,12,2.3333333333333335
2015-9,E06000015,Abandoned Vehicles & Parking,1,1,1.0
2015-9,E06000015,Environmental Health,1,1,1.0
2015-9,E06000015,Road Safety & Defects,2,2,1.0
2015-9,E06000016,Abandoned Vehicles & Parking,1,1,1.0
2015-9,E06000016,Environmental Health,4,4,1.0
2015-9,E06000016,Other,2,2,1.0
2015-9,E06000016,Road Safety & Defects,5,4,1.25
2015-9,E06000017,Abandoned Vehicles & Parking,2,2,1.0
2015-9,E06000017,Environmental Disruptions,1,1,1.0
2015-9,E06000017,Incivilities,1,1,1.0
2015-9,E06000017,Other,1,1,1.0
2015-9,E06000017,Road Safety & Defects,20,3,6.666666666666667
2015-9,E06000018,Abandoned Vehicles & Parking,2,2,1.0
2015-9,E06000018,Environmental Disruptions,1,1,1.0
2015-9,E06000018,Environmental Health,8,7,1.1428571428571428
2015-9,E06000018,Incivilities,8,3,2.6666666666666665
2015-9,E06000018,Other,5,5,1.0
2015-9,E06000018,Road Safety & Defects,9,8,1.125
2015-9,E06000018,Vehicles,1,1,1.0
2015-9,E06000019,Abandoned Vehicles & Parking,1,1,1.0
2015-9,E06000019,Access,1,1,1.0
2015-9,E06000019,Environmental Disruptions,1,1,1.0
2015-9,E06000019,Environmental Health,2,2,1.0
2015-9,E06000019,Other,1,1,1.0
2015-9,E06000019,Road Safety & Defects,13,7,1.8571428571428572
2015-9,E06000020,Abandoned Vehicles & Parking,1,1,1.0
2015-9,E06000020,Environmental Disruptions,2,2,1.0
2015-9,E06000020,Environmental Health,3,2,1.5
2015-9,E06000020,Incivilities,1,1,1.0
2015-9,E06000020,Other,1,1,1.0
2015-9,E06000020,Public Space,1,1,1.0
2015-9,E06000020,Road Safety & Defects,7,6,1.1666666666666667
2015-9,E06000020,Vehicles,1,1,1.0
2015-9,E06000021,Abandoned Vehicles & Parking,2,2,1.0
2015-9,E06000021,Environmental Disruptions,1,1,1.0
2015-9,E06000021,Environmental Health,4,4,1.0
2015-9,E06000021,Other,2,2,1.0
2015-9,E06000021,Public Space,1,1,1.0
2015-9,E06000021,Road Safety & Defects,5,5,1.0
2015-9,E06000022,Environmental Health,3,2,1.5
2015-9,E06000022,Other,1,1,1.0
2015-9,E06000022,Road Safety & Defects,9,5,1.8
2015-9,E06000023,Abandoned Vehicles & Parking,5,4,1.25
2015-9,E06000023,Environmental Health,31,26,1.1923076923076923
2015-9,E06000023,Incivilities,1,1,1.0
2015-9,E06000023,Other,1,1,1.0
2015-9,E06000023,Public Space,3,3,1.0
2015-9,E06000023,Road Safety & Defects,28,20,1.4
2015-9,E06000023,Vehicles,10,9,1.1111111111111112
2015-9,E06000024,Abandoned Vehicles & Parking,1,1,1.0
2015-9,E06000024,Environmental Health,1,1,1.0
2015-9,E06000024,Road Safety & Defects,6,5,1.2
2015-9,E06000025,Environmental Disruptions,2,2,1.0
2015-9,E06000025,Environmental Health,5,4,1.25
2015-9,E06000025,Incivilities,2,2,1.0
2015-9,E06000025,Other,2,2,1.0
