period,LAD,SHEF_C,report_count,user_count,average
2010-3,E06000001,Other,1,1,1.0
2010-3,E06000001,Road Safety & Defects,7,5,1.4
2010-3,E06000002,Environmental Health,1,1,1.0
2010-3,E06000002,Other,1,1,1.0
2010-3,E06000002,Road Safety & Defects,5,5,1.0
2010-3,E06000003,Other,1,1,1.0
2010-3,E06000003,Road Safety & Defects,5,5,1.0
2010-3,E06000004,Environmental Disruptions,1,1,1.0
2010-3,E06000004,Other,1,1,1.0
2010-3,E06000004,Road Safety & Defects,7,6,1.1666666666666667
2010-3,E06000005,Incivilities,1,1,1.0
2010-3,E06000005,Road Safety & Defects,2,1,2.0
2010-3,E06000006,Other,1,1,1.0
2010-3,E06000007,Environmental Disruptions,1,1,1.0
2010-3,E06000007,Environmental Health,2,2,1.0
2010-3,E06000007,Road Safety & Defects,6,4,1.5
2010-3,E06000008,Abandoned Vehicles & Parking,1,1,1.0
2010-3,E06000008,Environmental Disruptions,1,1,1.0
2010-3,E06000008,Environmental Health,11,7,1.5714285714285714
2010-3,E06000008,Other,3,3,1.0
2010-3,E06000008,Road Safety & Defects,18,11,1.6363636363636365
2010-3,E06000008,Vehicles,1,1,1.0
2010-3,E06000009,Abandoned Vehicles & Parking,1,1,1.0
2010-3,E06000009,Environmental Health,1,1,1.0
2010-3,E06000009,Public Space,1,1,1.0
2010-3,E06000009,Road Safety & Defects,16,8,2.0
2010-3,E06000010,Other,2,2,1.0
2010-3,E06000010,Public Space,1,1,1.0
2010-3,E06000010,Road Safety & Defects,9,7,1.2857142857142858
2010-3,E06000011,Abandoned Vehicles & Parking,1,1,1.0
2010-3,E06000011,Environmental Health,1,1,1.0
2010-3,E06000011,Other,2,2,1.0
2010-3,E06000011,Road Safety & Defects,21,11,1.9090909090909092
2010-3,E06000012,Environmental Disruptions,1,1,1.0
2010-3,E06000012,Road Safety & Defects,10,5,2.0
2010-3,E06000013,Other,1,1,1.0
2010-3,E06000013,Road Safety & Defects,9,3,3.0
2010-3,E06000014,Environmental Disruptions,1,1,1.0
2010-3,E06000014,Environmental Health,1,1,1.0
2010-3,E06000014,Other,2,2,1.0
2010-3,E06000014,Road Safety & Defects,9,6,1.5
2010-3,E06000015,Abandoned Vehicles & Parking,1,1,1.0
2010-3,E06000015,Environmental Health,1,1,1.0
2010-3,E06000015,Road Safety & Defects,4,4,1.0
2010-3,E06000016,Abandoned Vehicles & Parking,1,1,1.0
2010-3,E06000016,Environmental Health,1,1,1.0
2010-3,E06000016,Other,2,2,1.0
2010-3,E06000016,Road Safety & Defects,10,9,1.1111111111111112
2010-3,E06000017,Road Safety & Defects,7,5,1.4
2010-3,E06000018,Abandoned Vehicles & Parking,3,3,1.0
2010-3,E06000018,Environmental Health,10,6,1.6666666666666667
2010-3,E06000018,Incivilities,1,1,1.0
2010-3,E06000018,Other,2,2,1.0
