period,LAD,SHEF_C,report_count,user_count,average
2008-5,E06000002,Road Safety & Defects,1,1,1.0
2008-5,E06000003,Other,1,1,1.0
2008-5,E06000004,Other,2,2,1.0
2008-5,E06000004,Road Safety & Defects,1,1,1.0
2008-5,E06000006,Abandoned Vehicles & Parking,1,1,1.0
2008-5,E06000007,Environmental Health,1,1,1.0
2008-5,E06000007,Road Safety & Defects,1,1,1.0
2008-5,E06000009,Other,1,1,1.0
2008-5,E06000009,Road Safety & Defects,5,4,1.25
2008-5,E06000010,Environmental Health,3,3,1.0
2008-5,E06000010,Vehicles,1,1,1.0
2008-5,E06000011,Environmental Health,4,4,1.0
2008-5,E06000011,Other,2,2,1.0
2008-5,E06000011,Public Space,1,1,1.0
2008-5,E06000011,Road Safety & Defects,7,4,1.75
2008-5,E06000011,Vehicles,1,1,1.0
2008-5,E06000012,Public Space,1,1,1.0
2008-5,E06000012,Road Safety & Defects,1,1,1.0
2008-5,E06000013,Public Space,1,1,1.0
2008-5,E06000014,Incivilities,2,1,2.0
2008-5,E06000015,Incivilities,1,1,1.0
2008-5,E06000015,Road Safety & Defects,2,2,1.0
2008-5,E06000016,Road Safety & Defects,1,1,1.0
2008-5,E06000018,Environmental Health,2,2,1.0
2008-5,E06000018,Incivilities,2,2,1.0
2008-5,E06000018,Other,2,1,2.0
2008-5,E06000018,Road Safety & Defects,1,1,1.0
2008-5,E06000019,Abandoned Vehicles & Parking,1,1,1.0
2008-5,E06000019,Environmental Disruptions,1,1,1.0
2008-5,E06000019,Other,1,1,1.0
2008-5,E06000019,Road Safety & Defects,1,1,1.0
2008-5,E06000020,Environmental Health,1,1,1.0
2008-5,E06000020,Road Safety & Defects,8,1,8.0
2008-5,E06000022,Road Safety & Defects,2,2,1.0
2008-5,E06000023,Environmental Disruptions,1,1,1.0
2008-5,E06000023,Other,1,1,1.0
2008-5,E06000023,Road Safety & Defects,2,2,1.0
2008-5,E06000024,Other,1,1,1.0
2008-5,E06000024,Road Safety & Defects,1,1,1.0
2008-5,E06000024,Vehicles,2,1,2.0
2008-5,E06000025,Environmental Health,1,1,1.0
2008-5,E06000025,Road Safety & Defects,7,5,1.4
2008-5,E06000026,Environmental Health,6,4,1.5
2008-5,E06000026,Incivilities,1,1,1.0
2008-5,E06000026,Road Safety & Defects,4,3,1.3333333333333333
2008-5,E06000026,Vehicles,1,1,1.0
2008-5,E06000027,Abandoned Vehicles & Parking,1,1,1.0
2008-5,E06000028,Other,1,1,1.0
2008-5,E06000030,Environmental Health,4,3,1.3333333333333333
2008-5,E06000030,Incivilities,1,1,1.0
2008-5,E06000030,Road Safety & Defects,2,2,1.0
2008-5,E06000031,Abandoned Vehicles & Parking,1,1,1.0
2008-5,E06000031,Environmental Health,7,7,1.0
2008-5,E06000031,Incivilities,1,1,1.0
2008-5,E06000031,Other,2,2,1.0
2008-5,E06000031,Road Safety & Defects,8,7,1.1428571428571428
2008-5,E06000032,Road Safety & Defects,2,1,2.0
2008-5,E06000033,Other,1,1,1.0
2008-5,E06000035,Environmental Health,1,1,1.0
2008-5,E06000035,Road Safety & Defects,1,1,1.0
2008-5,E06000037,Road Safety & Defects,2,2,1.0
2008-5,E06000038,Environmental Health,2,2,1.0
2008-5,E06000038,Road Safety & Defects,3,3,1.0
2008-5,E06000039,Environmental Health,1,1,1.0
2008-5,E06000039,Other,1,1,1.0
2008-5,E06000040,Environmental Health,1,1,1.0
2008-5,E06000040,Road Safety & Defects,1,1,1.0
2008-5,E06000041,Incivilities,1,1,1.0
2008-5,E06000042,Abandoned Vehicles & Parking,1,1,1.0
2008-5,E06000042,Environmental Health,3,3,1.0
2008-5,E06000042,Other,2,2,1.0
2008-5,E06000042,Road Safety & Defects,4,3,1.3333333333333333
2008-5,E06000043,Environmental Health,6,6,1.0
2008-5,E06000043,Road Safety & Defects,1,1,1.0
2008-5,E06000045,Incivilities,1,1,1.0
2008-5,E06000045,Other,1,1,1.0
2008-5,E06000045,Road Safety & Defects,3,3,1.0
2008-5,E06000047,Abandoned Vehicles & Parking,1,1,1.0
2008-5,E06000047,Environmental Health,1,1,1.0
2008-5,E06000049,Other,1,1,1.0
2008-5,E06000049,Road Safety & Defects,5,2,2.5
2008-5,E06000050,Abandoned Vehicles & Parking,1,1,1.0
2008-5,E06000050,Environmental Health,1,1,1.0
2008-5,E06000050,Other,2,2,1.0
2008-5,E06000050,Road Safety & Defects,1,1,1.0
2008-5,E06000051,Environmental Health,2,2,1.0
2008-5,E06000051,Road Safety & Defects,2,1,2.0
2008-5,E06000052,Environmental Health,3,2,1.5
2008-5,E06000052,Other,2,2,1.0
2008-5,E06000052,Road Safety & Defects,1,1,1.0
2008-5,E06000054,Abandoned Vehicles & Parking,1,1,1.0
2008-5,E06000054,Incivilities,2,2,1.0
2008-5,E06000054,Other,1,1,1.0
2008-5,E06000054,Road Safety & Defects,3,3,1.0
2008-5,E06000055,Abandoned Vehicles & Parking,2,2,1.0
2008-5,E06000055,Incivilities,1,1,1.0
2008-5,E06000055,Road Safety & Defects,1,1,1.0
2008-5,E06000056,Abandoned Vehicles & Parking,1,1,1.0
2008-5,E06000056,Incivilities,1,1,1.0
2008-5,E06000056,Road Safety & Defects,3,3,1.0
2008-5,E06000056,Vehicles,1,1,1.0
2008-5,E06000057,Other,1,1,1.0
2008-5,E06000057,Public Space,1,1,1.0
2008-5,E06000057,Road Safety & Defects,1,1,1.0
2008-5,E07000004,Road Safety & Defects,3,2,1.5
2008-5,E07000005,Environmental Health,1,1,1.0
2008-5,E07000005,Road Safety & Defects,3,3,1.0
2008-5,E07000007,Abandoned Vehicles & Parking,1,1,1.0
2008-5,E07000007,Environmental Health,2,2,1.0
2008-5,E07000007,Incivilities,1,1,1.0
2008-5,E07000007,Other,1,1,1.0
2008-5,E07000007,Road Safety & Defects,2,1,2.0
