period,LAD,SHEF_C,report_count,user_count,average
2014-9,E06000001,Road Safety & Defects,7,3,2.3333333333333335
2014-9,E06000002,Environmental Disruptions,1,1,1.0
2014-9,E06000002,Other,2,2,1.0
2014-9,E06000002,Road Safety & Defects,1,1,1.0
2014-9,E06000003,Environmental Health,4,3,1.3333333333333333
2014-9,E06000003,Road Safety & Defects,1,1,1.0
2014-9,E06000004,Abandoned Vehicles & Parking,5,3,1.6666666666666667
2014-9,E06000004,Environmental Disruptions,5,5,1.0
2014-9,E06000004,Environmental Health,3,3,1.0
2014-9,E06000004,Other,4,3,1.3333333333333333
2014-9,E06000004,Road Safety & Defects,11,9,1.2222222222222223
2014-9,E06000004,Vehicles,1,1,1.0
2014-9,E06000005,Environmental Health,1,1,1.0
2014-9,E06000005,Other,1,1,1.0
2014-9,E06000005,Road Safety & Defects,2,2,1.0
2014-9,E06000006,Abandoned Vehicles & Parking,2,2,1.0
2014-9,E06000006,Environmental Disruptions,2,2,1.0
2014-9,E06000006,Environmental Health,3,3,1.0
2014-9,E06000006,Other,1,1,1.0
2014-9,E06000006,Road Safety & Defects,6,5,1.2
2014-9,E06000007,Environmental Health,2,2,1.0
2014-9,E06000007,Incivilities,1,1,1.0
2014-9,E06000007,Other,1,1,1.0
2014-9,E06000007,Public Space,1,1,1.0
2014-9,E06000007,Road Safety & Defects,5,4,1.25
2014-9,E06000007,Vehicles,1,1,1.0
2014-9,E06000008,Environmental Disruptions,1,1,1.0
2014-9,E06000008,Environmental Health,8,6,1.3333333333333333
2014-9,E06000008,Incivilities,1,1,1.0
2014-9,E06000008,Other,1,1,1.0
2014-9,E06000008,Public Space,2,2,1.0
2014-9,E06000008,Road Safety & Defects,10,8,1.25
2014-9,E06000009,Environmental Health,8,5,1.6
2014-9,E06000009,Public Space,1,1,1.0
2014-9,E06000009,Road Safety & Defects,12,8,1.5
2014-9,E06000009,Vehicles,1,1,1.0
2014-9,E06000010,Abandoned Vehicles & Parking,1,1,1.0
2014-9,E06000010,Environmental Health,10,3,3.3333333333333335
2014-9,E06000010,Road Safety & Defects,17,8,2.125
2014-9,E06000011,Environmental Disruptions,2,2,1.0
2014-9,E06000011,Environmental Health,7,4,1.75
2014-9,E06000011,Other,2,2,1.0
2014-9,E06000011,Road Safety & Defects,40,10,4.0
2014-9,E06000011,Vehicles,1,1,1.0
2014-9,E06000012,Abandoned Vehicles & Parking,2,2,1.0
2014-9,E06000012,Environmental Health,3,3,1.0
2014-9,E06000012,Road Safety & Defects,4,3,1.3333333333333333
2014-9,E06000013,Environmental Health,3,2,1.5
2014-9,E06000013,Other,1,1,1.0
2014-9,E06000013,Road Safety & Defects,6,4,1.5
2014-9,E06000014,Environmental Disruptions,1,1,1.0
2014-9,E06000014,Environmental Health,2,1,2.0
2014-9,E06000014,Incivilities,1,1,1.0
2014-9,E06000014,Public Space,1,1,1.0
2014-9,E06000014,Road Safety & Defects,21,11,1.9090909090909092
2014-9,E06000015,Environmental Disruptions,1,1,1.0
2014-9,E06000015,Environmental Health,3,3,1.0
2014-9,E06000015,Road Safety & Defects,1,1,1.0
2014-9,E06000016,Abandoned Vehicles & Parking,2,1,2.0
2014-9,E06000016,Environmental Disruptions,3,3,1.0
2014-9,E06000016,Environmental Health,5,4,1.25
2014-9,E06000016,Incivilities,1,1,1.0
2014-9,E06000016,Other,1,1,1.0
2014-9,E06000016,Public Space,2,1,2.0
2014-9,E06000016,Road Safety & Defects,11,9,1.2222222222222223
2014-9,E06000016,Vehicles,1,1,1.0
2014-9,E06000018,Abandoned Vehicles & Parking,1,1,1.0
2014-9,E06000018,Environmental Disruptions,1,1,1.0
2014-9,E06000018,Environmental Health,9,6,1.5
2014-9,E06000018,Incivilities,5,1,5.0
2014-9,E06000018,Other,6,4,1.5
2014-9,E06000018,Road Safety & Defects,10,5,2.0
2014-9,E06000019,Environmental Health,1,1,1.0
2014-9,E06000019,Road Safety & Defects,21,11,1.9090909090909092
2014-9,E06000020,Incivilities,1,1,1.0
2014-9,E06000020,Road Safety & Defects,6,5,1.2
2014-9,E06000021,Environmental Health,3,3,1.0
2014-9,E06000021,Other,1,1,1.0
2014-9,E06000021,Road Safety & Defects,9,4,2.25
2014-9,E06000021,Vehicles,1,1,1.0
2014-9,E06000022,Abandoned Vehicles & Parking,1,1,1.0
2014-9,E06000022,Environmental Health,3,1,3.0
2014-9,E06000022,Public Space,1,1,1.0
2014-9,E06000022,Road Safety & Defects,4,4,1.0
2014-9,E06000023,Abandoned Vehicles & Parking,3,3,1.0
2014-9,E06000023,Access,1,1,1.0
2014-9,E06000023,Environmental Disruptions,4,3,1.3333333333333333
2014-9,E06000023,Environmental Health,18,17,1.0588235294117647
2014-9,E06000023,Incivilities,2,1,2.0
2014-9,E06000023,Other,6,6,1.0
2014-9,E06000023,Public Space,2,2,1.0
2014-9,E06000023,Road Safety & Defects,32,19,1.6842105263157894
2014-9,E06000023,Vehicles,1,1,1.0
2014-9,E06000024,Environmental Health,4,4,1.0
2014-9,E06000024,Road Safety & Defects,14,10,1.4
2014-9,E06000024,Vehicles,1,1,1.0
2014-9,E06000025,Environmental Disruptions,3,3,1.0
2014-9,E06000025,Environmental Health,8,6,1.3333333333333333
2014-9,E06000025,Incivilities,1,1,1.0
2014-9,E06000025,Other,3,3,1.0
2014-9,E06000025,Public Space,2,2,1.0
2014-9,E06000025,Road Safety & Defects,17,15,1.1333333333333333
2014-9,E06000026,Environmental Health,5,5,1.0
2014-9,E06000026,Incivilities,1,1,1.0
2014-9,E06000026,Other,3,2,1.5
2014-9,E06000026,Road Safety & Defects,7,6,1.1666666666666667
2014-9,E06000026,Vehicles,1,1,1.0
2014-9,E06000027,Abandoned Vehicles & Parking,3,3,1.0
2014-9,E06000027,Environmental Disruptions,1,1,1.0
2014-9,E06000027,Other,1,1,1.0
2014-9,E06000027,Road Safety & Defects,4,4,1.0
2014-9,E06000028,Access,1,1,1.0
2014-9,E06000028,Environmental Disruptions,6,1,6.0
2014-9,E06000028,Environmental Health,5,3,1.6666666666666667
2014-9,E06000028,Incivilities,16,2,8.0
2014-9,E06000028,Other,1,1,1.0
2014-9,E06000028,Road Safety & Defects,59,8,7.375
2014-9,E06000029,Environmental Health,2,2,1.0
2014-9,E06000029,Road Safety & Defects,2,2,1.0
2014-9,E06000030,Abandoned Vehicles & Parking,1,1,1.0
2014-9,E06000030,Access,1,1,1.0
2014-9,E06000030,Environmental Health,9,9,1.0
2014-9,E06000030,Other,2,1,2.0
2014-9,E06000030,Public Space,1,1,1.0
2014-9,E06000030,Road Safety & Defects,8,8,1.0
2014-9,E06000031,Abandoned Vehicles & Parking,2,2,1.0
2014-9,E06000031,Environmental Disruptions,4,4,1.0
2014-9,E06000031,Environmental Health,20,14,1.4285714285714286
2014-9,E06000031,Incivilities,1,1,1.0
2014-9,E06000031,Other,7,7,1.0
2014-9,E06000031,Public Space,3,2,1.5
2014-9,E06000031,Road Safety & Defects,21,12,1.75
2014-9,E06000031,Vehicles,2,2,1.0
2014-9,E06000032,Environmental Health,32,7,4.571428571428571
2014-9,E06000032,Other,4,3,1.3333333333333333
2014-9,E06000032,Public Space,2,2,1.0
2014-9,E06000032,Road Safety & Defects,8,5,1.6
2014-9,E06000033,Abandoned Vehicles & Parking,1,1,1.0
2014-9,E06000033,Environmental Disruptions,1,1,1.0
2014-9,E06000033,Environmental Health,3,3,1.0
2014-9,E06000033,Other,16,8,2.0
2014-9,E06000034,Environmental Disruptions,3,1,3.0
2014-9,E06000034,Environmental Health,1,1,1.0
2014-9,E06000034,Other,1,1,1.0
2014-9,E06000034,Public Space,1,1,1.0
2014-9,E06000034,Road Safety & Defects,14,8,1.75
2014-9,E06000034,Vehicles,1,1,1.0
2014-9,E06000035,Abandoned Vehicles & Parking,2,2,1.0
2014-9,E06000035,Environmental Disruptions,1,1,1.0
2014-9,E06000035,Environmental Health,12,5,2.4
2014-9,E06000035,Road Safety & Defects,2,2,1.0
2014-9,E06000036,Environmental Health,7,4,1.75
2014-9,E06000036,Incivilities,1,1,1.0
2014-9,E06000036,Public Space,1,1,1.0
2014-9,E06000036,Road Safety & Defects,4,4,1.0
2014-9,E06000037,,4,4,1.0
2014-9,E06000037,Access,5,4,1.25
2014-9,E06000037,Environmental Disruptions,1,1,1.0
2014-9,E06000037,Environmental Health,1,1,1.0
2014-9,E06000037,Public Space,1,1,1.0
2014-9,E06000037,Road Safety & Defects,8,6,1.3333333333333333
2014-9,E06000038,Environmental Disruptions,4,3,1.3333333333333333
2014-9,E06000038,Environmental Health,7,5,1.4
2014-9,E06000038,Other,3,2,1.5
2014-9,E06000038,Road Safety & Defects,31,19,1.631578947368421
2014-9,E06000039,Environmental Health,21,5,4.2
2014-9,E06000039,Road Safety & Defects,9,7,1.2857142857142858
2014-9,E06000039,Vehicles,2,1,2.0
2014-9,E06000040,Incivilities,2,2,1.0
2014-9,E06000040,Other,1,1,1.0
2014-9,E06000040,Road Safety & Defects,26,13,2.0
2014-9,E06000040,Vehicles,1,1,1.0
2014-9,E06000041,Abandoned Vehicles & Parking,1,1,1.0
2014-9,E06000041,Environmental Health,4,4,1.0
2014-9,E06000041,Incivilities,2,2,1.0
