period,LAD,SHEF_C,report_count,user_count,average
2008-6,E06000002,Environmental Health,1,1,1.0
2008-6,E06000003,Road Safety & Defects,1,1,1.0
2008-6,E06000004,Abandoned Vehicles & Parking,1,1,1.0
2008-6,E06000004,Other,1,1,1.0
2008-6,E06000004,Road Safety & Defects,1,1,1.0
2008-6,E06000005,Road Safety & Defects,1,1,1.0
2008-6,E06000007,Environmental Health,1,1,1.0
2008-6,E06000007,Road Safety & Defects,1,1,1.0
2008-6,E06000008,Environmental Health,1,1,1.0
2008-6,E06000009,Environmental Health,1,1,1.0
2008-6,E06000010,Other,1,1,1.0
2008-6,E06000010,Public Space,1,1,1.0
2008-6,E06000010,Road Safety & Defects,1,1,1.0
2008-6,E06000011,Environmental Disruptions,2,2,1.0
2008-6,E06000011,Other,3,2,1.5
2008-6,E06000011,Road Safety & Defects,2,2,1.0
2008-6,E06000011,Vehicles,1,1,1.0
2008-6,E06000014,Environmental Disruptions,1,1,1.0
2008-6,E06000015,Environmental Health,2,2,1.0
2008-6,E06000015,Other,1,1,1.0
2008-6,E06000015,Road Safety & Defects,1,1,1.0
2008-6,E06000016,Environmental Health,3,3,1.0
2008-6,E06000016,Other,3,2,1.5
2008-6,E06000016,Road Safety & Defects,4,3,1.3333333333333333
2008-6,E06000017,Road Safety & Defects,1,1,1.0
2008-6,E06000018,Incivilities,4,1,4.0
2008-6,E06000018,Other,3,1,3.0
2008-6,E06000018,Road Safety & Defects,3,1,3.0
2008-6,E06000019,Abandoned Vehicles & Parking,2,1,2.0
2008-6,E06000019,Environmental Health,2,2,1.0
2008-6,E06000019,Incivilities,2,1,2.0
2008-6,E06000019,Other,1,1,1.0
2008-6,E06000019,Road Safety & Defects,2,2,1.0
2008-6,E06000020,Road Safety & Defects,6,1,6.0
2008-6,E06000021,Other,2,1,2.0
2008-6,E06000021,Public Space,1,1,1.0
2008-6,E06000021,Road Safety & Defects,1,1,1.0
2008-6,E06000022,Other,1,1,1.0
2008-6,E06000022,Road Safety & Defects,2,1,2.0
2008-6,E06000023,Environmental Disruptions,4,4,1.0
2008-6,E06000023,Environmental Health,2,1,2.0
2008-6,E06000023,Incivilities,1,1,1.0
2008-6,E06000023,Other,1,1,1.0
2008-6,E06000023,Public Space,2,2,1.0
2008-6,E06000023,Road Safety & Defects,11,11,1.0
2008-6,E06000023,Vehicles,1,1,1.0
2008-6,E06000024,Environmental Health,2,2,1.0
2008-6,E06000024,Other,1,1,1.0
2008-6,E06000024,Road Safety & Defects,6,2,3.0
2008-6,E06000026,Environmental Health,4,2,2.0
2008-6,E06000026,Public Space,1,1,1.0
2008-6,E06000026,Road Safety & Defects,2,2,1.0
2008-6,E06000027,Road Safety & Defects,1,1,1.0
2008-6,E06000028,Other,2,2,1.0
2008-6,E06000028,Road Safety & Defects,1,1,1.0
2008-6,E06000029,Environmental Disruptions,1,1,1.0
2008-6,E06000029,Incivilities,1,1,1.0
2008-6,E06000029,Road Safety & Defects,1,1,1.0
2008-6,E06000030,Environmental Disruptions,1,1,1.0
2008-6,E06000030,Other,2,2,1.0
2008-6,E06000031,Environmental Disruptions,1,1,1.0
2008-6,E06000031,Environmental Health,9,3,3.0
2008-6,E06000031,Incivilities,18,1,18.0
2008-6,E06000031,Other,2,2,1.0
2008-6,E06000031,Road Safety & Defects,4,4,1.0
2008-6,E06000032,Incivilities,1,1,1.0
2008-6,E06000032,Other,1,1,1.0
2008-6,E06000034,Environmental Health,1,1,1.0
