period,LAD,SHEF_C,report_count,user_count,average
2018-2,E06000001,Environmental Disruptions,1,1,1.0
2018-2,E06000001,Environmental Health,12,7,1.7142857142857142
2018-2,E06000001,Other,1,1,1.0
2018-2,E06000001,Public Space,1,1,1.0
2018-2,E06000001,Road Safety & Defects,19,15,1.2666666666666666
2018-2,E06000002,Environmental Health,3,3,1.0
2018-2,E06000002,Other,2,2,1.0
2018-2,E06000002,Road Safety & Defects,17,12,1.4166666666666667
2018-2,E06000003,Abandoned Vehicles & Parking,2,2,1.0
2018-2,E06000003,Environmental Health,3,3,1.0
2018-2,E06000003,Road Safety & Defects,3,3,1.0
2018-2,E06000004,Abandoned Vehicles & Parking,3,1,3.0
2018-2,E06000004,Environmental Disruptions,2,2,1.0
2018-2,E06000004,Environmental Health,14,12,1.1666666666666667
2018-2,E06000004,Other,4,4,1.0
2018-2,E06000004,Public Space,1,1,1.0
2018-2,E06000004,Road Safety & Defects,24,18,1.3333333333333333
2018-2,E06000004,Vehicles,2,2,1.0
2018-2,E06000005,Abandoned Vehicles & Parking,1,1,1.0
2018-2,E06000005,Environmental Health,6,2,3.0
2018-2,E06000005,Road Safety & Defects,6,5,1.2
2018-2,E06000006,Abandoned Vehicles & Parking,1,1,1.0
2018-2,E06000006,Environmental Disruptions,1,1,1.0
2018-2,E06000006,Environmental Health,5,4,1.25
2018-2,E06000006,Other,2,2,1.0
2018-2,E06000006,Public Space,1,1,1.0
2018-2,E06000006,Road Safety & Defects,11,10,1.1
2018-2,E06000006,Vehicles,1,1,1.0
2018-2,E06000007,Abandoned Vehicles & Parking,1,1,1.0
2018-2,E06000007,Environmental Disruptions,1,1,1.0
2018-2,E06000007,Environmental Health,4,4,1.0
2018-2,E06000007,Other,1,1,1.0
2018-2,E06000007,Road Safety & Defects,15,12,1.25
2018-2,E06000007,Vehicles,1,1,1.0
2018-2,E06000008,Abandoned Vehicles & Parking,3,3,1.0
2018-2,E06000008,Environmental Health,9,8,1.125
2018-2,E06000008,Incivilities,1,1,1.0
2018-2,E06000008,Other,1,1,1.0
2018-2,E06000008,Public Space,1,1,1.0
2018-2,E06000008,Road Safety & Defects,22,19,1.1578947368421053
2018-2,E06000009,Environmental Health,4,4,1.0
2018-2,E06000009,Road Safety & Defects,10,9,1.1111111111111112
2018-2,E06000009,Vehicles,2,2,1.0
2018-2,E06000010,Abandoned Vehicles & Parking,2,2,1.0
2018-2,E06000010,Environmental Disruptions,1,1,1.0
2018-2,E06000010,Environmental Health,12,5,2.4
2018-2,E06000010,Incivilities,8,1,8.0
2018-2,E06000010,Other,32,2,16.0
2018-2,E06000010,Public Space,2,2,1.0
2018-2,E06000010,Road Safety & Defects,66,14,4.714285714285714
2018-2,E06000011,Environmental Health,2,2,1.0
2018-2,E06000011,Other,1,1,1.0
2018-2,E06000011,Road Safety & Defects,5,5,1.0
2018-2,E06000011,Vehicles,1,1,1.0
2018-2,E06000012,Abandoned Vehicles & Parking,2,2,1.0
2018-2,E06000012,Road Safety & Defects,6,4,1.5
2018-2,E06000013,Environmental Health,1,1,1.0
2018-2,E06000013,Other,1,1,1.0
2018-2,E06000013,Road Safety & Defects,20,14,1.4285714285714286
2018-2,E06000014,Abandoned Vehicles & Parking,1,1,1.0
2018-2,E06000014,Other,1,1,1.0
2018-2,E06000014,Road Safety & Defects,27,13,2.076923076923077
2018-2,E06000015,Environmental Health,8,6,1.3333333333333333
2018-2,E06000015,Other,1,1,1.0
2018-2,E06000015,Public Space,1,1,1.0
2018-2,E06000015,Road Safety & Defects,23,16,1.4375
2018-2,E06000015,Vehicles,4,3,1.3333333333333333
2018-2,E06000016,Abandoned Vehicles & Parking,6,6,1.0
2018-2,E06000016,Environmental Health,10,5,2.0
2018-2,E06000016,Incivilities,3,2,1.5
2018-2,E06000016,Other,1,1,1.0
2018-2,E06000016,Road Safety & Defects,12,7,1.7142857142857142
2018-2,E06000016,Vehicles,3,3,1.0
2018-2,E06000017,Environmental Health,1,1,1.0
2018-2,E06000017,Road Safety & Defects,11,6,1.8333333333333333
2018-2,E06000018,Abandoned Vehicles & Parking,7,3,2.3333333333333335
2018-2,E06000018,Environmental Health,4,3,1.3333333333333333
2018-2,E06000018,Incivilities,1,1,1.0
2018-2,E06000018,Other,1,1,1.0
2018-2,E06000018,Road Safety & Defects,23,14,1.6428571428571428
2018-2,E06000019,Abandoned Vehicles & Parking,2,2,1.0
2018-2,E06000019,Access,2,2,1.0
2018-2,E06000019,Environmental Disruptions,1,1,1.0
2018-2,E06000019,Environmental Health,2,2,1.0
2018-2,E06000019,Incivilities,1,1,1.0
2018-2,E06000019,Other,1,1,1.0
2018-2,E06000019,Public Space,1,1,1.0
2018-2,E06000019,Road Safety & Defects,67,28,2.392857142857143
2018-2,E06000019,Vehicles,2,2,1.0
2018-2,E06000020,Environmental Health,2,2,1.0
2018-2,E06000020,Road Safety & Defects,18,10,1.8
2018-2,E06000020,Vehicles,1,1,1.0
2018-2,E06000021,Abandoned Vehicles & Parking,6,6,1.0
2018-2,E06000021,Environmental Disruptions,3,2,1.5
2018-2,E06000021,Environmental Health,20,18,1.1111111111111112
2018-2,E06000021,Other,12,10,1.2
2018-2,E06000021,Public Space,3,2,1.5
2018-2,E06000021,Road Safety & Defects,95,55,1.7272727272727273
2018-2,E06000021,Vehicles,6,6,1.0
2018-2,E06000022,Abandoned Vehicles & Parking,1,1,1.0
2018-2,E06000022,Environmental Health,18,16,1.125
2018-2,E06000022,Other,1,1,1.0
2018-2,E06000022,Road Safety & Defects,53,33,1.606060606060606
2018-2,E06000022,Vehicles,1,1,1.0
2018-2,E06000023,Abandoned Vehicles & Parking,7,6,1.1666666666666667
2018-2,E06000023,Access,4,4,1.0
2018-2,E06000023,Environmental Disruptions,10,8,1.25
2018-2,E06000023,Environmental Health,51,35,1.457142857142857
2018-2,E06000023,Incivilities,4,3,1.3333333333333333
2018-2,E06000023,Other,18,15,1.2
2018-2,E06000023,Public Space,3,3,1.0
2018-2,E06000023,Road Safety & Defects,75,53,1.4150943396226414
2018-2,E06000023,Vehicles,9,9,1.0
2018-2,E06000024,Abandoned Vehicles & Parking,2,2,1.0
2018-2,E06000024,Environmental Health,5,3,1.6666666666666667
2018-2,E06000024,Other,2,2,1.0
2018-2,E06000024,Public Space,2,2,1.0
2018-2,E06000024,Road Safety & Defects,23,19,1.2105263157894737
2018-2,E06000024,Vehicles,1,1,1.0
2018-2,E06000025,Abandoned Vehicles & Parking,2,2,1.0
2018-2,E06000025,Environmental Health,23,18,1.2777777777777777
2018-2,E06000025,Incivilities,2,1,2.0
2018-2,E06000025,Other,5,5,1.0
2018-2,E06000025,Road Safety & Defects,54,38,1.4210526315789473
2018-2,E06000025,Vehicles,2,2,1.0
2018-2,E06000026,Abandoned Vehicles & Parking,4,4,1.0
2018-2,E06000026,Environmental Disruptions,1,1,1.0
2018-2,E06000026,Environmental Health,5,4,1.25
2018-2,E06000026,Other,2,2,1.0
2018-2,E06000026,Road Safety & Defects,25,16,1.5625
2018-2,E06000026,Vehicles,1,1,1.0
2018-2,E06000027,Environmental Health,4,4,1.0
2018-2,E06000027,Incivilities,1,1,1.0
2018-2,E06000027,Road Safety & Defects,7,7,1.0
2018-2,E06000028,Abandoned Vehicles & Parking,1,1,1.0
2018-2,E06000028,Environmental Health,1,1,1.0
2018-2,E06000028,Other,2,2,1.0
2018-2,E06000028,Road Safety & Defects,3,3,1.0
2018-2,E06000028,Vehicles,1,1,1.0
2018-2,E06000029,Other,2,2,1.0
2018-2,E06000029,Road Safety & Defects,13,11,1.1818181818181819
2018-2,E06000029,Vehicles,1,1,1.0
2018-2,E06000030,Abandoned Vehicles & Parking,2,2,1.0
2018-2,E06000030,Environmental Health,6,5,1.2
2018-2,E06000030,Other,1,1,1.0
2018-2,E06000030,Public Space,1,1,1.0
2018-2,E06000030,Road Safety & Defects,11,10,1.1
2018-2,E06000030,Vehicles,1,1,1.0
2018-2,E06000031,Abandoned Vehicles & Parking,5,5,1.0
2018-2,E06000031,Environmental Health,30,17,1.7647058823529411
2018-2,E06000031,Other,7,6,1.1666666666666667
2018-2,E06000031,Public Space,2,2,1.0
2018-2,E06000031,Road Safety & Defects,50,17,2.9411764705882355
2018-2,E06000031,Vehicles,4,4,1.0
2018-2,E06000032,Abandoned Vehicles & Parking,6,5,1.2
2018-2,E06000032,Access,1,1,1.0
2018-2,E06000032,Environmental Disruptions,2,2,1.0
2018-2,E06000032,Environmental Health,51,27,1.8888888888888888
2018-2,E06000032,Other,7,7,1.0
2018-2,E06000032,Public Space,1,1,1.0
2018-2,E06000032,Road Safety & Defects,50,36,1.3888888888888888
2018-2,E06000032,Vehicles,13,11,1.1818181818181819
2018-2,E06000033,Abandoned Vehicles & Parking,1,1,1.0
2018-2,E06000033,Environmental Disruptions,1,1,1.0
2018-2,E06000033,Environmental Health,6,2,3.0
2018-2,E06000033,Other,28,17,1.6470588235294117
2018-2,E06000033,Public Space,1,1,1.0
2018-2,E06000033,Vehicles,1,1,1.0
2018-2,E06000034,Abandoned Vehicles & Parking,2,2,1.0
2018-2,E06000034,Environmental Health,4,4,1.0
2018-2,E06000034,Road Safety & Defects,7,6,1.1666666666666667
2018-2,E06000034,Vehicles,1,1,1.0
2018-2,E06000035,Abandoned Vehicles & Parking,2,2,1.0
2018-2,E06000035,Environmental Health,6,4,1.5
2018-2,E06000035,Other,3,3,1.0
2018-2,E06000035,Public Space,1,1,1.0
2018-2,E06000035,Road Safety & Defects,23,14,1.6428571428571428
2018-2,E06000036,Abandoned Vehicles & Parking,11,9,1.2222222222222223
2018-2,E06000036,Environmental Health,4,4,1.0
2018-2,E06000036,Other,2,2,1.0
2018-2,E06000036,Public Space,1,1,1.0
2018-2,E06000036,Road Safety & Defects,11,10,1.1
2018-2,E06000036,Vehicles,1,1,1.0
2018-2,E06000037,Access,7,6,1.1666666666666667
2018-2,E06000037,Environmental Disruptions,3,3,1.0
2018-2,E06000037,Environmental Health,1,1,1.0
2018-2,E06000037,Road Safety & Defects,33,16,2.0625
2018-2,E06000038,Abandoned Vehicles & Parking,2,2,1.0
2018-2,E06000038,Environmental Disruptions,1,1,1.0
2018-2,E06000038,Environmental Health,14,9,1.5555555555555556
2018-2,E06000038,Incivilities,3,1,3.0
2018-2,E06000038,Other,6,5,1.2
2018-2,E06000038,Road Safety & Defects,29,24,1.2083333333333333
2018-2,E06000038,Vehicles,2,2,1.0
2018-2,E06000039,Abandoned Vehicles & Parking,6,6,1.0
2018-2,E06000039,Environmental Health,4,2,2.0
2018-2,E06000039,Other,3,3,1.0
2018-2,E06000039,Road Safety & Defects,17,13,1.3076923076923077
2018-2,E06000039,Vehicles,1,1,1.0
2018-2,E06000040,Abandoned Vehicles & Parking,3,3,1.0
2018-2,E06000040,Environmental Health,3,3,1.0
2018-2,E06000040,Other,1,1,1.0
2018-2,E06000040,Road Safety & Defects,25,18,1.3888888888888888
2018-2,E06000041,Abandoned Vehicles & Parking,2,2,1.0
2018-2,E06000041,Environmental Disruptions,1,1,1.0
2018-2,E06000041,Environmental Health,28,18,1.5555555555555556
2018-2,E06000041,Incivilities,2,2,1.0
2018-2,E06000041,Other,4,4,1.0
2018-2,E06000041,Public Space,2,2,1.0
2018-2,E06000041,Road Safety & Defects,36,22,1.6363636363636365
2018-2,E06000042,Abandoned Vehicles & Parking,1,1,1.0
2018-2,E06000042,Road Safety & Defects,7,6,1.1666666666666667
2018-2,E06000042,Vehicles,3,3,1.0
2018-2,E06000043,Abandoned Vehicles & Parking,6,4,1.5
2018-2,E06000043,Environmental Health,8,5,1.6
2018-2,E06000043,Incivilities,2,2,1.0
2018-2,E06000043,Other,5,5,1.0
2018-2,E06000043,Road Safety & Defects,22,18,1.2222222222222223
2018-2,E06000044,Abandoned Vehicles & Parking,1,1,1.0
2018-2,E06000044,Environmental Health,3,2,1.5
2018-2,E06000044,Other,2,2,1.0
