lad,SHEF_C_CODE,reports,unique_users,average_per_user
E06000017,C1,3,3,1.0
E06000022,C1,8,8,1.0
E06000023,C1,29,23,1.2608695652173914
E06000031,C1,9,8,1.125
E06000037,C1,10,10,1.0
E06000038,C1,1,1,1.0
E06000060,C1,3,3,1.0
E07000062,C1,2,1,2.0
E07000063,C1,4,4,1.0
E07000064,C1,4,3,1.3333333333333333
E07000065,C1,22,4,5.5
E07000071,C1,1,1,1.0
E07000072,C1,1,1,1.0
E07000076,C1,1,1,1.0
E07000078,C1,1,1,1.0
E07000081,C1,1,1,1.0
E07000082,C1,1,1,1.0
E07000085,C1,2,2,1.0
E07000086,C1,2,2,1.0
E07000093,C1,1,1,1.0
E07000094,C1,1,1,1.0
E07000099,C1,1,1,1.0
E07000102,C1,3,2,1.5
E07000103,C1,1,1,1.0
E07000119,C1,1,1,1.0
E07000136,C1,3,3,1.0
E07000137,C1,6,4,1.5
E07000138,C1,4,4,1.0
E07000139,C1,2,2,1.0
E07000140,C1,1,1,1.0
E07000141,C1,3,3,1.0
E07000143,C1,1,1,1.0
E07000145,C1,1,1,1.0
E07000146,C1,1,1,1.0
E07000147,C1,62,2,31.0
E07000149,C1,3,3,1.0
E07000151,C1,2,2,1.0
E07000152,C1,2,2,1.0
E07000153,C1,1,1,1.0
E07000154,C1,2,2,1.0
E07000155,C1,3,3,1.0
E07000156,C1,4,4,1.0
E07000207,C1,1,1,1.0
E07000208,C1,1,1,1.0
E07000209,C1,1,1,1.0
E07000212,C1,3,3,1.0
E07000213,C1,2,2,1.0
E07000217,C1,1,1,1.0
E07000218,C1,4,4,1.0
E07000220,C1,10,7,1.4285714285714286
E07000221,C1,7,7,1.0
E07000222,C1,4,4,1.0
E07000241,C1,1,1,1.0
E07000242,C1,1,1,1.0
E07000243,C1,1,1,1.0
E07000244,C1,1,1,1.0
E07000245,C1,1,1,1.0
E09000002,C1,1,1,1.0
E09000003,C1,1,1,1.0
E09000004,C1,73,45,1.6222222222222222
E09000006,C1,3,3,1.0
E09000007,C1,1,1,1.0
E09000011,C1,1,1,1.0
E09000018,C1,41,32,1.28125
E09000020,C1,1,1,1.0
E09000023,C1,2,2,1.0
E09000028,C1,2,2,1.0
S12000017,C1,2,1,2.0
E06000001,C2,4,3,1.3333333333333333
E06000004,C2,2,2,1.0
E06000007,C2,1,1,1.0
E06000009,C2,1,1,1.0
E06000010,C2,3,3,1.0
E06000015,C2,2,2,1.0
E06000016,C2,1,1,1.0
E06000017,C2,5,5,1.0
E06000019,C2,4,4,1.0
E06000021,C2,4,4,1.0
E06000022,C2,22,20,1.1
E06000023,C2,21,17,1.2352941176470589
E06000025,C2,3,3,1.0
E06000031,C2,7,6,1.1666666666666667
E06000032,C2,1,1,1.0
E06000037,C2,12,10,1.2
E06000038,C2,4,4,1.0
E06000039,C2,2,1,2.0
E06000040,C2,1,1,1.0
E06000041,C2,3,3,1.0
E06000043,C2,1,1,1.0
E06000051,C2,1,1,1.0
E06000052,C2,1,1,1.0
E06000057,C2,3,1,3.0
E06000060,C2,68,58,1.1724137931034482
E07000009,C2,2,2,1.0
