period,LAD,SHEF_C_CODE,report_count,user_count,average
2013-1,,C2,1,1,1.0
2013-1,,C3,7,5,1.4
2013-1,,C4,2,2,1.0
2013-1,,C5,5,4,1.25
2013-1,,C7,24,23,1.0434782608695652
2013-1,,C8,1,1,1.0
2013-1,E06000001,C3,1,1,1.0
2013-1,E06000001,C7,2,2,1.0
2013-1,E06000002,C5,2,2,1.0
2013-1,E06000002,C7,6,3,2.0
2013-1,E06000002,C8,1,1,1.0
2013-1,E06000003,C3,1,1,1.0
2013-1,E06000003,C5,1,1,1.0
2013-1,E06000003,C7,3,3,1.0
2013-1,E06000004,C2,2,1,2.0
2013-1,E06000004,C5,1,1,1.0
2013-1,E06000004,C7,8,7,1.1428571428571428
2013-1,E06000005,C3,2,2,1.0
2013-1,E06000005,C7,10,6,1.6666666666666667
2013-1,E06000005,C8,2,2,1.0
2013-1,E06000006,C2,1,1,1.0
2013-1,E06000006,C7,10,7,1.4285714285714286
2013-1,E06000007,C3,5,4,1.25
2013-1,E06000007,C7,29,23,1.2608695652173914
2013-1,E06000008,C3,15,11,1.3636363636363635
2013-1,E06000008,C5,3,3,1.0
2013-1,E06000008,C7,52,40,1.3
2013-1,E06000008,C8,1,1,1.0
2013-1,E06000009,C3,6,5,1.2
2013-1,E06000009,C5,1,1,1.0
2013-1,E06000009,C7,13,11,1.1818181818181819
2013-1,E06000010,C3,1,1,1.0
2013-1,E06000010,C7,15,13,1.1538461538461537
2013-1,E06000011,C3,3,3,1.0
2013-1,E06000011,C4,1,1,1.0
2013-1,E06000011,C5,2,2,1.0
2013-1,E06000011,C7,45,20,2.25
2013-1,E06000012,C3,4,2,2.0
2013-1,E06000012,C7,7,4,1.75
2013-1,E06000012,C8,2,2,1.0
2013-1,E06000013,C7,6,5,1.2
2013-1,E06000014,C2,1,1,1.0
2013-1,E06000014,C3,2,2,1.0
2013-1,E06000014,C5,1,1,1.0
2013-1,E06000014,C7,22,15,1.4666666666666666
2013-1,E06000015,C3,3,3,1.0
2013-1,E06000015,C4,1,1,1.0
2013-1,E06000015,C5,3,3,1.0
2013-1,E06000015,C7,10,9,1.1111111111111112
2013-1,E06000015,C8,1,1,1.0
2013-1,E06000016,C3,2,2,1.0
2013-1,E06000016,C7,9,8,1.125
2013-1,E06000016,C8,1,1,1.0
2013-1,E06000017,C7,6,4,1.5
2013-1,E06000018,C3,1,1,1.0
2013-1,E06000018,C4,3,3,1.0
2013-1,E06000018,C5,1,1,1.0
