period,LAD,SHEF_C,report_count,user_count,average
2015-11,E06000001,Environmental Health,6,1,6.0
2015-11,E06000001,Road Safety & Defects,6,6,1.0
2015-11,E06000002,Environmental Health,1,1,1.0
2015-11,E06000002,Road Safety & Defects,5,4,1.25
2015-11,E06000003,Environmental Health,2,1,2.0
2015-11,E06000003,Other,1,1,1.0
2015-11,E06000004,Abandoned Vehicles & Parking,1,1,1.0
2015-11,E06000004,Environmental Health,4,4,1.0
2015-11,E06000004,Other,1,1,1.0
2015-11,E06000004,Road Safety & Defects,19,15,1.2666666666666666
2015-11,E06000004,Vehicles,1,1,1.0
2015-11,E06000005,Environmental Health,6,2,3.0
2015-11,E06000005,Other,2,1,2.0
2015-11,E06000005,Road Safety & Defects,7,6,1.1666666666666667
2015-11,E06000005,Vehicles,1,1,1.0
2015-11,E06000006,Environmental Disruptions,1,1,1.0
2015-11,E06000006,Environmental Health,2,2,1.0
2015-11,E06000006,Public Space,1,1,1.0
2015-11,E06000006,Road Safety & Defects,3,3,1.0
2015-11,E06000006,Vehicles,1,1,1.0
2015-11,E06000007,Abandoned Vehicles & Parking,3,3,1.0
2015-11,E06000007,Environmental Health,1,1,1.0
2015-11,E06000007,Other,3,2,1.5
2015-11,E06000007,Road Safety & Defects,15,11,1.3636363636363635
2015-11,E06000008,Abandoned Vehicles & Parking,2,2,1.0
2015-11,E06000008,Environmental Disruptions,2,2,1.0
2015-11,E06000008,Environmental Health,10,8,1.25
2015-11,E06000008,Other,1,1,1.0
2015-11,E06000008,Road Safety & Defects,16,16,1.0
2015-11,E06000008,Vehicles,1,1,1.0
2015-11,E06000009,Abandoned Vehicles & Parking,2,2,1.0
2015-11,E06000009,Environmental Health,5,5,1.0
2015-11,E06000009,Other,5,4,1.25
2015-11,E06000009,Road Safety & Defects,13,8,1.625
2015-11,E06000009,Vehicles,1,1,1.0
2015-11,E06000010,,1,1,1.0
2015-11,E06000010,Abandoned Vehicles & Parking,1,1,1.0
2015-11,E06000010,Environmental Disruptions,1,1,1.0
2015-11,E06000010,Environmental Health,13,6,2.1666666666666665
2015-11,E06000010,Incivilities,12,1,12.0
2015-11,E06000010,Other,1,1,1.0
2015-11,E06000010,Road Safety & Defects,66,11,6.0
