period,LAD,SHEF_C,report_count,user_count,average
2013-6,E06000001,Environmental Health,1,1,1.0
2013-6,E06000001,Public Space,1,1,1.0
2013-6,E06000001,Road Safety & Defects,4,4,1.0
2013-6,E06000002,Environmental Health,3,2,1.5
2013-6,E06000002,Public Space,1,1,1.0
2013-6,E06000002,Road Safety & Defects,2,2,1.0
2013-6,E06000003,Abandoned Vehicles & Parking,1,1,1.0
2013-6,E06000003,Environmental Health,2,2,1.0
2013-6,E06000003,Road Safety & Defects,2,2,1.0
2013-6,E06000003,Vehicles,1,1,1.0
2013-6,E06000004,Environmental Health,1,1,1.0
2013-6,E06000004,Road Safety & Defects,2,1,2.0
2013-6,E06000005,Road Safety & Defects,7,7,1.0
2013-6,E06000006,Environmental Health,1,1,1.0
2013-6,E06000006,Public Space,1,1,1.0
2013-6,E06000006,Road Safety & Defects,4,4,1.0
2013-6,E06000007,Abandoned Vehicles & Parking,1,1,1.0
2013-6,E06000007,Other,1,1,1.0
2013-6,E06000007,Road Safety & Defects,7,6,1.1666666666666667
2013-6,E06000008,Environmental Disruptions,1,1,1.0
2013-6,E06000008,Environmental Health,5,5,1.0
2013-6,E06000008,Other,6,5,1.2
2013-6,E06000008,Public Space,2,2,1.0
2013-6,E06000008,Road Safety & Defects,13,13,1.0
2013-6,E06000008,Vehicles,2,2,1.0
2013-6,E06000009,Environmental Health,1,1,1.0
2013-6,E06000009,Other,4,4,1.0
2013-6,E06000009,Public Space,1,1,1.0
2013-6,E06000009,Road Safety & Defects,10,9,1.1111111111111112
2013-6,E06000009,Vehicles,2,2,1.0
2013-6,E06000010,Environmental Health,2,2,1.0
2013-6,E06000010,Other,2,2,1.0
2013-6,E06000010,Road Safety & Defects,5,5,1.0
2013-6,E06000011,Environmental Health,3,3,1.0
2013-6,E06000011,Other,2,2,1.0
2013-6,E06000011,Road Safety & Defects,11,9,1.2222222222222223
2013-6,E06000012,Abandoned Vehicles & Parking,1,1,1.0
2013-6,E06000012,Environmental Health,1,1,1.0
2013-6,E06000012,Other,3,1,3.0
2013-6,E06000012,Road Safety & Defects,3,3,1.0
2013-6,E06000013,Environmental Health,1,1,1.0
2013-6,E06000013,Road Safety & Defects,10,6,1.6666666666666667
2013-6,E06000014,Environmental Disruptions,2,1,2.0
2013-6,E06000014,Environmental Health,1,1,1.0
2013-6,E06000014,Incivilities,2,2,1.0
2013-6,E06000014,Road Safety & Defects,4,4,1.0
2013-6,E06000015,Environmental Disruptions,1,1,1.0
2013-6,E06000015,Other,1,1,1.0
2013-6,E06000015,Public Space,2,1,2.0
2013-6,E06000015,Road Safety & Defects,7,5,1.4
2013-6,E06000016,Abandoned Vehicles & Parking,1,1,1.0
2013-6,E06000016,Environmental Health,3,3,1.0
2013-6,E06000016,Other,2,2,1.0
2013-6,E06000016,Road Safety & Defects,2,2,1.0
2013-6,E06000017,Road Safety & Defects,1,1,1.0
2013-6,E06000018,Environmental Disruptions,1,1,1.0
2013-6,E06000018,Environmental Health,5,3,1.6666666666666667
2013-6,E06000018,Other,1,1,1.0
2013-6,E06000018,Public Space,4,3,1.3333333333333333
2013-6,E06000018,Road Safety & Defects,9,6,1.5
2013-6,E06000019,Environmental Disruptions,1,1,1.0
2013-6,E06000019,Environmental Health,2,2,1.0
2013-6,E06000019,Other,1,1,1.0
2013-6,E06000019,Road Safety & Defects,38,20,1.9
2013-6,E06000020,Environmental Disruptions,1,1,1.0
2013-6,E06000020,Environmental Health,5,4,1.25
2013-6,E06000020,Public Space,3,2,1.5
2013-6,E06000020,Road Safety & Defects,1,1,1.0
2013-6,E06000021,Abandoned Vehicles & Parking,1,1,1.0
2013-6,E06000021,Environmental Health,6,4,1.5
2013-6,E06000021,Public Space,1,1,1.0
2013-6,E06000021,Road Safety & Defects,38,14,2.7142857142857144
2013-6,E06000021,Vehicles,1,1,1.0
2013-6,E06000022,Environmental Health,5,5,1.0
2013-6,E06000022,Other,2,2,1.0
2013-6,E06000022,Road Safety & Defects,14,9,1.5555555555555556
2013-6,E06000023,Abandoned Vehicles & Parking,3,3,1.0
2013-6,E06000023,Environmental Disruptions,2,2,1.0
2013-6,E06000023,Environmental Health,5,5,1.0
2013-6,E06000023,Other,6,3,2.0
2013-6,E06000023,Public Space,1,1,1.0
2013-6,E06000023,Road Safety & Defects,26,12,2.1666666666666665
2013-6,E06000023,Vehicles,1,1,1.0
2013-6,E06000024,Environmental Health,2,2,1.0
2013-6,E06000024,Incivilities,1,1,1.0
2013-6,E06000024,Other,1,1,1.0
2013-6,E06000024,Road Safety & Defects,4,4,1.0
2013-6,E06000024,Vehicles,1,1,1.0
2013-6,E06000025,Environmental Health,2,2,1.0
2013-6,E06000025,Incivilities,2,1,2.0
2013-6,E06000025,Other,1,1,1.0
2013-6,E06000025,Public Space,1,1,1.0
2013-6,E06000025,Road Safety & Defects,2,2,1.0
2013-6,E06000026,Environmental Health,4,4,1.0
2013-6,E06000026,Other,1,1,1.0
2013-6,E06000026,Road Safety & Defects,8,6,1.3333333333333333
2013-6,E06000027,Environmental Health,1,1,1.0
2013-6,E06000027,Incivilities,1,1,1.0
2013-6,E06000027,Other,2,2,1.0
2013-6,E06000027,Road Safety & Defects,5,4,1.25
2013-6,E06000028,Environmental Health,2,2,1.0
2013-6,E06000028,Incivilities,12,2,6.0
2013-6,E06000028,Road Safety & Defects,5,3,1.6666666666666667
2013-6,E06000028,Vehicles,1,1,1.0
2013-6,E06000029,Environmental Disruptions,1,1,1.0
2013-6,E06000029,Environmental Health,1,1,1.0
2013-6,E06000029,Road Safety & Defects,3,3,1.0
2013-6,E06000030,Environmental Disruptions,1,1,1.0
2013-6,E06000030,Environmental Health,3,3,1.0
2013-6,E06000030,Other,2,2,1.0
2013-6,E06000030,Public Space,2,2,1.0
2013-6,E06000030,Road Safety & Defects,4,4,1.0
2013-6,E06000030,Vehicles,1,1,1.0
2013-6,E06000031,Abandoned Vehicles & Parking,1,1,1.0
2013-6,E06000031,Environmental Disruptions,1,1,1.0
2013-6,E06000031,Environmental Health,11,7,1.5714285714285714
2013-6,E06000031,Other,1,1,1.0
2013-6,E06000031,Road Safety & Defects,19,9,2.111111111111111
2013-6,E06000031,Vehicles,1,1,1.0
2013-6,E06000032,Environmental Disruptions,1,1,1.0
2013-6,E06000032,Environmental Health,4,4,1.0
2013-6,E06000032,Other,1,1,1.0
2013-6,E06000032,Road Safety & Defects,6,3,2.0
2013-6,E06000033,Abandoned Vehicles & Parking,3,2,1.5
2013-6,E06000033,Environmental Disruptions,4,4,1.0
2013-6,E06000033,Environmental Health,5,3,1.6666666666666667
2013-6,E06000033,Other,11,8,1.375
2013-6,E06000034,Road Safety & Defects,4,4,1.0
2013-6,E06000035,Environmental Disruptions,1,1,1.0
2013-6,E06000035,Environmental Health,4,4,1.0
2013-6,E06000035,Other,2,2,1.0
2013-6,E06000035,Public Space,2,2,1.0
2013-6,E06000035,Road Safety & Defects,3,3,1.0
2013-6,E06000036,Environmental Health,3,3,1.0
2013-6,E06000036,Incivilities,2,1,2.0
2013-6,E06000036,Road Safety & Defects,3,3,1.0
2013-6,E06000037,,2,2,1.0
2013-6,E06000037,Access,3,2,1.5
2013-6,E06000037,Environmental Health,1,1,1.0
2013-6,E06000037,Road Safety & Defects,5,4,1.25
2013-6,E06000038,Environmental Disruptions,3,2,1.5
2013-6,E06000038,Environmental Health,7,6,1.1666666666666667
2013-6,E06000038,Other,1,1,1.0
2013-6,E06000038,Public Space,1,1,1.0
2013-6,E06000038,Road Safety & Defects,17,11,1.5454545454545454
2013-6,E06000039,Abandoned Vehicles & Parking,1,1,1.0
2013-6,E06000039,Environmental Health,2,2,1.0
2013-6,E06000039,Other,1,1,1.0
2013-6,E06000039,Road Safety & Defects,3,3,1.0
2013-6,E06000040,Abandoned Vehicles & Parking,1,1,1.0
2013-6,E06000040,Environmental Health,1,1,1.0
2013-6,E06000040,Road Safety & Defects,6,6,1.0
2013-6,E06000041,Abandoned Vehicles & Parking,1,1,1.0
2013-6,E06000041,Environmental Disruptions,5,3,1.6666666666666667
2013-6,E06000041,Environmental Health,7,4,1.75
2013-6,E06000041,Incivilities,2,1,2.0
2013-6,E06000041,Other,4,4,1.0
2013-6,E06000041,Public Space,7,5,1.4
2013-6,E06000041,Road Safety & Defects,13,10,1.3
2013-6,E06000042,Environmental Health,4,4,1.0
2013-6,E06000042,Incivilities,3,2,1.5
