period,LAD,SHEF_C,report_count,user_count,average
2013,E06000001,Abandoned Vehicles & Parking,1,1,1.0
2013,E06000001,Access,1,1,1.0
2013,E06000001,Environmental Health,4,4,1.0
2013,E06000001,Other,1,1,1.0
2013,E06000001,Public Space,4,1,4.0
2013,E06000001,Road Safety & Defects,41,17,2.411764705882353
2013,E06000002,Abandoned Vehicles & Parking,3,3,1.0
2013,E06000002,Environmental Disruptions,1,1,1.0
2013,E06000002,Environmental Health,3,2,1.5
2013,E06000002,Incivilities,1,1,1.0
2013,E06000002,Other,7,7,1.0
2013,E06000002,Public Space,1,1,1.0
2013,E06000002,Road Safety & Defects,38,24,1.5833333333333333
2013,E06000002,Vehicles,1,1,1.0
2013,E06000003,Abandoned Vehicles & Parking,1,1,1.0
2013,E06000003,Environmental Disruptions,3,3,1.0
2013,E06000003,Environmental Health,14,12,1.1666666666666667
2013,E06000003,Other,13,11,1.1818181818181819
2013,E06000003,Public Space,1,1,1.0
2013,E06000003,Road Safety & Defects,41,26,1.5769230769230769
2013,E06000003,Vehicles,1,1,1.0
2013,E06000004,Abandoned Vehicles & Parking,1,1,1.0
2013,E06000004,Environmental Disruptions,5,4,1.25
2013,E06000004,Environmental Health,11,8,1.375
2013,E06000004,Other,3,3,1.0
2013,E06000004,Public Space,3,3,1.0
2013,E06000004,Road Safety & Defects,60,47,1.2765957446808511
2013,E06000004,Vehicles,2,1,2.0
2013,E06000005,Abandoned Vehicles & Parking,1,1,1.0
2013,E06000005,Environmental Disruptions,1,1,1.0
2013,E06000005,Environmental Health,15,11,1.3636363636363635
2013,E06000005,Incivilities,3,2,1.5
2013,E06000005,Other,1,1,1.0
2013,E06000005,Road Safety & Defects,56,30,1.8666666666666667
2013,E06000005,Vehicles,1,1,1.0
2013,E06000006,Abandoned Vehicles & Parking,3,2,1.5
2013,E06000006,Environmental Disruptions,7,2,3.5
2013,E06000006,Environmental Health,25,9,2.7777777777777777
2013,E06000006,Incivilities,1,1,1.0
2013,E06000006,Other,8,7,1.1428571428571428
2013,E06000006,Public Space,6,5,1.2
2013,E06000006,Road Safety & Defects,46,27,1.7037037037037037
2013,E06000006,Vehicles,1,1,1.0
2013,E06000007,Abandoned Vehicles & Parking,3,3,1.0
2013,E06000007,Environmental Disruptions,4,4,1.0
2013,E06000007,Environmental Health,19,12,1.5833333333333333
2013,E06000007,Incivilities,2,2,1.0
2013,E06000007,Other,12,11,1.0909090909090908
2013,E06000007,Public Space,1,1,1.0
2013,E06000007,Road Safety & Defects,207,118,1.7542372881355932
2013,E06000007,Vehicles,1,1,1.0
2013,E06000008,Abandoned Vehicles & Parking,15,13,1.1538461538461537
2013,E06000008,Environmental Disruptions,8,8,1.0
2013,E06000008,Environmental Health,143,94,1.5212765957446808
2013,E06000008,Incivilities,1,1,1.0
2013,E06000008,Other,42,35,1.2
2013,E06000008,Public Space,8,7,1.1428571428571428
2013,E06000008,Road Safety & Defects,377,241,1.5643153526970954
2013,E06000008,Vehicles,15,13,1.1538461538461537
2013,E06000009,Abandoned Vehicles & Parking,1,1,1.0
2013,E06000009,Access,1,1,1.0
2013,E06000009,Environmental Disruptions,3,2,1.5
2013,E06000009,Environmental Health,30,21,1.4285714285714286
2013,E06000009,Other,27,23,1.173913043478261
2013,E06000009,Public Space,2,2,1.0
2013,E06000009,Road Safety & Defects,99,65,1.523076923076923
2013,E06000009,Vehicles,6,5,1.2
