period,LAD,SHEF_C_CODE,report_count,user_count,average
2010-2,,C3,3,3,1.0
2010-2,,C5,1,1,1.0
2010-2,,C7,4,4,1.0
2010-2,E06000001,C3,1,1,1.0
2010-2,E06000001,C5,1,1,1.0
2010-2,E06000001,C7,4,3,1.3333333333333333
2010-2,E06000002,C5,2,2,1.0
2010-2,E06000002,C7,4,3,1.3333333333333333
2010-2,E06000003,C7,3,3,1.0
2010-2,E06000003,C8,1,1,1.0
2010-2,E06000004,C3,10,4,2.5
2010-2,E06000004,C5,1,1,1.0
2010-2,E06000004,C6,1,1,1.0
2010-2,E06000004,C7,2,2,1.0
2010-2,E06000004,C8,1,1,1.0
2010-2,E06000005,C3,3,2,1.5
2010-2,E06000005,C5,1,1,1.0
2010-2,E06000005,C7,4,3,1.3333333333333333
2010-2,E06000006,C3,2,2,1.0
2010-2,E06000006,C4,1,1,1.0
2010-2,E06000006,C7,5,2,2.5
2010-2,E06000007,C3,2,2,1.0
2010-2,E06000007,C5,1,1,1.0
2010-2,E06000007,C7,10,6,1.6666666666666667
2010-2,E06000008,C3,8,6,1.3333333333333333
2010-2,E06000008,C5,2,2,1.0
2010-2,E06000008,C7,114,6,19.0
2010-2,E06000009,C3,2,2,1.0
2010-2,E06000009,C5,1,1,1.0
2010-2,E06000009,C7,18,13,1.3846153846153846
2010-2,E06000010,C3,1,1,1.0
2010-2,E06000010,C6,1,1,1.0
2010-2,E06000010,C7,4,4,1.0
2010-2,E06000011,C2,1,1,1.0
2010-2,E06000011,C3,3,2,1.5
2010-2,E06000011,C7,19,10,1.9
2010-2,E06000011,C8,2,2,1.0
2010-2,E06000012,C5,1,1,1.0
2010-2,E06000012,C7,1,1,1.0
2010-2,E06000013,C7,4,1,4.0
2010-2,E06000014,C3,1,1,1.0
2010-2,E06000014,C5,2,2,1.0
2010-2,E06000014,C7,9,6,1.5
2010-2,E06000015,C2,1,1,1.0
2010-2,E06000015,C3,2,2,1.0
2010-2,E06000015,C5,1,1,1.0
2010-2,E06000015,C7,10,7,1.4285714285714286
2010-2,E06000016,C3,1,1,1.0
2010-2,E06000016,C5,1,1,1.0
2010-2,E06000016,C7,8,7,1.1428571428571428
2010-2,E06000016,C8,2,2,1.0
2010-2,E06000017,C3,1,1,1.0
2010-2,E06000017,C7,1,1,1.0
2010-2,E06000018,C3,1,1,1.0
2010-2,E06000018,C4,2,1,2.0
2010-2,E06000018,C5,1,1,1.0
2010-2,E06000018,C7,5,4,1.25
2010-2,E06000018,C8,2,1,2.0
2010-2,E06000019,C3,2,1,2.0
2010-2,E06000019,C5,1,1,1.0
2010-2,E06000019,C7,12,11,1.0909090909090908
2010-2,E06000019,C8,2,2,1.0
2010-2,E06000020,C4,1,1,1.0
2010-2,E06000020,C5,1,1,1.0
2010-2,E06000020,C7,15,4,3.75
2010-2,E06000021,C3,8,5,1.6
2010-2,E06000021,C5,5,4,1.25
2010-2,E06000021,C7,13,9,1.4444444444444444
2010-2,E06000021,C8,2,2,1.0
2010-2,E06000022,C2,1,1,1.0
2010-2,E06000022,C3,2,2,1.0
2010-2,E06000022,C5,1,1,1.0
2010-2,E06000022,C7,18,10,1.8
2010-2,E06000023,C2,1,1,1.0
2010-2,E06000023,C3,4,4,1.0
2010-2,E06000023,C4,2,2,1.0
2010-2,E06000023,C5,1,1,1.0
2010-2,E06000023,C7,24,17,1.411764705882353
2010-2,E06000023,C8,6,5,1.2
2010-2,E06000024,C7,16,10,1.6
2010-2,E06000025,C3,1,1,1.0
2010-2,E06000025,C4,1,1,1.0
2010-2,E06000025,C5,1,1,1.0
2010-2,E06000025,C7,9,9,1.0
2010-2,E06000026,C3,2,2,1.0
2010-2,E06000026,C4,1,1,1.0
2010-2,E06000026,C5,1,1,1.0
2010-2,E06000026,C7,15,10,1.5
2010-2,E06000027,C3,5,4,1.25
2010-2,E06000027,C4,1,1,1.0
2010-2,E06000027,C8,1,1,1.0
2010-2,E06000028,C3,10,7,1.4285714285714286
2010-2,E06000028,C4,2,2,1.0
2010-2,E06000028,C5,1,1,1.0
2010-2,E06000028,C6,2,2,1.0
2010-2,E06000028,C7,51,8,6.375
2010-2,E06000028,C8,2,2,1.0
2010-2,E06000029,C7,6,6,1.0
2010-2,E06000030,C7,6,4,1.5
2010-2,E06000031,C2,1,1,1.0
2010-2,E06000031,C3,4,3,1.3333333333333333
2010-2,E06000031,C4,6,1,6.0
2010-2,E06000031,C5,2,2,1.0
2010-2,E06000031,C7,17,13,1.3076923076923077
2010-2,E06000032,C7,2,2,1.0
2010-2,E06000033,C5,6,5,1.2
2010-2,E06000034,C5,1,1,1.0
2010-2,E06000034,C8,1,1,1.0
2010-2,E06000035,C2,1,1,1.0
2010-2,E06000035,C3,2,2,1.0
2010-2,E06000035,C4,1,1,1.0
2010-2,E06000035,C5,1,1,1.0
2010-2,E06000035,C7,9,9,1.0
2010-2,E06000035,C8,6,6,1.0
2010-2,E06000036,C2,1,1,1.0
2010-2,E06000036,C5,1,1,1.0
2010-2,E06000036,C7,3,3,1.0
2010-2,E06000037,C3,1,1,1.0
