period,LAD,SHEF_C_CODE,report_count,user_count,average
2011-5,,C3,1,1,1.0
2011-5,,C5,2,1,2.0
2011-5,,C6,1,1,1.0
2011-5,E06000001,C2,1,1,1.0
2011-5,E06000001,C3,1,1,1.0
2011-5,E06000001,C7,1,1,1.0
2011-5,E06000002,C2,1,1,1.0
2011-5,E06000002,C3,2,1,2.0
2011-5,E06000002,C5,1,1,1.0
2011-5,E06000002,C7,1,1,1.0
2011-5,E06000002,C8,2,2,1.0
2011-5,E06000003,C3,1,1,1.0
2011-5,E06000003,C5,1,1,1.0
2011-5,E06000003,C7,2,2,1.0
2011-5,E06000003,C8,2,2,1.0
2011-5,E06000004,C2,1,1,1.0
2011-5,E06000004,C3,2,2,1.0
2011-5,E06000004,C5,3,3,1.0
2011-5,E06000004,C7,1,1,1.0
2011-5,E06000005,C3,1,1,1.0
2011-5,E06000005,C7,2,2,1.0
2011-5,E06000006,C5,1,1,1.0
2011-5,E06000006,C7,3,3,1.0
2011-5,E06000007,C3,1,1,1.0
2011-5,E06000007,C7,4,4,1.0
2011-5,E06000007,C8,1,1,1.0
2011-5,E06000008,C2,1,1,1.0
2011-5,E06000008,C3,9,8,1.125
2011-5,E06000008,C5,5,5,1.0
2011-5,E06000008,C6,3,3,1.0
2011-5,E06000008,C7,13,13,1.0
2011-5,E06000008,C8,1,1,1.0
2011-5,E06000009,C3,3,2,1.5
2011-5,E06000009,C5,1,1,1.0
2011-5,E06000009,C7,14,8,1.75
2011-5,E06000009,C8,2,2,1.0
2011-5,E06000010,C3,3,3,1.0
2011-5,E06000010,C4,1,1,1.0
2011-5,E06000010,C5,1,1,1.0
2011-5,E06000010,C7,4,3,1.3333333333333333
2011-5,E06000011,C2,1,1,1.0
2011-5,E06000011,C3,2,2,1.0
2011-5,E06000011,C6,1,1,1.0
2011-5,E06000011,C7,7,7,1.0
2011-5,E06000012,C5,2,2,1.0
2011-5,E06000013,C5,1,1,1.0
2011-5,E06000013,C7,5,5,1.0
2011-5,E06000014,C2,2,1,2.0
2011-5,E06000014,C4,1,1,1.0
2011-5,E06000014,C5,1,1,1.0
2011-5,E06000014,C7,1,1,1.0
