period,LAD,SHEF_C_CODE,report_count,user_count,average
2010,E06000001,C1,1,1,1.0
2010,E06000001,C3,6,4,1.5
2010,E06000001,C5,8,8,1.0
2010,E06000001,C7,26,15,1.7333333333333334
2010,E06000001,C8,1,1,1.0
2010,E06000002,C2,4,3,1.3333333333333333
2010,E06000002,C3,11,10,1.1
2010,E06000002,C5,8,7,1.1428571428571428
2010,E06000002,C6,2,2,1.0
2010,E06000002,C7,31,22,1.4090909090909092
2010,E06000002,C8,6,6,1.0
2010,E06000003,C2,6,6,1.0
2010,E06000003,C3,10,8,1.25
2010,E06000003,C4,1,1,1.0
2010,E06000003,C5,17,15,1.1333333333333333
2010,E06000003,C6,1,1,1.0
2010,E06000003,C7,40,31,1.2903225806451613
2010,E06000003,C8,9,7,1.2857142857142858
2010,E06000004,C2,3,3,1.0
2010,E06000004,C3,23,11,2.090909090909091
2010,E06000004,C5,10,10,1.0
2010,E06000004,C6,6,6,1.0
2010,E06000004,C7,40,32,1.25
2010,E06000004,C8,4,4,1.0
2010,E06000005,C2,2,2,1.0
2010,E06000005,C3,18,12,1.5
2010,E06000005,C4,2,2,1.0
2010,E06000005,C5,1,1,1.0
2010,E06000005,C7,27,20,1.35
2010,E06000005,C8,4,4,1.0
2010,E06000006,C2,3,3,1.0
2010,E06000006,C3,5,5,1.0
2010,E06000006,C4,3,3,1.0
2010,E06000006,C5,2,2,1.0
2010,E06000006,C6,1,1,1.0
2010,E06000006,C7,28,22,1.2727272727272727
2010,E06000006,C8,4,4,1.0
2010,E06000007,C2,5,5,1.0
2010,E06000007,C3,14,13,1.0769230769230769
2010,E06000007,C4,1,1,1.0
2010,E06000007,C5,6,6,1.0
2010,E06000007,C6,1,1,1.0
2010,E06000007,C7,73,48,1.5208333333333333
2010,E06000007,C8,5,5,1.0
2010,E06000008,C2,5,5,1.0
2010,E06000008,C3,97,64,1.515625
2010,E06000008,C4,8,8,1.0
2010,E06000008,C5,23,20,1.15
2010,E06000008,C6,15,5,3.0
2010,E06000008,C7,207,55,3.7636363636363637
2010,E06000008,C8,13,13,1.0
2010,E06000009,C1,1,1,1.0
2010,E06000009,C2,7,6,1.1666666666666667
2010,E06000009,C3,30,16,1.875
2010,E06000009,C5,10,9,1.1111111111111112
2010,E06000009,C6,3,3,1.0
2010,E06000009,C7,94,51,1.8431372549019607
2010,E06000009,C8,2,2,1.0
2010,E06000010,C2,1,1,1.0
2010,E06000010,C3,9,9,1.0
2010,E06000010,C4,1,1,1.0
2010,E06000010,C5,12,12,1.0
2010,E06000010,C6,3,3,1.0
2010,E06000010,C7,52,31,1.6774193548387097
2010,E06000010,C8,6,5,1.2
2010,E06000011,C2,6,6,1.0
2010,E06000011,C3,18,16,1.125
2010,E06000011,C4,2,2,1.0
2010,E06000011,C5,21,21,1.0
2010,E06000011,C6,3,3,1.0
