period,LAD,SHEF_C_CODE,report_count,user_count,average
2017-7,,C1,1,1,1.0
2017-7,,C3,14,8,1.75
2017-7,,C4,1,1,1.0
2017-7,,C5,2,2,1.0
2017-7,,C7,15,15,1.0
2017-7,,C8,2,2,1.0
2017-7,E06000001,C2,4,4,1.0
2017-7,E06000001,C3,5,3,1.6666666666666667
2017-7,E06000001,C5,2,2,1.0
2017-7,E06000001,C6,3,3,1.0
2017-7,E06000001,C7,4,4,1.0
2017-7,E06000002,C2,1,1,1.0
2017-7,E06000002,C3,1,1,1.0
2017-7,E06000002,C5,2,2,1.0
2017-7,E06000002,C6,1,1,1.0
2017-7,E06000002,C7,5,3,1.6666666666666667
2017-7,E06000003,C3,2,2,1.0
2017-7,E06000003,C5,2,2,1.0
2017-7,E06000003,C7,2,2,1.0
2017-7,E06000003,C8,1,1,1.0
2017-7,E06000004,C2,10,8,1.25
2017-7,E06000004,C3,5,5,1.0
2017-7,E06000004,C4,2,1,2.0
2017-7,E06000004,C5,6,5,1.2
2017-7,E06000004,C6,6,3,2.0
2017-7,E06000004,C7,26,21,1.2380952380952381
2017-7,E06000004,C8,8,8,1.0
2017-7,E06000005,C2,1,1,1.0
2017-7,E06000005,C3,10,4,2.5
2017-7,E06000005,C5,1,1,1.0
2017-7,E06000005,C7,6,5,1.2
2017-7,E06000006,C2,4,4,1.0
2017-7,E06000006,C3,4,4,1.0
2017-7,E06000006,C6,2,2,1.0
2017-7,E06000006,C7,11,7,1.5714285714285714
2017-7,E06000006,C8,3,3,1.0
2017-7,E06000007,C2,2,2,1.0
2017-7,E06000007,C3,1,1,1.0
2017-7,E06000007,C7,4,4,1.0
2017-7,E06000007,C8,2,2,1.0
2017-7,E06000008,C3,13,7,1.8571428571428572
2017-7,E06000008,C5,2,2,1.0
2017-7,E06000008,C7,14,11,1.2727272727272727
2017-7,E06000008,C8,4,4,1.0
2017-7,E06000009,C2,1,1,1.0
2017-7,E06000009,C3,2,2,1.0
2017-7,E06000009,C5,3,3,1.0
2017-7,E06000009,C7,6,5,1.2
2017-7,E06000009,C8,3,3,1.0
2017-7,E06000010,,3,3,1.0
2017-7,E06000010,C3,44,8,5.5
2017-7,E06000010,C4,9,1,9.0
2017-7,E06000010,C5,10,7,1.4285714285714286
2017-7,E06000010,C6,3,3,1.0
2017-7,E06000010,C7,125,5,25.0
2017-7,E06000010,C8,6,6,1.0
2017-7,E06000011,,1,1,1.0
2017-7,E06000011,C1,1,1,1.0
2017-7,E06000011,C2,1,1,1.0
2017-7,E06000011,C3,4,4,1.0
2017-7,E06000011,C5,3,3,1.0
2017-7,E06000011,C7,8,7,1.1428571428571428
2017-7,E06000011,C8,2,1,2.0
2017-7,E06000012,,1,1,1.0
2017-7,E06000012,C3,4,4,1.0
2017-7,E06000012,C4,2,2,1.0
2017-7,E06000012,C5,1,1,1.0
2017-7,E06000012,C7,1,1,1.0
2017-7,E06000012,C8,2,2,1.0
2017-7,E06000013,C1,2,1,2.0
2017-7,E06000013,C3,5,4,1.25
2017-7,E06000013,C4,2,2,1.0
2017-7,E06000013,C5,2,1,2.0
2017-7,E06000013,C7,3,3,1.0
2017-7,E06000014,C2,1,1,1.0
2017-7,E06000014,C3,2,1,2.0
2017-7,E06000014,C5,4,3,1.3333333333333333
2017-7,E06000014,C6,2,2,1.0
2017-7,E06000014,C7,4,4,1.0
2017-7,E06000014,C8,1,1,1.0
2017-7,E06000015,C2,3,3,1.0
2017-7,E06000015,C3,11,6,1.8333333333333333
2017-7,E06000015,C6,2,2,1.0
2017-7,E06000015,C7,10,8,1.25
2017-7,E06000015,C8,2,2,1.0
2017-7,E06000016,C3,13,9,1.4444444444444444
2017-7,E06000016,C4,1,1,1.0
2017-7,E06000016,C5,1,1,1.0
2017-7,E06000016,C6,2,2,1.0
2017-7,E06000016,C7,9,5,1.8
2017-7,E06000016,C8,4,4,1.0
2017-7,E06000017,C5,1,1,1.0
2017-7,E06000018,C2,2,2,1.0
2017-7,E06000018,C3,11,8,1.375
2017-7,E06000018,C5,4,4,1.0
2017-7,E06000018,C7,7,5,1.4
2017-7,E06000018,C8,5,4,1.25
2017-7,E06000019,C2,1,1,1.0
2017-7,E06000019,C3,2,2,1.0
2017-7,E06000019,C5,1,1,1.0
2017-7,E06000019,C7,12,9,1.3333333333333333
2017-7,E06000019,C8,1,1,1.0
2017-7,E06000020,C2,1,1,1.0
2017-7,E06000020,C3,5,3,1.6666666666666667
2017-7,E06000020,C5,1,1,1.0
2017-7,E06000020,C6,1,1,1.0
2017-7,E06000020,C7,3,3,1.0
2017-7,E06000020,C8,2,1,2.0
2017-7,E06000021,C2,2,1,2.0
2017-7,E06000021,C3,6,5,1.2
2017-7,E06000021,C5,4,3,1.3333333333333333
2017-7,E06000021,C7,9,8,1.125
2017-7,E06000021,C8,2,2,1.0
2017-7,E06000022,C2,1,1,1.0
2017-7,E06000022,C3,3,3,1.0
2017-7,E06000022,C5,1,1,1.0
2017-7,E06000022,C6,3,3,1.0
2017-7,E06000022,C7,20,11,1.8181818181818181
2017-7,E06000022,C8,6,4,1.5
2017-7,E06000023,C1,184,140,1.3142857142857143
2017-7,E06000023,C2,46,34,1.3529411764705883
2017-7,E06000023,C3,152,111,1.3693693693693694
2017-7,E06000023,C4,7,4,1.75
2017-7,E06000023,C5,19,19,1.0
2017-7,E06000023,C6,7,6,1.1666666666666667
2017-7,E06000023,C7,220,153,1.4379084967320261
2017-7,E06000023,C8,31,29,1.0689655172413792
2017-7,E06000024,C2,3,3,1.0
2017-7,E06000024,C3,9,7,1.2857142857142858
2017-7,E06000024,C5,4,4,1.0
2017-7,E06000024,C6,1,1,1.0
2017-7,E06000024,C7,14,10,1.4
2017-7,E06000024,C8,7,6,1.1666666666666667
2017-7,E06000025,C2,6,6,1.0
2017-7,E06000025,C3,11,10,1.1
2017-7,E06000025,C4,2,2,1.0
2017-7,E06000025,C5,7,7,1.0
2017-7,E06000025,C6,3,3,1.0
2017-7,E06000025,C7,28,19,1.4736842105263157
2017-7,E06000025,C8,4,4,1.0
2017-7,E06000026,C2,1,1,1.0
2017-7,E06000026,C3,6,5,1.2
2017-7,E06000026,C4,1,1,1.0
2017-7,E06000026,C5,2,2,1.0
2017-7,E06000026,C6,1,1,1.0
2017-7,E06000026,C7,13,11,1.1818181818181819
2017-7,E06000027,C2,1,1,1.0
2017-7,E06000027,C3,5,5,1.0
2017-7,E06000027,C5,2,2,1.0
2017-7,E06000027,C6,1,1,1.0
2017-7,E06000027,C7,9,6,1.5
2017-7,E06000027,C8,3,2,1.5
2017-7,E06000028,C2,1,1,1.0
2017-7,E06000028,C3,4,4,1.0
2017-7,E06000028,C4,1,1,1.0
2017-7,E06000028,C5,1,1,1.0
2017-7,E06000028,C7,9,8,1.125
2017-7,E06000028,C8,8,8,1.0
2017-7,E06000029,C2,1,1,1.0
2017-7,E06000029,C3,4,3,1.3333333333333333
2017-7,E06000029,C4,1,1,1.0
2017-7,E06000029,C6,1,1,1.0
2017-7,E06000029,C7,2,2,1.0
2017-7,E06000029,C8,2,2,1.0
2017-7,E06000030,C2,2,2,1.0
2017-7,E06000030,C3,2,2,1.0
2017-7,E06000030,C5,3,3,1.0
2017-7,E06000030,C7,5,5,1.0
2017-7,E06000030,C8,12,8,1.5
2017-7,E06000031,C2,7,5,1.4
2017-7,E06000031,C3,24,15,1.6
2017-7,E06000031,C4,2,2,1.0
2017-7,E06000031,C5,3,3,1.0
2017-7,E06000031,C6,2,2,1.0
2017-7,E06000031,C7,17,11,1.5454545454545454
2017-7,E06000031,C8,10,10,1.0
2017-7,E06000032,C2,3,3,1.0
2017-7,E06000032,C3,57,27,2.111111111111111
2017-7,E06000032,C4,1,1,1.0
2017-7,E06000032,C5,9,9,1.0
2017-7,E06000032,C6,2,1,2.0
2017-7,E06000032,C7,26,19,1.368421052631579
2017-7,E06000032,C8,54,18,3.0
2017-7,E06000033,C2,4,2,2.0
2017-7,E06000033,C3,8,5,1.6
2017-7,E06000033,C4,1,1,1.0
2017-7,E06000033,C5,12,8,1.5
2017-7,E06000033,C6,3,3,1.0
2017-7,E06000033,C8,4,4,1.0
2017-7,E06000034,C2,1,1,1.0
2017-7,E06000034,C3,1,1,1.0
2017-7,E06000034,C5,3,3,1.0
2017-7,E06000034,C6,1,1,1.0
2017-7,E06000034,C7,5,5,1.0
2017-7,E06000034,C8,6,6,1.0
2017-7,E06000035,C2,2,2,1.0
2017-7,E06000035,C3,11,9,1.2222222222222223
2017-7,E06000035,C5,1,1,1.0
2017-7,E06000035,C7,6,5,1.2
2017-7,E06000035,C8,4,4,1.0
2017-7,E06000036,C2,1,1,1.0
2017-7,E06000036,C3,6,4,1.5
2017-7,E06000036,C5,4,2,2.0
2017-7,E06000036,C6,2,2,1.0
2017-7,E06000036,C7,19,13,1.4615384615384615
2017-7,E06000036,C8,5,4,1.25
2017-7,E06000037,C1,9,7,1.2857142857142858
2017-7,E06000037,C2,2,2,1.0
2017-7,E06000037,C3,1,1,1.0
2017-7,E06000037,C7,5,4,1.25
2017-7,E06000038,C2,3,2,1.5
2017-7,E06000038,C3,13,10,1.3
2017-7,E06000038,C5,8,8,1.0
2017-7,E06000038,C6,1,1,1.0
2017-7,E06000038,C7,41,30,1.3666666666666667
2017-7,E06000038,C8,6,6,1.0
2017-7,E06000039,C3,15,10,1.5
2017-7,E06000039,C6,1,1,1.0
2017-7,E06000039,C7,11,8,1.375
2017-7,E06000040,C2,3,3,1.0
2017-7,E06000040,C3,7,7,1.0
2017-7,E06000040,C5,3,3,1.0
2017-7,E06000040,C7,27,21,1.2857142857142858
2017-7,E06000040,C8,5,5,1.0
2017-7,E06000041,C2,1,1,1.0
2017-7,E06000041,C3,17,13,1.3076923076923077
2017-7,E06000041,C5,6,6,1.0
2017-7,E06000041,C6,4,4,1.0
2017-7,E06000041,C7,34,25,1.36
2017-7,E06000041,C8,6,6,1.0
2017-7,E06000042,C2,1,1,1.0
2017-7,E06000042,C3,2,2,1.0
2017-7,E06000042,C7,8,7,1.1428571428571428
2017-7,E06000042,C8,5,4,1.25
2017-7,E06000043,C2,8,7,1.1428571428571428
2017-7,E06000043,C3,17,13,1.3076923076923077
2017-7,E06000043,C5,10,9,1.1111111111111112
2017-7,E06000043,C7,18,9,2.0
2017-7,E06000043,C8,5,5,1.0
2017-7,E06000044,C2,13,5,2.6
2017-7,E06000044,C3,2,2,1.0
2017-7,E06000044,C5,3,3,1.0
2017-7,E06000044,C7,2,2,1.0
2017-7,E06000044,C8,5,5,1.0
2017-7,E06000045,C2,6,6,1.0
2017-7,E06000045,C3,47,18,2.611111111111111
2017-7,E06000045,C4,4,4,1.0
2017-7,E06000045,C5,13,13,1.0
2017-7,E06000045,C7,32,24,1.3333333333333333
2017-7,E06000045,C8,21,16,1.3125
2017-7,E06000046,C2,1,1,1.0
2017-7,E06000046,C3,2,2,1.0
2017-7,E06000046,C5,1,1,1.0
2017-7,E06000046,C7,9,5,1.8
2017-7,E06000047,C2,2,2,1.0
2017-7,E06000047,C3,14,12,1.1666666666666667
2017-7,E06000047,C5,10,9,1.1111111111111112
2017-7,E06000047,C6,6,5,1.2
2017-7,E06000047,C7,28,20,1.4
2017-7,E06000047,C8,3,3,1.0
2017-7,E06000049,C2,9,5,1.8
2017-7,E06000049,C3,8,5,1.6
2017-7,E06000049,C5,2,2,1.0
2017-7,E06000049,C6,3,3,1.0
2017-7,E06000049,C7,63,35,1.8
2017-7,E06000049,C8,2,2,1.0
2017-7,E06000050,C2,2,2,1.0
2017-7,E06000050,C3,2,2,1.0
2017-7,E06000050,C6,1,1,1.0
2017-7,E06000050,C7,21,16,1.3125
2017-7,E06000050,C8,5,3,1.6666666666666667
2017-7,E06000051,C2,1,1,1.0
2017-7,E06000051,C3,2,2,1.0
2017-7,E06000051,C6,1,1,1.0
2017-7,E06000051,C7,13,10,1.3
2017-7,E06000051,C8,2,2,1.0
2017-7,E06000052,C2,7,7,1.0
2017-7,E06000052,C3,14,12,1.1666666666666667
2017-7,E06000052,C5,11,10,1.1
2017-7,E06000052,C6,4,3,1.3333333333333333
2017-7,E06000052,C7,63,51,1.2352941176470589
2017-7,E06000052,C8,6,5,1.2
2017-7,E06000054,C3,1,1,1.0
2017-7,E06000054,C4,1,1,1.0
2017-7,E06000054,C5,2,2,1.0
2017-7,E06000054,C7,4,4,1.0
2017-7,E06000055,C2,6,5,1.2
2017-7,E06000055,C3,1,1,1.0
2017-7,E06000055,C5,3,3,1.0
2017-7,E06000055,C7,12,10,1.2
2017-7,E06000055,C8,7,7,1.0
2017-7,E06000056,C2,2,2,1.0
2017-7,E06000056,C3,9,6,1.5
