period,LAD,SHEF_C_CODE,report_count,user_count,average
2013,,C3,1,1,1.0
2013,,C7,1,1,1.0
2013,E06000001,C1,1,1,1.0
2013,E06000001,C3,4,4,1.0
2013,E06000001,C5,1,1,1.0
2013,E06000001,C6,4,1,4.0
2013,E06000001,C7,41,17,2.411764705882353
2013,E06000001,C8,1,1,1.0
2013,E06000002,C2,1,1,1.0
2013,E06000002,C3,3,2,1.5
2013,E06000002,C4,1,1,1.0
2013,E06000002,C5,7,7,1.0
2013,E06000002,C6,1,1,1.0
2013,E06000002,C7,38,24,1.5833333333333333
2013,E06000002,C8,4,4,1.0
2013,E06000003,C2,3,3,1.0
2013,E06000003,C3,14,12,1.1666666666666667
2013,E06000003,C5,13,11,1.1818181818181819
2013,E06000003,C6,1,1,1.0
2013,E06000003,C7,41,26,1.5769230769230769
2013,E06000003,C8,2,2,1.0
2013,E06000004,C2,5,4,1.25
2013,E06000004,C3,11,8,1.375
2013,E06000004,C5,3,3,1.0
2013,E06000004,C6,3,3,1.0
2013,E06000004,C7,60,47,1.2765957446808511
2013,E06000004,C8,3,2,1.5
2013,E06000005,C2,1,1,1.0
2013,E06000005,C3,15,11,1.3636363636363635
2013,E06000005,C4,3,2,1.5
2013,E06000005,C5,1,1,1.0
2013,E06000005,C7,56,30,1.8666666666666667
2013,E06000005,C8,2,2,1.0
2013,E06000006,C2,7,2,3.5
2013,E06000006,C3,25,9,2.7777777777777777
2013,E06000006,C4,1,1,1.0
2013,E06000006,C5,8,7,1.1428571428571428
2013,E06000006,C6,6,5,1.2
2013,E06000006,C7,46,27,1.7037037037037037
2013,E06000006,C8,4,3,1.3333333333333333
2013,E06000007,C2,4,4,1.0
2013,E06000007,C3,19,12,1.5833333333333333
2013,E06000007,C4,2,2,1.0
2013,E06000007,C5,12,11,1.0909090909090908
2013,E06000007,C6,1,1,1.0
2013,E06000007,C7,207,118,1.7542372881355932
2013,E06000007,C8,4,4,1.0
2013,E06000008,C2,8,8,1.0
2013,E06000008,C3,143,94,1.5212765957446808
2013,E06000008,C4,1,1,1.0
2013,E06000008,C5,42,35,1.2
2013,E06000008,C6,8,7,1.1428571428571428
2013,E06000008,C7,377,241,1.5643153526970954
2013,E06000008,C8,30,24,1.25
2013,E06000009,C1,1,1,1.0
2013,E06000009,C2,3,2,1.5
2013,E06000009,C3,30,21,1.4285714285714286
