period,LAD,SHEF_C_CODE,report_count,user_count,average
2009,E06000001,C3,11,9,1.2222222222222223
2009,E06000001,C5,6,6,1.0
2009,E06000001,C7,25,18,1.3888888888888888
2009,E06000001,C8,2,2,1.0
2009,E06000002,C2,6,6,1.0
2009,E06000002,C3,26,15,1.7333333333333334
2009,E06000002,C4,3,1,3.0
2009,E06000002,C5,16,13,1.2307692307692308
2009,E06000002,C6,1,1,1.0
2009,E06000002,C7,30,23,1.3043478260869565
2009,E06000002,C8,5,5,1.0
2009,E06000003,C2,10,8,1.25
2009,E06000003,C3,15,15,1.0
2009,E06000003,C4,2,2,1.0
2009,E06000003,C5,9,9,1.0
2009,E06000003,C7,31,27,1.1481481481481481
2009,E06000003,C8,14,11,1.2727272727272727
2009,E06000004,C2,3,3,1.0
2009,E06000004,C3,10,8,1.25
2009,E06000004,C4,8,3,2.6666666666666665
2009,E06000004,C5,17,14,1.2142857142857142
2009,E06000004,C7,47,32,1.46875
2009,E06000004,C8,8,8,1.0
2009,E06000005,C2,3,3,1.0
2009,E06000005,C3,4,4,1.0
2009,E06000005,C4,1,1,1.0
2009,E06000005,C5,6,6,1.0
2009,E06000005,C7,19,15,1.2666666666666666
2009,E06000005,C8,1,1,1.0
2009,E06000006,C2,3,3,1.0
2009,E06000006,C3,9,8,1.125
2009,E06000006,C4,1,1,1.0
2009,E06000006,C5,7,7,1.0
2009,E06000006,C7,25,21,1.1904761904761905
2009,E06000006,C8,7,6,1.1666666666666667
2009,E06000007,C2,3,3,1.0
2009,E06000007,C3,13,9,1.4444444444444444
2009,E06000007,C5,11,10,1.1
2009,E06000007,C6,3,2,1.5
2009,E06000007,C7,45,38,1.1842105263157894
2009,E06000007,C8,11,9,1.2222222222222223
2009,E06000008,C2,2,2,1.0
2009,E06000008,C3,13,12,1.0833333333333333
2009,E06000008,C4,1,1,1.0
2009,E06000008,C5,10,10,1.0
2009,E06000008,C7,72,40,1.8
2009,E06000008,C8,6,6,1.0
2009,E06000009,C1,2,2,1.0
2009,E06000009,C2,2,2,1.0
2009,E06000009,C3,40,19,2.1052631578947367
2009,E06000009,C4,4,2,2.0
2009,E06000009,C5,20,19,1.0526315789473684
2009,E06000009,C6,3,3,1.0
2009,E06000009,C7,125,60,2.0833333333333335
2009,E06000009,C8,9,8,1.125
2009,E06000010,C2,2,2,1.0
2009,E06000010,C3,15,12,1.25
2009,E06000010,C4,2,2,1.0
2009,E06000010,C5,8,6,1.3333333333333333
2009,E06000010,C7,32,25,1.28
2009,E06000010,C8,9,9,1.0
2009,E06000011,C2,3,3,1.0
2009,E06000011,C3,18,15,1.2
2009,E06000011,C4,2,2,1.0
2009,E06000011,C5,21,16,1.3125
2009,E06000011,C6,1,1,1.0
2009,E06000011,C7,104,34,3.0588235294117645
2009,E06000011,C8,4,4,1.0
2009,E06000012,C3,3,3,1.0
2009,E06000012,C4,8,1,8.0
2009,E06000012,C5,4,4,1.0
2009,E06000012,C7,18,15,1.2
2009,E06000012,C8,1,1,1.0
2009,E06000013,C2,1,1,1.0
2009,E06000013,C3,7,7,1.0
2009,E06000013,C4,1,1,1.0
2009,E06000013,C5,4,4,1.0
2009,E06000013,C6,2,2,1.0
2009,E06000013,C7,22,19,1.1578947368421053
2009,E06000013,C8,5,5,1.0
2009,E06000014,C2,6,5,1.2
2009,E06000014,C3,6,6,1.0
2009,E06000014,C4,4,4,1.0
2009,E06000014,C5,9,9,1.0
2009,E06000014,C6,2,1,2.0
2009,E06000014,C7,30,24,1.25
2009,E06000014,C8,4,3,1.3333333333333333
2009,E06000015,C2,7,6,1.1666666666666667
2009,E06000015,C3,15,13,1.1538461538461537
2009,E06000015,C4,7,5,1.4
2009,E06000015,C5,10,10,1.0
2009,E06000015,C6,2,2,1.0
2009,E06000015,C7,53,44,1.2045454545454546
2009,E06000015,C8,10,10,1.0
2009,E06000016,C2,5,4,1.25
2009,E06000016,C3,29,21,1.380952380952381
2009,E06000016,C4,20,10,2.0
2009,E06000016,C5,14,13,1.0769230769230769
2009,E06000016,C6,2,2,1.0
2009,E06000016,C7,66,45,1.4666666666666666
2009,E06000016,C8,16,16,1.0
2009,E06000017,C4,1,1,1.0
2009,E06000017,C5,1,1,1.0
2009,E06000017,C7,9,3,3.0
2009,E06000017,C8,2,2,1.0
2009,E06000018,C2,15,4,3.75
2009,E06000018,C3,29,20,1.45
2009,E06000018,C4,30,8,3.75
2009,E06000018,C5,23,18,1.2777777777777777
2009,E06000018,C6,2,2,1.0
2009,E06000018,C7,59,30,1.9666666666666666
2009,E06000018,C8,13,12,1.0833333333333333
2009,E06000019,C2,6,5,1.2
2009,E06000019,C3,24,14,1.7142857142857142
2009,E06000019,C4,5,5,1.0
2009,E06000019,C5,18,14,1.2857142857142858
2009,E06000019,C6,1,1,1.0
2009,E06000019,C7,50,36,1.3888888888888888
2009,E06000019,C8,8,6,1.3333333333333333
2009,E06000020,C2,2,2,1.0
2009,E06000020,C3,36,8,4.5
2009,E06000020,C4,31,3,10.333333333333334
2009,E06000020,C5,8,6,1.3333333333333333
2009,E06000020,C6,1,1,1.0
2009,E06000020,C7,96,40,2.4
2009,E06000020,C8,7,6,1.1666666666666667
2009,E06000021,C2,7,7,1.0
2009,E06000021,C3,22,17,1.2941176470588236
2009,E06000021,C4,4,2,2.0
2009,E06000021,C5,31,25,1.24
2009,E06000021,C6,3,3,1.0
2009,E06000021,C7,46,41,1.1219512195121952
2009,E06000021,C8,14,13,1.0769230769230769
2009,E06000022,C1,1,1,1.0
2009,E06000022,C2,2,2,1.0
2009,E06000022,C3,26,20,1.3
2009,E06000022,C4,2,2,1.0
2009,E06000022,C5,8,8,1.0
2009,E06000022,C6,2,2,1.0
2009,E06000022,C7,30,25,1.2
2009,E06000022,C8,5,5,1.0
2009,E06000023,C2,7,6,1.1666666666666667
2009,E06000023,C3,83,68,1.2205882352941178
2009,E06000023,C4,12,9,1.3333333333333333
2009,E06000023,C5,43,41,1.048780487804878
2009,E06000023,C6,3,3,1.0
2009,E06000023,C7,133,99,1.3434343434343434
2009,E06000023,C8,39,37,1.054054054054054
2009,E06000024,C2,4,4,1.0
2009,E06000024,C3,19,15,1.2666666666666666
2009,E06000024,C4,6,5,1.2
2009,E06000024,C5,14,11,1.2727272727272727
2009,E06000024,C6,2,2,1.0
2009,E06000024,C7,153,77,1.9870129870129871
2009,E06000024,C8,9,9,1.0
2009,E06000025,C2,2,2,1.0
2009,E06000025,C3,19,19,1.0
2009,E06000025,C4,2,2,1.0
2009,E06000025,C5,13,12,1.0833333333333333
2009,E06000025,C6,4,4,1.0
2009,E06000025,C7,56,42,1.3333333333333333
2009,E06000025,C8,12,12,1.0
2009,E06000026,C1,1,1,1.0
2009,E06000026,C2,7,6,1.1666666666666667
2009,E06000026,C3,31,20,1.55
2009,E06000026,C4,1,1,1.0
2009,E06000026,C5,21,18,1.1666666666666667
2009,E06000026,C6,2,2,1.0
2009,E06000026,C7,82,49,1.6734693877551021
2009,E06000026,C8,31,26,1.1923076923076923
2009,E06000027,C3,3,3,1.0
2009,E06000027,C5,5,5,1.0
2009,E06000027,C6,1,1,1.0
2009,E06000027,C7,12,11,1.0909090909090908
2009,E06000027,C8,9,9,1.0
2009,E06000030,C2,5,5,1.0
2009,E06000030,C3,23,17,1.3529411764705883
2009,E06000030,C4,12,5,2.4
2009,E06000030,C5,40,13,3.076923076923077
2009,E06000030,C6,2,2,1.0
2009,E06000030,C7,33,28,1.1785714285714286
2009,E06000030,C8,14,14,1.0
2009,E06000031,C2,12,6,2.0
