lad,SHEF_C_CODE,reports,unique_users,average_per_user
E06000037,C1,5,4,1.25
E06000051,C1,1,1,1.0
E07000146,C1,4,3,1.3333333333333333
E07000147,C1,1,1,1.0
E07000149,C1,1,1,1.0
E07000165,C1,1,1,1.0
E07000177,C1,1,1,1.0
E07000179,C1,2,2,1.0
E07000180,C1,3,3,1.0
E07000181,C1,4,3,1.3333333333333333
E07000203,C1,1,1,1.0
E07000210,C1,1,1,1.0
E07000221,C1,1,1,1.0
E07000244,C1,3,3,1.0
E09000006,C1,23,22,1.0454545454545454
E09000014,C1,1,1,1.0
E09000030,C1,1,1,1.0
S12000014,C1,1,1,1.0
S12000047,C1,1,1,1.0
S12000049,C1,1,1,1.0
W06000010,C1,1,1,1.0
E06000008,C2,1,1,1.0
E06000014,C2,2,1,2.0
E06000015,C2,1,1,1.0
E06000018,C2,1,1,1.0
E06000019,C2,1,1,1.0
E06000020,C2,1,1,1.0
E06000023,C2,2,2,1.0
E06000030,C2,1,1,1.0
E06000031,C2,1,1,1.0
E06000032,C2,1,1,1.0
E06000033,C2,4,4,1.0
E06000035,C2,1,1,1.0
E06000038,C2,3,2,1.5
E06000041,C2,5,3,1.6666666666666667
E06000044,C2,1,1,1.0
E06000045,C2,38,37,1.027027027027027
E06000047,C2,1,1,1.0
E06000049,C2,2,2,1.0
E06000054,C2,2,2,1.0
E06000055,C2,2,1,2.0
E06000058,C2,1,1,1.0
E06000060,C2,1,1,1.0
E07000008,C2,1,1,1.0
E07000012,C2,3,1,3.0
E07000026,C2,1,1,1.0
E07000032,C2,1,1,1.0
E07000035,C2,1,1,1.0
E07000036,C2,1,1,1.0
E07000039,C2,1,1,1.0
E07000040,C2,1,1,1.0
E07000041,C2,1,1,1.0
E07000045,C2,1,1,1.0
E07000046,C2,1,1,1.0
E07000070,C2,1,1,1.0
E07000076,C2,1,1,1.0
E07000081,C2,2,1,2.0
E07000087,C2,1,1,1.0
E07000089,C2,1,1,1.0
E07000090,C2,1,1,1.0
E07000093,C2,1,1,1.0
E07000094,C2,1,1,1.0
E07000096,C2,3,2,1.5
E07000098,C2,2,1,2.0
E07000099,C2,1,1,1.0
E07000102,C2,1,1,1.0
E07000103,C2,3,3,1.0
E07000105,C2,1,1,1.0
E07000107,C2,1,1,1.0
E07000110,C2,1,1,1.0
E07000115,C2,1,1,1.0
E07000119,C2,1,1,1.0
E07000121,C2,2,2,1.0
E07000123,C2,1,1,1.0
E07000124,C2,1,1,1.0
E07000131,C2,4,4,1.0
E07000137,C2,1,1,1.0
E07000147,C2,1,1,1.0
E07000149,C2,1,1,1.0
E07000151,C2,1,1,1.0
E07000154,C2,1,1,1.0
