lsoa,SHEF_A_CODE,reports,unique_users,average_per_user
E01000115,A1,1,1,1.0
E01000116,A1,2,2,1.0
E01000117,A1,2,2,1.0
E01000118,A1,3,3,1.0
E01000119,A1,3,3,1.0
E01000120,A1,1,1,1.0
E01000121,A1,4,4,1.0
E01000122,A1,2,2,1.0
E01000123,A1,10,6,1.6666666666666667
E01000124,A1,2,1,2.0
E01000125,A1,4,4,1.0
E01000126,A1,3,2,1.5
E01000127,A1,1,1,1.0
E01000128,A1,5,4,1.25
E01000129,A1,2,2,1.0
E01000130,A1,1,1,1.0
E01000131,A1,7,5,1.4
E01000132,A1,6,3,2.0
E01000133,A1,1,1,1.0
E01000134,A1,3,3,1.0
E01000136,A1,1,1,1.0
E01000137,A1,3,2,1.5
E01000138,A1,2,2,1.0
E01000140,A1,2,2,1.0
E01000141,A1,3,3,1.0
E01000142,A1,5,4,1.25
E01000143,A1,2,2,1.0
E01000145,A1,1,1,1.0
E01000146,A1,2,2,1.0
E01000147,A1,3,2,1.5
E01000148,A1,4,4,1.0
E01000150,A1,3,2,1.5
E01000151,A1,1,1,1.0
E01000152,A1,4,4,1.0
E01000153,A1,2,2,1.0
E01000155,A1,2,2,1.0
E01000156,A1,5,5,1.0
E01000157,A1,3,3,1.0
E01000158,A1,7,6,1.1666666666666667
E01000159,A1,2,2,1.0
E01000160,A1,3,3,1.0
E01000161,A1,6,6,1.0
E01000162,A1,1,1,1.0
E01000163,A1,4,4,1.0
E01000164,A1,2,2,1.0
E01000165,A1,3,3,1.0
E01000166,A1,3,3,1.0
E01000167,A1,7,5,1.4
E01000168,A1,1,1,1.0
E01000169,A1,3,3,1.0
E01000170,A1,1,1,1.0
E01000171,A1,5,5,1.0
E01000172,A1,5,5,1.0
E01000173,A1,4,4,1.0
E01000174,A1,3,2,1.5
E01000176,A1,3,2,1.5
E01000177,A1,4,4,1.0
E01000178,A1,2,2,1.0
E01000179,A1,3,3,1.0
E01000180,A1,2,2,1.0
E01000183,A1,7,5,1.4
E01000184,A1,3,2,1.5
E01000185,A1,1,1,1.0
E01000186,A1,3,2,1.5
E01000187,A1,2,2,1.0
E01000188,A1,2,2,1.0
E01000189,A1,4,4,1.0
E01000190,A1,5,5,1.0
E01000191,A1,3,3,1.0
E01000192,A1,1,1,1.0
E01000193,A1,1,1,1.0
E01000194,A1,3,3,1.0
E01000195,A1,1,1,1.0
E01000196,A1,1,1,1.0
E01000197,A1,4,3,1.3333333333333333
E01000198,A1,4,4,1.0
E01000200,A1,5,5,1.0
E01000201,A1,2,2,1.0
E01000202,A1,2,2,1.0
E01000204,A1,1,1,1.0
E01000205,A1,3,3,1.0
E01000206,A1,6,5,1.2
E01000207,A1,8,8,1.0
E01000208,A1,1,1,1.0
E01000209,A1,7,6,1.1666666666666667
E01000210,A1,6,6,1.0
E01000211,A1,7,6,1.1666666666666667
E01000212,A1,5,5,1.0
E01000213,A1,1,1,1.0
E01000214,A1,4,4,1.0
E01000215,A1,3,3,1.0
E01000216,A1,1,1,1.0
E01000217,A1,6,6,1.0
E01000218,A1,1,1,1.0
E01000219,A1,4,3,1.3333333333333333
E01000221,A1,3,3,1.0
E01000222,A1,3,3,1.0
E01000223,A1,8,6,1.3333333333333333
E01000224,A1,8,8,1.0
E01000225,A1,6,5,1.2
E01000226,A1,3,3,1.0
E01000227,A1,3,3,1.0
E01000228,A1,3,2,1.5
E01000229,A1,2,2,1.0
E01000230,A1,1,1,1.0
E01000231,A1,2,2,1.0
E01000232,A1,4,4,1.0
E01000233,A1,5,5,1.0
E01000234,A1,2,2,1.0
E01000235,A1,1,1,1.0
E01000236,A1,1,1,1.0
E01000238,A1,6,6,1.0
E01000239,A1,2,2,1.0
E01000240,A1,2,2,1.0
E01000241,A1,1,1,1.0
E01000242,A1,2,2,1.0
E01000243,A1,3,3,1.0
E01000244,A1,1,1,1.0
E01000245,A1,3,3,1.0
E01000246,A1,4,3,1.3333333333333333
E01000247,A1,6,5,1.2
E01000248,A1,2,1,2.0
E01000249,A1,6,5,1.2
E01000250,A1,4,4,1.0
E01000251,A1,9,9,1.0
E01000252,A1,3,3,1.0
E01000253,A1,4,4,1.0
E01000254,A1,2,1,2.0
E01000255,A1,2,2,1.0
E01000256,A1,3,3,1.0
E01000257,A1,6,6,1.0
E01000258,A1,2,2,1.0
E01000259,A1,3,3,1.0
E01000260,A1,7,5,1.4
E01000261,A1,4,4,1.0
E01000262,A1,4,3,1.3333333333333333
E01000264,A1,1,1,1.0
E01000265,A1,1,1,1.0
E01000266,A1,4,4,1.0
E01000267,A1,2,2,1.0
E01000268,A1,8,7,1.1428571428571428
E01000269,A1,4,4,1.0
E01000270,A1,1,1,1.0
E01000271,A1,2,2,1.0
E01000272,A1,3,3,1.0
E01000273,A1,10,8,1.25
E01000274,A1,4,4,1.0
E01000276,A1,1,1,1.0
E01000279,A1,2,2,1.0
E01000280,A1,5,5,1.0
E01000281,A1,2,2,1.0
E01000282,A1,1,1,1.0
E01000283,A1,3,3,1.0
E01000284,A1,1,1,1.0
E01000285,A1,3,3,1.0
E01000286,A1,3,3,1.0
E01000287,A1,1,1,1.0
E01000288,A1,2,2,1.0
E01000289,A1,6,5,1.2
E01000290,A1,3,3,1.0
E01000291,A1,3,3,1.0
E01000293,A1,1,1,1.0
E01000294,A1,8,6,1.3333333333333333
E01000295,A1,1,1,1.0
E01000297,A1,1,1,1.0
E01000298,A1,2,1,2.0
E01000300,A1,1,1,1.0
E01000301,A1,2,2,1.0
E01000302,A1,1,1,1.0
E01000303,A1,6,5,1.2
E01000304,A1,9,8,1.125
E01000305,A1,3,2,1.5
E01000306,A1,4,4,1.0
E01000307,A1,2,2,1.0
E01000309,A1,3,3,1.0
E01000311,A1,1,1,1.0
E01000312,A1,1,1,1.0
E01000313,A1,3,3,1.0
E01000314,A1,2,2,1.0
E01000315,A1,4,4,1.0
E01000316,A1,11,10,1.1
E01000318,A1,4,4,1.0
E01000319,A1,2,2,1.0
E01000322,A1,1,1,1.0
E01000323,A1,3,3,1.0
E01000324,A1,8,6,1.3333333333333333
E01000325,A1,1,1,1.0
E01000326,A1,12,11,1.0909090909090908
E01000327,A1,12,11,1.0909090909090908
E01000328,A1,15,14,1.0714285714285714
E01000329,A1,4,4,1.0
E01000330,A1,16,14,1.1428571428571428
E01000331,A1,14,13,1.0769230769230769
E01000332,A1,9,9,1.0
E01000333,A1,9,9,1.0
E01000334,A1,16,13,1.2307692307692308
E01000335,A1,23,22,1.0454545454545454
E01000336,A1,19,14,1.3571428571428572
E01000337,A1,17,15,1.1333333333333333
E01000338,A1,31,24,1.2916666666666667
E01000339,A1,10,10,1.0
E01000340,A1,7,6,1.1666666666666667
E01000341,A1,9,9,1.0
E01000342,A1,5,5,1.0
E01000343,A1,14,14,1.0
E01000344,A1,5,4,1.25
E01000345,A1,8,8,1.0
E01000346,A1,9,8,1.125
E01000347,A1,3,3,1.0
E01000348,A1,10,9,1.1111111111111112
E01000349,A1,13,13,1.0
E01000350,A1,8,8,1.0
E01000351,A1,9,9,1.0
E01000352,A1,14,9,1.5555555555555556
