period,LSOA,SHEF_A,report_count,user_count,average
2017-2,E01000645,Litter/Litter Bin,1,1,1.0
2017-2,E01000645,Overgrown Vegetation,1,1,1.0
2017-2,E01000645,Street Lights,4,4,1.0
2017-2,E01000646,Abandoned Vehicles,3,3,1.0
2017-2,E01000646,Obstruction,1,1,1.0
2017-2,E01000646,Overgrown Vegetation,1,1,1.0
2017-2,E01000646,Road Surface Defects,2,2,1.0
2017-2,E01000646,Street Cleaning,1,1,1.0
2017-2,E01000647,Open Spaces/Parks,1,1,1.0
2017-2,E01000647,Overgrown Vegetation,1,1,1.0
2017-2,E01000647,Street Lights,1,1,1.0
2017-2,E01000648,Abandoned Vehicles,1,1,1.0
2017-2,E01000648,Dead Animals,1,1,1.0
2017-2,E01000648,Obstruction,1,1,1.0
2017-2,E01000649,Abandoned Vehicles,1,1,1.0
2017-2,E01000649,Obstruction,1,1,1.0
2017-2,E01000649,Road Surface Defects,1,1,1.0
2017-2,E01000649,Street Cleaning,1,1,1.0
2017-2,E01000649,Street Lights,1,1,1.0
2017-2,E01000650,Road Surface Defects,1,1,1.0
2017-2,E01000651,Leafing,1,1,1.0
2017-2,E01000651,Street Cleaning,1,1,1.0
2017-2,E01000652,Dumped Rubbish,2,2,1.0
2017-2,E01000652,Overgrown Vegetation,1,1,1.0
2017-2,E01000652,Street Cleaning,2,2,1.0
2017-2,E01000652,Street Lights,1,1,1.0
2017-2,E01000653,Dead Animals,1,1,1.0
2017-2,E01000653,Overgrown Vegetation,2,2,1.0
2017-2,E01000653,Street Lights,2,2,1.0
2017-2,E01000654,Abandoned Vehicles,1,1,1.0
2017-2,E01000654,Dumped Rubbish,2,1,2.0
2017-2,E01000654,Graffiti,1,1,1.0
2017-2,E01000654,Leafing,1,1,1.0
2017-2,E01000654,Pavement /Footway Defects,1,1,1.0
2017-2,E01000654,Road Surface Defects,2,2,1.0
2017-2,E01000654,Street Cleaning,1,1,1.0
2017-2,E01000655,Abandoned Vehicles,1,1,1.0
2017-2,E01000655,Dumped Rubbish,1,1,1.0
2017-2,E01000655,Pavement /Footway Defects,1,1,1.0
2017-2,E01000655,Road Surface Defects,3,2,1.5
2017-2,E01000655,Street Lights,2,2,1.0
2017-2,E01000656,Abandoned Vehicles,1,1,1.0
2017-2,E01000656,Dead Animals,1,1,1.0
2017-2,E01000656,Dumped Rubbish,4,4,1.0
2017-2,E01000656,Overgrown Vegetation,4,4,1.0
2017-2,E01000656,Road Surface Defects,4,4,1.0
2017-2,E01000656,Street Cleaning,4,4,1.0
2017-2,E01000656,Street Lights,1,1,1.0
2017-2,E01000657,Abandoned Vehicles,1,1,1.0
2017-2,E01000657,Litter/Litter Bin,1,1,1.0
2017-2,E01000657,Street Lights,1,1,1.0
2017-2,E01000658,Abandoned Vehicles,1,1,1.0
2017-2,E01000658,Litter/Litter Bin,1,1,1.0
2017-2,E01000658,Road Surface Defects,2,2,1.0
2017-2,E01000658,Street Cleaning,1,1,1.0
2017-2,E01000658,Street Lights,3,3,1.0
2017-2,E01000658,Street Signs,1,1,1.0
2017-2,E01000659,Dumped Rubbish,2,1,2.0
2017-2,E01000659,Street Cleaning,2,2,1.0
2017-2,E01000659,Street Signs,1,1,1.0
2017-2,E01000661,Dumped Rubbish,1,1,1.0
2017-2,E01000661,Litter/Litter Bin,4,3,1.3333333333333333
2017-2,E01000661,Road Surface Defects,1,1,1.0
2017-2,E01000661,Street Cleaning,4,1,4.0
2017-2,E01000661,Street Lights,2,2,1.0
2017-2,E01000662,Abandoned Vehicles,1,1,1.0
2017-2,E01000662,Blocked Drains,1,1,1.0
2017-2,E01000662,Dumped Rubbish,1,1,1.0
2017-2,E01000662,Road Surface Defects,1,1,1.0
2017-2,E01000663,Abandoned Vehicles,1,1,1.0
2017-2,E01000663,Dumped Rubbish,1,1,1.0
2017-2,E01000664,Abandoned Vehicles,1,1,1.0
2017-2,E01000664,Dumped Rubbish,3,2,1.5
2017-2,E01000664,Obstruction,1,1,1.0
2017-2,E01000664,Overgrown Vegetation,1,1,1.0
2017-2,E01000665,Dumped Rubbish,3,3,1.0
2017-2,E01000665,Road Surface Defects,1,1,1.0
2017-2,E01000665,Street Cleaning,2,2,1.0
2017-2,E01000665,Street Lights,2,2,1.0
2017-2,E01000666,Dead Animals,1,1,1.0
2017-2,E01000666,Obstruction,1,1,1.0
2017-2,E01000666,Overgrown Vegetation,1,1,1.0
2017-2,E01000666,Road Surface Defects,1,1,1.0
2017-2,E01000666,Street Cleaning,9,3,3.0
2017-2,E01000666,Street Signs,1,1,1.0
2017-2,E01000667,Dumped Rubbish,1,1,1.0
2017-2,E01000667,Graffiti,1,1,1.0
2017-2,E01000667,Obstruction,1,1,1.0
2017-2,E01000667,Pavement /Footway Defects,2,1,2.0
2017-2,E01000667,Road Surface Defects,1,1,1.0
2017-2,E01000668,Litter/Litter Bin,1,1,1.0
2017-2,E01000668,Street Cleaning,6,2,3.0
2017-2,E01000669,Dumped Rubbish,1,1,1.0
2017-2,E01000669,Pavement /Footway Defects,1,1,1.0
2017-2,E01000669,Spillage on Raod,1,1,1.0
2017-2,E01000669,Street Cleaning,1,1,1.0
2017-2,E01000669,Street Lights,1,1,1.0
2017-2,E01000670,Abandoned Vehicles,1,1,1.0
2017-2,E01000670,Dumped Rubbish,1,1,1.0
2017-2,E01000670,Litter/Litter Bin,1,1,1.0
2017-2,E01000670,Street Cleaning,1,1,1.0
2017-2,E01000671,Abandoned Vehicles,1,1,1.0
2017-2,E01000671,Litter/Litter Bin,1,1,1.0
2017-2,E01000671,Road Surface Defects,2,2,1.0
2017-2,E01000671,Street Cleaning,1,1,1.0
2017-2,E01000671,Street Lights,1,1,1.0
2017-2,E01000671,Street Signs,1,1,1.0
2017-2,E01000672,Dumped Rubbish,1,1,1.0
2017-2,E01000672,Overgrown Vegetation,2,2,1.0
2017-2,E01000672,Pavement /Footway Defects,1,1,1.0
2017-2,E01000672,Street Cleaning,1,1,1.0
2017-2,E01000672,Street Lights,1,1,1.0
2017-2,E01000673,Dead Animals,1,1,1.0
2017-2,E01000673,Dumped Rubbish,1,1,1.0
2017-2,E01000673,Open Spaces/Parks,1,1,1.0
2017-2,E01000673,Street Cleaning,1,1,1.0
2017-2,E01000674,Abandoned Vehicles,1,1,1.0
2017-2,E01000674,Dead Animals,1,1,1.0
2017-2,E01000674,Pavement /Footway Defects,1,1,1.0
2017-2,E01000675,Blocked Drains,1,1,1.0
2017-2,E01000675,Dumped Rubbish,3,2,1.5
2017-2,E01000675,Litter/Litter Bin,1,1,1.0
2017-2,E01000675,Overgrown Vegetation,1,1,1.0
2017-2,E01000675,Road Surface Defects,2,2,1.0
2017-2,E01000676,Dumped Rubbish,5,2,2.5
2017-2,E01000676,Litter/Litter Bin,2,1,2.0
2017-2,E01000676,Open Spaces/Parks,1,1,1.0
2017-2,E01000676,Street Cleaning,1,1,1.0
2017-2,E01000677,Abandoned Vehicles,1,1,1.0
2017-2,E01000677,Dumped Rubbish,2,2,1.0
2017-2,E01000677,Graffiti,2,1,2.0
2017-2,E01000677,Litter/Litter Bin,1,1,1.0
2017-2,E01000677,Obstruction,1,1,1.0
2017-2,E01000677,Overgrown Vegetation,1,1,1.0
2017-2,E01000677,Street Cleaning,1,1,1.0
2017-2,E01000677,Street Lights,1,1,1.0
2017-2,E01000678,Obstruction,1,1,1.0
2017-2,E01000678,Road Surface Defects,1,1,1.0
2017-2,E01000678,Street Lights,1,1,1.0
2017-2,E01000679,Road Surface Defects,1,1,1.0
2017-2,E01000679,Street Cleaning,5,4,1.25
2017-2,E01000679,Street Lights,1,1,1.0
2017-2,E01000680,Abandoned Vehicles,2,2,1.0
2017-2,E01000680,Dead Animals,1,1,1.0
2017-2,E01000680,Dumped Rubbish,8,5,1.6
2017-2,E01000680,Grass/Weed Control,1,1,1.0
2017-2,E01000680,Overgrown Vegetation,4,4,1.0
2017-2,E01000680,Road Surface Defects,1,1,1.0
2017-2,E01000680,Street Lights,1,1,1.0
2017-2,E01000680,Street Signs,1,1,1.0
2017-2,E01000681,Abandoned Vehicles,1,1,1.0
2017-2,E01000681,Overgrown Vegetation,1,1,1.0
2017-2,E01000681,Street Lights,1,1,1.0
2017-2,E01000682,Leafing,1,1,1.0
2017-2,E01000682,Overgrown Vegetation,1,1,1.0
2017-2,E01000682,Road Surface Defects,1,1,1.0
2017-2,E01000682,Street Cleaning,1,1,1.0
2017-2,E01000682,Street Lights,1,1,1.0
2017-2,E01000682,Street Signs,1,1,1.0
2017-2,E01000683,Abandoned Vehicles,3,2,1.5
2017-2,E01000683,Dumped Rubbish,2,2,1.0
2017-2,E01000683,Overgrown Vegetation,1,1,1.0
2017-2,E01000683,Pavement /Footway Defects,1,1,1.0
