period,LSOA,SHEF_A_CODE,report_count,user_count,average
2013-11,E01000115,A32,2,2,1.0
2013-11,E01000115,A60,1,1,1.0
2013-11,E01000116,A2,1,1,1.0
2013-11,E01000118,A32,1,1,1.0
2013-11,E01000118,A83,1,1,1.0
2013-11,E01000119,A2,1,1,1.0
2013-11,E01000119,A60,1,1,1.0
2013-11,E01000120,A21,1,1,1.0
2013-11,E01000121,A2,1,1,1.0
2013-11,E01000123,A32,1,1,1.0
2013-11,E01000123,A60,1,1,1.0
2013-11,E01000123,A81,1,1,1.0
2013-11,E01000125,A29,1,1,1.0
2013-11,E01000126,A55,1,1,1.0
2013-11,E01000127,A2,1,1,1.0
2013-11,E01000127,A29,2,1,2.0
2013-11,E01000128,A2,3,3,1.0
2013-11,E01000128,A57,1,1,1.0
2013-11,E01000132,A29,1,1,1.0
2013-11,E01000133,A29,1,1,1.0
2013-11,E01000133,A48,1,1,1.0
2013-11,E01000133,A57,1,1,1.0
2013-11,E01000134,A55,1,1,1.0
2013-11,E01000135,A32,1,1,1.0
2013-11,E01000136,A2,1,1,1.0
2013-11,E01000136,A32,1,1,1.0
2013-11,E01000137,A81,1,1,1.0
2013-11,E01000138,A29,1,1,1.0
2013-11,E01000138,A57,1,1,1.0
2013-11,E01000139,A60,1,1,1.0
2013-11,E01000140,A72,1,1,1.0
2013-11,E01000141,A2,1,1,1.0
2013-11,E01000141,A32,1,1,1.0
2013-11,E01000141,A48,1,1,1.0
2013-11,E01000141,A81,1,1,1.0
2013-11,E01000142,A29,1,1,1.0
2013-11,E01000142,A83,1,1,1.0
2013-11,E01000143,A32,1,1,1.0
2013-11,E01000143,A57,1,1,1.0
2013-11,E01000143,A60,1,1,1.0
2013-11,E01000143,A81,1,1,1.0
2013-11,E01000144,A2,2,2,1.0
2013-11,E01000144,A55,1,1,1.0
2013-11,E01000144,A57,1,1,1.0
2013-11,E01000144,A81,1,1,1.0
2013-11,E01000145,A81,1,1,1.0
2013-11,E01000146,A2,2,2,1.0
2013-11,E01000146,A32,1,1,1.0
2013-11,E01000146,A47,1,1,1.0
2013-11,E01000148,A29,1,1,1.0
2013-11,E01000148,A81,1,1,1.0
2013-11,E01000150,A29,1,1,1.0
2013-11,E01000150,A32,1,1,1.0
2013-11,E01000153,A32,1,1,1.0
2013-11,E01000156,A57,1,1,1.0
2013-11,E01000157,A29,1,1,1.0
2013-11,E01000157,A60,2,1,2.0
2013-11,E01000158,A32,1,1,1.0
2013-11,E01000158,A60,1,1,1.0
2013-11,E01000158,A8,2,2,1.0
2013-11,E01000159,A2,1,1,1.0
2013-11,E01000159,A32,2,2,1.0
2013-11,E01000160,A81,1,1,1.0
2013-11,E01000161,A29,1,1,1.0
2013-11,E01000162,A29,1,1,1.0
