period,LSOA,SHEF_A,report_count,user_count,average
2014-2,E01000115,Accumulated Litter,1,1,1.0
2014-2,E01000115,Pavement /Footway Defects,1,1,1.0
2014-2,E01000116,Blocked Drains,2,2,1.0
2014-2,E01000116,Fly-tipping,1,1,1.0
2014-2,E01000116,General Highways Enquiries,2,2,1.0
2014-2,E01000116,Pavement /Footway Defects,3,3,1.0
2014-2,E01000117,Pavement /Footway Defects,1,1,1.0
2014-2,E01000118,General Highways Enquiries,2,2,1.0
2014-2,E01000120,General Highways Enquiries,1,1,1.0
2014-2,E01000120,Pavement /Footway Defects,4,2,2.0
2014-2,E01000120,Potholes,1,1,1.0
2014-2,E01000120,Street Signs,1,1,1.0
2014-2,E01000121,General Highways Enquiries,1,1,1.0
2014-2,E01000121,Potholes,1,1,1.0
2014-2,E01000122,Street Signs,1,1,1.0
2014-2,E01000123,Accumulated Litter,1,1,1.0
2014-2,E01000123,Blocked Drains,1,1,1.0
2014-2,E01000123,Graffiti,1,1,1.0
2014-2,E01000123,Potholes,2,1,2.0
2014-2,E01000124,Accumulated Litter,1,1,1.0
2014-2,E01000124,Fly-tipping,1,1,1.0
2014-2,E01000124,Street Lights,1,1,1.0
2014-2,E01000126,Fly-tipping,1,1,1.0
2014-2,E01000128,Accumulated Litter,1,1,1.0
2014-2,E01000128,General Highways Enquiries,1,1,1.0
2014-2,E01000128,Potholes,1,1,1.0
2014-2,E01000129,General Highways Enquiries,1,1,1.0
2014-2,E01000129,Potholes,1,1,1.0
2014-2,E01000129,Roadworks,2,2,1.0
2014-2,E01000129,Street Lights,1,1,1.0
2014-2,E01000130,Blocked Drains,1,1,1.0
2014-2,E01000130,Street Lights,1,1,1.0
2014-2,E01000131,Street Signs,1,1,1.0
2014-2,E01000133,Accumulated Litter,1,1,1.0
2014-2,E01000134,Fly-tipping,1,1,1.0
2014-2,E01000134,Manhole Covers,1,1,1.0
2014-2,E01000135,Overgrown Vegetation,1,1,1.0
2014-2,E01000135,Pavement /Footway Defects,2,2,1.0
2014-2,E01000136,Accumulated Litter,1,1,1.0
2014-2,E01000136,General Highways Enquiries,1,1,1.0
2014-2,E01000136,Overgrown Vegetation,1,1,1.0
2014-2,E01000136,Pavement /Footway Defects,3,2,1.5
2014-2,E01000136,Potholes,1,1,1.0
2014-2,E01000138,Blocked Drains,1,1,1.0
2014-2,E01000139,Potholes,1,1,1.0
2014-2,E01000140,Accumulated Litter,1,1,1.0
2014-2,E01000140,Fly-tipping,1,1,1.0
2014-2,E01000140,Litter/Litter Bin,1,1,1.0
2014-2,E01000140,Potholes,1,1,1.0
2014-2,E01000140,Street Lights,3,2,1.5
2014-2,E01000140,Street Signs,1,1,1.0
2014-2,E01000141,Fly-tipping,1,1,1.0
2014-2,E01000141,Pavement /Footway Defects,1,1,1.0
2014-2,E01000141,Potholes,1,1,1.0
2014-2,E01000142,Overgrown Vegetation,1,1,1.0
2014-2,E01000143,Pavement /Footway Defects,1,1,1.0
2014-2,E01000144,Blocked Drains,1,1,1.0
2014-2,E01000144,Manhole Covers,1,1,1.0
2014-2,E01000144,Pavement /Footway Defects,1,1,1.0
2014-2,E01000144,Potholes,1,1,1.0
2014-2,E01000145,Blocked Drains,1,1,1.0
2014-2,E01000146,Blocked Drains,1,1,1.0
2014-2,E01000146,Fly-tipping,1,1,1.0
2014-2,E01000146,Potholes,1,1,1.0
2014-2,E01000146,Roadworks,1,1,1.0
2014-2,E01000147,Fly-tipping,1,1,1.0
2014-2,E01000147,Overgrown Vegetation,1,1,1.0
2014-2,E01000148,Roadworks,1,1,1.0
2014-2,E01000148,Street Lights,1,1,1.0
2014-2,E01000150,Pavement /Footway Defects,1,1,1.0
2014-2,E01000150,Potholes,1,1,1.0
2014-2,E01000150,Street Signs,1,1,1.0
2014-2,E01000151,Blocked Drains,1,1,1.0
2014-2,E01000153,Blocked Drains,2,1,2.0
2014-2,E01000153,Fly-tipping,2,2,1.0
2014-2,E01000155,Blocked Drains,1,1,1.0
2014-2,E01000155,Fly-tipping,3,1,3.0
2014-2,E01000155,Litter/Litter Bin,1,1,1.0
