period,LSOA,SHEF_A_CODE,report_count,user_count,average
2017,,A81,2,2,1.0
2017,E01000645,A1,7,6,1.1666666666666667
2017,E01000645,A16,1,1,1.0
2017,E01000645,A22,12,9,1.3333333333333333
2017,E01000645,A33,1,1,1.0
2017,E01000645,A34,2,2,1.0
2017,E01000645,A44,5,3,1.6666666666666667
2017,E01000645,A47,3,2,1.5
2017,E01000645,A52,3,3,1.0
2017,E01000645,A55,11,10,1.1
2017,E01000645,A57,3,3,1.0
2017,E01000645,A69,7,7,1.0
2017,E01000645,A78,1,1,1.0
2017,E01000645,A79,2,2,1.0
2017,E01000645,A8,1,1,1.0
2017,E01000645,A81,12,11,1.0909090909090908
2017,E01000645,A83,2,2,1.0
2017,E01000646,A1,8,8,1.0
2017,E01000646,A16,5,5,1.0
2017,E01000646,A22,8,8,1.0
2017,E01000646,A52,3,3,1.0
2017,E01000646,A55,14,12,1.1666666666666667
2017,E01000646,A57,3,3,1.0
2017,E01000646,A69,10,7,1.4285714285714286
2017,E01000646,A79,5,5,1.0
2017,E01000646,A81,7,7,1.0
2017,E01000646,A83,1,1,1.0
2017,E01000647,A1,6,6,1.0
2017,E01000647,A16,2,2,1.0
2017,E01000647,A22,7,6,1.1666666666666667
2017,E01000647,A33,7,5,1.4
2017,E01000647,A34,1,1,1.0
2017,E01000647,A44,2,1,2.0
2017,E01000647,A47,1,1,1.0
2017,E01000647,A52,1,1,1.0
2017,E01000647,A53,3,3,1.0
2017,E01000647,A55,3,3,1.0
2017,E01000647,A57,4,4,1.0
2017,E01000647,A69,4,4,1.0
2017,E01000647,A79,4,4,1.0
2017,E01000647,A81,3,3,1.0
2017,E01000648,A1,13,12,1.0833333333333333
2017,E01000648,A16,1,1,1.0
2017,E01000648,A22,14,11,1.2727272727272727
2017,E01000648,A33,1,1,1.0
2017,E01000648,A44,2,2,1.0
2017,E01000648,A52,1,1,1.0
2017,E01000648,A55,10,10,1.0
2017,E01000648,A57,4,4,1.0
2017,E01000648,A69,15,14,1.0714285714285714
2017,E01000648,A79,4,4,1.0
2017,E01000648,A81,3,2,1.5
2017,E01000649,A1,10,10,1.0
2017,E01000649,A16,3,3,1.0
2017,E01000649,A22,6,3,2.0
2017,E01000649,A33,4,2,2.0
2017,E01000649,A47,1,1,1.0
2017,E01000649,A52,4,4,1.0
2017,E01000649,A55,1,1,1.0
2017,E01000649,A57,6,6,1.0
2017,E01000649,A69,5,3,1.6666666666666667
2017,E01000649,A79,13,7,1.8571428571428572
2017,E01000649,A8,1,1,1.0
2017,E01000649,A81,12,12,1.0
2017,E01000649,A83,1,1,1.0
2017,E01000650,A1,7,7,1.0
2017,E01000650,A16,4,4,1.0
