period,LSOA,SHEF_A_CODE,report_count,user_count,average
2013-10,E01000115,A29,1,1,1.0
2013-10,E01000116,A29,1,1,1.0
2013-10,E01000116,A55,2,2,1.0
2013-10,E01000117,A29,1,1,1.0
2013-10,E01000117,A60,1,1,1.0
2013-10,E01000118,A47,1,1,1.0
2013-10,E01000119,A32,1,1,1.0
2013-10,E01000120,A57,1,1,1.0
2013-10,E01000120,A8,1,1,1.0
2013-10,E01000121,A57,1,1,1.0
2013-10,E01000122,A29,1,1,1.0
2013-10,E01000122,A57,2,2,1.0
2013-10,E01000122,A83,1,1,1.0
2013-10,E01000123,A2,1,1,1.0
2013-10,E01000123,A20,1,1,1.0
2013-10,E01000123,A55,1,1,1.0
2013-10,E01000123,A57,1,1,1.0
2013-10,E01000124,A57,1,1,1.0
2013-10,E01000125,A29,2,2,1.0
2013-10,E01000125,A81,1,1,1.0
2013-10,E01000126,A29,1,1,1.0
2013-10,E01000126,A48,1,1,1.0
2013-10,E01000128,A29,1,1,1.0
2013-10,E01000128,A32,2,2,1.0
2013-10,E01000129,A32,1,1,1.0
2013-10,E01000129,A57,1,1,1.0
2013-10,E01000130,A29,1,1,1.0
2013-10,E01000130,A32,1,1,1.0
2013-10,E01000130,A81,1,1,1.0
2013-10,E01000131,A2,2,2,1.0
2013-10,E01000131,A32,1,1,1.0
2013-10,E01000131,A72,2,1,2.0
2013-10,E01000131,A8,1,1,1.0
2013-10,E01000132,A29,1,1,1.0
2013-10,E01000132,A32,1,1,1.0
2013-10,E01000132,A83,1,1,1.0
2013-10,E01000133,A48,1,1,1.0
2013-10,E01000134,A8,1,1,1.0
2013-10,E01000135,A29,1,1,1.0
2013-10,E01000135,A57,2,2,1.0
2013-10,E01000135,A72,1,1,1.0
2013-10,E01000136,A32,1,1,1.0
2013-10,E01000136,A55,1,1,1.0
2013-10,E01000136,A81,1,1,1.0
2013-10,E01000137,A32,2,1,2.0
2013-10,E01000138,A32,1,1,1.0
2013-10,E01000139,A29,1,1,1.0
2013-10,E01000139,A32,1,1,1.0
2013-10,E01000139,A47,1,1,1.0
2013-10,E01000139,A55,2,2,1.0
2013-10,E01000139,A57,1,1,1.0
2013-10,E01000140,A2,1,1,1.0
2013-10,E01000140,A60,2,2,1.0
2013-10,E01000141,A2,1,1,1.0
2013-10,E01000141,A29,1,1,1.0
2013-10,E01000141,A32,2,2,1.0
2013-10,E01000141,A55,1,1,1.0
2013-10,E01000141,A57,2,2,1.0
2013-10,E01000142,A29,1,1,1.0
2013-10,E01000142,A32,1,1,1.0
2013-10,E01000143,A2,2,2,1.0
2013-10,E01000143,A29,1,1,1.0
2013-10,E01000144,A55,1,1,1.0
2013-10,E01000145,A2,1,1,1.0
2013-10,E01000145,A47,1,1,1.0
2013-10,E01000145,A55,1,1,1.0
2013-10,E01000146,A2,2,2,1.0
2013-10,E01000146,A28,1,1,1.0
2013-10,E01000146,A29,1,1,1.0
2013-10,E01000146,A47,1,1,1.0
2013-10,E01000146,A81,1,1,1.0
2013-10,E01000147,A29,2,1,2.0
2013-10,E01000147,A32,2,2,1.0
2013-10,E01000148,A60,1,1,1.0
2013-10,E01000150,A32,1,1,1.0
2013-10,E01000150,A55,1,1,1.0
2013-10,E01000150,A81,1,1,1.0
2013-10,E01000151,A57,1,1,1.0
2013-10,E01000152,A29,2,2,1.0
2013-10,E01000152,A32,1,1,1.0
2013-10,E01000154,A32,1,1,1.0
2013-10,E01000154,A55,1,1,1.0
2013-10,E01000155,A20,2,1,2.0
2013-10,E01000155,A57,1,1,1.0
2013-10,E01000155,A81,2,2,1.0
2013-10,E01000156,A57,2,1,2.0
2013-10,E01000156,A81,1,1,1.0
2013-10,E01000157,A20,1,1,1.0
2013-10,E01000157,A29,2,2,1.0
2013-10,E01000158,A2,1,1,1.0
2013-10,E01000158,A29,1,1,1.0
2013-10,E01000158,A48,1,1,1.0
2013-10,E01000158,A55,1,1,1.0
2013-10,E01000158,A57,3,2,1.5
2013-10,E01000158,A81,1,1,1.0
2013-10,E01000159,A2,1,1,1.0
2013-10,E01000159,A48,1,1,1.0
2013-10,E01000159,A55,1,1,1.0
2013-10,E01000159,A72,1,1,1.0
2013-10,E01000159,A8,2,1,2.0
2013-10,E01000159,A81,1,1,1.0
2013-10,E01000160,A29,1,1,1.0
2013-10,E01000160,A81,1,1,1.0
2013-10,E01000161,A32,1,1,1.0
2013-10,E01000161,A33,1,1,1.0
2013-10,E01000162,A55,1,1,1.0
2013-10,E01000163,A60,1,1,1.0
2013-10,E01000164,A32,1,1,1.0
2013-10,E01000164,A55,1,1,1.0
2013-10,E01000165,A2,1,1,1.0
2013-10,E01000165,A8,1,1,1.0
2013-10,E01000166,A2,1,1,1.0
2013-10,E01000166,A20,2,1,2.0
2013-10,E01000166,A29,1,1,1.0
2013-10,E01000166,A32,1,1,1.0
2013-10,E01000166,A55,2,1,2.0
2013-10,E01000166,A60,1,1,1.0
2013-10,E01000167,A2,1,1,1.0
2013-10,E01000167,A29,2,2,1.0
2013-10,E01000167,A48,1,1,1.0
2013-10,E01000167,A55,1,1,1.0
2013-10,E01000167,A60,16,2,8.0
2013-10,E01000167,A83,1,1,1.0
2013-10,E01000168,A57,2,2,1.0
2013-10,E01000168,A60,1,1,1.0
2013-10,E01000168,A81,1,1,1.0
2013-10,E01000169,A57,1,1,1.0
2013-10,E01000169,A8,1,1,1.0
2013-10,E01000170,A28,1,1,1.0
2013-10,E01000170,A29,1,1,1.0
2013-10,E01000170,A32,1,1,1.0
2013-10,E01000170,A57,1,1,1.0
2013-10,E01000170,A60,1,1,1.0
2013-10,E01000171,A2,1,1,1.0
2013-10,E01000171,A32,2,2,1.0
2013-10,E01000172,A57,2,2,1.0
2013-10,E01000172,A81,1,1,1.0
2013-10,E01000173,A21,1,1,1.0
2013-10,E01000173,A32,2,2,1.0
2013-10,E01000173,A55,1,1,1.0
2013-10,E01000173,A57,2,2,1.0
2013-10,E01000173,A81,3,3,1.0
2013-10,E01000174,A29,1,1,1.0
