period,LAD,SHEF_C,report_count,user_count,average
2011-8,E06000045,Environmental Disruptions,5,5,1.0
2011-8,E06000045,Environmental Health,12,11,1.0909090909090908
2011-8,E06000045,Incivilities,1,1,1.0
2011-8,E06000045,Other,2,2,1.0
2011-8,E06000045,Road Safety & Defects,19,18,1.0555555555555556
2011-8,E06000045,Vehicles,5,5,1.0
2011-8,E09000003,Abandoned Vehicles & Parking,3,3,1.0
2011-8,E09000003,Environmental Disruptions,7,7,1.0
2011-8,E09000003,Environmental Health,11,9,1.2222222222222223
2011-8,E09000003,Incivilities,4,2,2.0
2011-8,E09000003,Road Safety & Defects,63,58,1.0862068965517242
2011-8,E09000003,Vehicles,3,3,1.0
2011-8,,Environmental Health,1,1,1.0
