period,LAD,SHEF_C,report_count,user_count,average
2011-4,E08000035,Abandoned Vehicles & Parking,1,1,1.0
2011-4,E08000035,Environmental Health,3,3,1.0
2011-4,E08000035,Other,1,1,1.0
2011-4,E08000035,Road Safety & Defects,54,5,10.8
2011-4,E09000003,Abandoned Vehicles & Parking,4,4,1.0
2011-4,E09000003,Environmental Disruptions,13,5,2.6
2011-4,E09000003,Environmental Health,10,6,1.6666666666666667
2011-4,E09000003,Incivilities,2,2,1.0
2011-4,E09000003,Other,7,6,1.1666666666666667
2011-4,E09000003,Public Space,1,1,1.0
2011-4,E09000003,Road Safety & Defects,69,54,1.2777777777777777
2011-4,E09000003,Vehicles,1,1,1.0
2011-4,S12000036,Road Safety & Defects,1,1,1.0
2011-4,W06000015,Environmental Health,1,1,1.0
2011-4,W06000015,Other,2,2,1.0
