period,LAD,SHEF_C_CODE,report_count,user_count,average
2016-7,,C2,1,1,1.0
2016-7,,C3,1,1,1.0
2016-7,E06000023,C1,63,53,1.1886792452830188
2016-7,E06000023,C2,16,16,1.0
2016-7,E06000023,C3,22,20,1.1
2016-7,E06000023,C5,1,1,1.0
2016-7,E06000023,C7,72,65,1.1076923076923078
2016-7,E07000061,C1,1,1,1.0
2016-7,E07000061,C2,2,2,1.0
2016-7,E07000061,C3,1,1,1.0
2016-7,E07000061,C7,3,3,1.0
2016-7,E07000062,C1,4,3,1.3333333333333333
2016-7,E07000062,C2,3,2,1.5
2016-7,E07000062,C3,6,5,1.2
2016-7,E07000062,C5,1,1,1.0
2016-7,E07000062,C7,11,9,1.2222222222222223
2016-7,E07000062,C8,1,1,1.0
2016-7,E07000063,C1,9,8,1.125
2016-7,E07000063,C2,3,2,1.5
2016-7,E07000063,C3,3,3,1.0
2016-7,E07000063,C5,1,1,1.0
2016-7,E07000063,C7,12,11,1.0909090909090908
2016-7,E07000063,C8,1,1,1.0
2016-7,E07000064,C1,5,5,1.0
2016-7,E07000064,C2,12,12,1.0
2016-7,E07000064,C3,23,22,1.0454545454545454
2016-7,E07000064,C5,9,8,1.125
2016-7,E07000064,C7,23,23,1.0
2016-7,E07000065,C1,4,4,1.0
2016-7,E07000065,C2,3,2,1.5
2016-7,E07000065,C3,4,4,1.0
2016-7,E07000065,C5,3,3,1.0
2016-7,E07000065,C7,21,18,1.1666666666666667
2016-7,E07000089,C1,2,2,1.0
2016-7,E07000089,C2,2,2,1.0
2016-7,E07000089,C3,25,21,1.1904761904761905
2016-7,E07000089,C4,1,1,1.0
2016-7,E07000089,C5,13,13,1.0
2016-7,E07000089,C7,31,29,1.0689655172413792
2016-7,E07000089,C8,18,18,1.0
2016-7,E07000099,C3,1,1,1.0
2016-7,E07000165,C2,3,3,1.0
2016-7,E07000165,C3,16,15,1.0666666666666667
2016-7,E07000165,C5,5,5,1.0
2016-7,E07000165,C6,6,6,1.0
2016-7,E07000165,C8,14,12,1.1666666666666667
2016-7,E07000177,,5,5,1.0
2016-7,E07000177,C2,41,37,1.1081081081081081
2016-7,E07000177,C3,15,15,1.0
2016-7,E07000177,C5,6,6,1.0
2016-7,E07000177,C7,78,68,1.1470588235294117
2016-7,E07000178,C1,1,1,1.0
2016-7,E07000178,C2,19,19,1.0
2016-7,E07000178,C3,12,11,1.0909090909090908
2016-7,E07000178,C5,5,5,1.0
2016-7,E07000178,C7,55,48,1.1458333333333333
2016-7,E07000178,C8,1,1,1.0
2016-7,E07000179,,4,4,1.0
2016-7,E07000179,C1,6,6,1.0
2016-7,E07000179,C2,60,48,1.25
2016-7,E07000179,C3,23,23,1.0
2016-7,E07000179,C4,1,1,1.0
2016-7,E07000179,C5,8,8,1.0
2016-7,E07000179,C6,4,4,1.0
2016-7,E07000179,C7,114,91,1.2527472527472527
2016-7,E07000180,,8,6,1.3333333333333333
2016-7,E07000180,C1,4,4,1.0
2016-7,E07000180,C2,51,40,1.275
2016-7,E07000180,C3,16,15,1.0666666666666667
2016-7,E07000180,C5,3,3,1.0
2016-7,E07000180,C7,90,77,1.1688311688311688
2016-7,E07000180,C8,1,1,1.0
2016-7,E07000181,,2,2,1.0
2016-7,E07000181,C1,4,3,1.3333333333333333
2016-7,E07000181,C2,50,40,1.25
2016-7,E07000181,C3,19,16,1.1875
2016-7,E07000181,C5,2,2,1.0
2016-7,E07000181,C6,2,2,1.0
2016-7,E07000181,C7,92,75,1.2266666666666666
2016-7,E07000181,C8,2,2,1.0
2016-7,E07000218,C1,17,17,1.0
2016-7,E07000218,C2,1,1,1.0
2016-7,E07000218,C3,4,4,1.0
2016-7,E07000218,C5,5,4,1.25
2016-7,E07000218,C7,13,11,1.1818181818181819
2016-7,E07000218,C8,1,1,1.0
2016-7,E07000219,C1,28,25,1.12
2016-7,E07000219,C2,7,7,1.0
2016-7,E07000219,C3,16,4,4.0
2016-7,E07000219,C5,9,8,1.125
2016-7,E07000219,C6,1,1,1.0
2016-7,E07000219,C7,22,18,1.2222222222222223
2016-7,E07000219,C8,2,2,1.0
2016-7,E07000220,C1,23,21,1.0952380952380953
2016-7,E07000220,C2,4,4,1.0
2016-7,E07000220,C3,4,3,1.3333333333333333
2016-7,E07000220,C5,4,4,1.0
2016-7,E07000220,C7,10,10,1.0
2016-7,E07000220,C8,1,1,1.0
2016-7,E07000221,C1,49,45,1.0888888888888888
2016-7,E07000221,C2,5,5,1.0
2016-7,E07000221,C3,12,12,1.0
2016-7,E07000221,C5,18,17,1.0588235294117647
2016-7,E07000221,C6,1,1,1.0
2016-7,E07000221,C7,39,37,1.054054054054054
2016-7,E07000221,C8,1,1,1.0
2016-7,E07000222,C1,51,44,1.1590909090909092
2016-7,E07000222,C2,6,6,1.0
2016-7,E07000222,C3,10,9,1.1111111111111112
2016-7,E07000222,C4,1,1,1.0
2016-7,E07000222,C5,10,10,1.0
2016-7,E07000222,C7,26,23,1.1304347826086956
2016-7,E07000222,C8,3,3,1.0
2016-7,E07000243,C1,2,2,1.0
2016-7,E07000243,C2,14,14,1.0
2016-7,E07000243,C3,270,53,5.09433962264151
2016-7,E07000243,C4,5,2,2.5
2016-7,E07000243,C5,29,17,1.7058823529411764
2016-7,E07000243,C7,10,9,1.1111111111111112
2016-7,E07000243,C8,81,27,3.0
2016-7,E09000006,C1,45,43,1.0465116279069768
2016-7,E09000006,C2,323,288,1.1215277777777777
2016-7,E09000006,C3,592,408,1.4509803921568627
2016-7,E09000006,C4,34,22,1.5454545454545454
2016-7,E09000006,C5,4,4,1.0
2016-7,E09000006,C7,307,222,1.382882882882883
2016-7,E09000006,C8,133,129,1.0310077519379846
2016-7,E09000011,C2,14,12,1.1666666666666667
2016-7,E09000011,C3,355,254,1.3976377952755905
2016-7,E09000011,C4,15,12,1.25
2016-7,E09000011,C5,12,10,1.2
2016-7,E09000011,C6,20,18,1.1111111111111112
2016-7,E09000011,C7,30,26,1.1538461538461537
2016-7,E09000011,C8,70,58,1.206896551724138
2016-7,S12000041,C5,1,1,1.0
2016-7,S12000041,C7,12,10,1.2
