lad,SHEF_C_CODE,reports,unique_users,average_per_user
E08000035,C1,1,1,1.0
E06000045,C2,50,41,1.2195121951219512
E08000035,C2,1,1,1.0
E09000003,C2,108,63,1.7142857142857142
W06000015,C2,1,1,1.0
E06000045,C3,135,96,1.40625
E08000035,C3,33,31,1.064516129032258
E09000003,C3,155,93,1.6666666666666667
S12000036,C3,1,1,1.0
W06000015,C3,5,5,1.0
E06000045,C4,15,13,1.1538461538461537
E08000035,C4,2,2,1.0
E09000003,C4,69,9,7.666666666666667
S12000036,C4,1,1,1.0
E06000045,C5,41,37,1.1081081081081081
E07000194,C5,1,1,1.0
E08000035,C5,4,4,1.0
E09000003,C5,60,53,1.1320754716981132
S12000036,C5,3,3,1.0
W06000015,C5,3,3,1.0
E08000035,C6,2,2,1.0
E09000003,C6,7,6,1.1666666666666667
S12000036,C6,1,1,1.0
W06000015,C6,1,1,1.0
E06000045,C7,188,156,1.205128205128205
E07000086,C7,1,1,1.0
E08000035,C7,143,33,4.333333333333333
E09000003,C7,1207,751,1.6071904127829562
S12000036,C7,5,5,1.0
W06000015,C7,19,12,1.5833333333333333
E06000045,C8,19,19,1.0
E07000194,C8,1,1,1.0
E08000035,C8,3,3,1.0
E09000003,C8,46,43,1.069767441860465
W06000015,C8,4,4,1.0
