period,LAD,SHEF_C_CODE,report_count,user_count,average
2012,,C3,2,2,1.0
2012,,C5,1,1,1.0
2012,,C7,3,3,1.0
2012,E06000038,C7,6,3,2.0
2012,E06000045,C1,2,2,1.0
2012,E06000045,C2,192,127,1.5118110236220472
2012,E06000045,C3,388,261,1.4865900383141764
2012,E06000045,C4,41,35,1.1714285714285715
2012,E06000045,C5,109,99,1.101010101010101
2012,E06000045,C7,684,496,1.3790322580645162
2012,E06000045,C8,36,28,1.2857142857142858
2012,E07000177,C7,1,1,1.0
2012,E07000178,C7,1,1,1.0
2012,E07000180,C7,2,1,2.0
2012,E07000194,C2,2,2,1.0
2012,E07000194,C3,54,45,1.2
2012,E07000194,C4,3,2,1.5
2012,E07000194,C5,12,12,1.0
2012,E07000194,C6,5,5,1.0
2012,E07000194,C7,58,52,1.1153846153846154
2012,E07000194,C8,26,24,1.0833333333333333
2012,E07000243,C3,123,10,12.3
2012,E07000243,C4,3,2,1.5
2012,E07000243,C5,16,4,4.0
2012,E07000243,C7,19,8,2.375
2012,E07000243,C8,14,9,1.5555555555555556
2012,E09000003,C2,261,205,1.273170731707317
2012,E09000003,C3,1260,696,1.8103448275862069
2012,E09000003,C4,355,33,10.757575757575758
2012,E09000003,C7,1969,1186,1.6602023608768972
2012,E09000003,C8,149,132,1.128787878787879
2012,E09000006,C1,183,171,1.0701754385964912
2012,E09000006,C2,627,547,1.146252285191956
2012,E09000006,C3,1324,944,1.402542372881356
2012,E09000006,C4,70,54,1.2962962962962963
2012,E09000006,C5,1,1,1.0
2012,E09000006,C7,1118,849,1.3168433451118964
2012,E09000006,C8,261,241,1.0829875518672198
