period,LAD,SHEF_C,report_count,user_count,average
2012-3,E06000045,Environmental Disruptions,11,9,1.2222222222222223
2012-3,E06000045,Environmental Health,36,33,1.0909090909090908
2012-3,E06000045,Incivilities,3,3,1.0
2012-3,E06000045,Other,6,6,1.0
2012-3,E06000045,Road Safety & Defects,48,39,1.2307692307692308
2012-3,E07000194,Public Space,1,1,1.0
2012-3,E09000003,Abandoned Vehicles & Parking,3,3,1.0
2012-3,E09000003,Environmental Disruptions,6,6,1.0
2012-3,E09000003,Environmental Health,24,15,1.6
2012-3,E09000003,Incivilities,4,1,4.0
2012-3,E09000003,Road Safety & Defects,111,89,1.247191011235955
2012-3,E09000003,Vehicles,1,1,1.0
