period,LAD,SHEF_C_CODE,report_count,user_count,average
2014-2,E06000038,C7,3,2,1.5
2014-2,E06000045,C2,18,18,1.0
2014-2,E06000045,C3,48,39,1.2307692307692308
2014-2,E06000045,C4,7,6,1.1666666666666667
2014-2,E06000045,C5,14,13,1.0769230769230769
2014-2,E06000045,C7,215,155,1.3870967741935485
2014-2,E06000045,C8,3,3,1.0
2014-2,E07000177,,3,3,1.0
2014-2,E07000177,C1,1,1,1.0
2014-2,E07000177,C2,14,13,1.0769230769230769
2014-2,E07000177,C3,23,19,1.2105263157894737
2014-2,E07000177,C7,185,113,1.6371681415929205
2014-2,E07000177,C8,4,3,1.3333333333333333
2014-2,E07000178,C1,1,1,1.0
2014-2,E07000178,C2,5,5,1.0
2014-2,E07000178,C3,11,10,1.1
2014-2,E07000178,C4,1,1,1.0
2014-2,E07000178,C7,89,60,1.4833333333333334
2014-2,E07000178,C8,1,1,1.0
2014-2,E07000179,,5,5,1.0
2014-2,E07000179,C2,25,21,1.1904761904761905
2014-2,E07000179,C3,69,57,1.2105263157894737
2014-2,E07000179,C4,2,2,1.0
2014-2,E07000179,C5,1,1,1.0
2014-2,E07000179,C7,329,239,1.3765690376569037
2014-2,E07000179,C8,3,3,1.0
2014-2,E07000180,,1,1,1.0
2014-2,E07000180,C1,1,1,1.0
2014-2,E07000180,C2,7,7,1.0
2014-2,E07000180,C3,38,28,1.3571428571428572
2014-2,E07000180,C4,1,1,1.0
2014-2,E07000180,C5,5,4,1.25
2014-2,E07000180,C7,208,153,1.3594771241830066
2014-2,E07000180,C8,2,2,1.0
2014-2,E07000181,C2,5,5,1.0
2014-2,E07000181,C3,20,16,1.25
2014-2,E07000181,C4,1,1,1.0
2014-2,E07000181,C5,2,2,1.0
2014-2,E07000181,C7,170,121,1.4049586776859504
2014-2,E07000194,C3,6,6,1.0
2014-2,E07000194,C5,3,3,1.0
2014-2,E07000194,C7,4,3,1.3333333333333333
2014-2,E07000243,C2,4,4,1.0
2014-2,E07000243,C3,206,29,7.103448275862069
2014-2,E07000243,C4,6,2,3.0
2014-2,E07000243,C5,9,5,1.8
2014-2,E07000243,C7,8,4,2.0
2014-2,E07000243,C8,25,13,1.9230769230769231
2014-2,E09000003,C2,25,23,1.0869565217391304
2014-2,E09000003,C3,213,153,1.392156862745098
2014-2,E09000003,C4,9,8,1.125
2014-2,E09000003,C7,354,266,1.330827067669173
2014-2,E09000006,C1,38,35,1.0857142857142856
2014-2,E09000006,C2,106,101,1.0495049504950495
2014-2,E09000006,C3,351,279,1.2580645161290323
2014-2,E09000006,C4,35,24,1.4583333333333333
2014-2,E09000006,C7,427,333,1.2822822822822824
2014-2,E09000006,C8,53,51,1.0392156862745099
