period,LAD,SHEF_C,report_count,user_count,average
2011-10,E06000045,Environmental Disruptions,21,14,1.5
2011-10,E06000045,Environmental Health,24,22,1.0909090909090908
2011-10,E06000045,Incivilities,4,4,1.0
2011-10,E06000045,Other,7,7,1.0
2011-10,E06000045,Road Safety & Defects,40,34,1.1764705882352942
2011-10,E09000003,Abandoned Vehicles & Parking,3,3,1.0
2011-10,E09000003,Environmental Disruptions,8,8,1.0
2011-10,E09000003,Environmental Health,17,13,1.3076923076923077
2011-10,E09000003,Incivilities,1,1,1.0
2011-10,E09000003,Road Safety & Defects,102,78,1.3076923076923077
2011-10,,Environmental Health,1,1,1.0
2011-10,,Road Safety & Defects,1,1,1.0
