period,LAD,SHEF_C,report_count,user_count,average
2011-12,E06000045,Environmental Disruptions,7,6,1.1666666666666667
2011-12,E06000045,Environmental Health,28,19,1.4736842105263157
2011-12,E06000045,Other,8,8,1.0
2011-12,E06000045,Road Safety & Defects,45,41,1.0975609756097562
2011-12,E07000194,Abandoned Vehicles & Parking,1,1,1.0
2011-12,E09000003,Abandoned Vehicles & Parking,4,4,1.0
2011-12,E09000003,Environmental Disruptions,12,8,1.5
2011-12,E09000003,Environmental Health,31,6,5.166666666666667
2011-12,E09000003,Incivilities,43,2,21.5
2011-12,E09000003,Road Safety & Defects,207,84,2.4642857142857144
