lad,SHEF_C_CODE,reports,unique_users,average_per_user
E07000061,C1,5,4,1.25
E07000062,C1,6,6,1.0
E07000063,C1,8,8,1.0
E07000064,C1,5,4,1.25
E07000065,C1,21,14,1.5
E07000179,C1,2,2,1.0
E07000180,C1,4,3,1.3333333333333333
E07000218,C1,4,4,1.0
E07000219,C1,1,1,1.0
E07000220,C1,7,7,1.0
E07000221,C1,15,13,1.1538461538461537
E07000222,C1,12,12,1.0
E09000006,C1,22,19,1.1578947368421053
E07000061,C2,4,4,1.0
E07000062,C2,1,1,1.0
E07000063,C2,5,5,1.0
E07000064,C2,6,5,1.2
E07000065,C2,28,25,1.12
E07000089,C2,1,1,1.0
E07000177,C2,2,2,1.0
E07000178,C2,1,1,1.0
E07000179,C2,10,7,1.4285714285714286
E07000180,C2,4,3,1.3333333333333333
E07000181,C2,6,5,1.2
E07000220,C2,1,1,1.0
E09000003,C2,10,10,1.0
E09000006,C2,97,87,1.1149425287356323
E07000061,C3,17,14,1.2142857142857142
E07000062,C3,7,7,1.0
E07000063,C3,21,20,1.05
E07000064,C3,29,26,1.1153846153846154
E07000065,C3,52,39,1.3333333333333333
E07000089,C3,8,8,1.0
E07000177,C3,16,12,1.3333333333333333
E07000178,C3,7,7,1.0
E07000179,C3,10,10,1.0
E07000180,C3,18,18,1.0
E07000181,C3,7,7,1.0
E07000219,C3,5,5,1.0
E07000220,C3,2,2,1.0
E07000221,C3,8,8,1.0
E07000222,C3,7,7,1.0
E07000243,C3,170,18,9.444444444444445
E09000003,C3,110,99,1.1111111111111112
E09000006,C3,575,316,1.8196202531645569
E07000063,C4,1,1,1.0
E07000089,C4,1,1,1.0
E07000179,C4,2,2,1.0
E07000243,C4,8,5,1.6
E09000003,C4,9,9,1.0
E09000006,C4,30,15,2.0
E07000062,C5,1,1,1.0
E07000063,C5,5,5,1.0
E07000064,C5,8,7,1.1428571428571428
E07000065,C5,8,8,1.0
E07000089,C5,7,7,1.0
E07000178,C5,4,4,1.0
E07000179,C5,1,1,1.0
E07000180,C5,6,3,2.0
E07000181,C5,1,1,1.0
E07000218,C5,1,1,1.0
E07000219,C5,2,2,1.0
E07000221,C5,9,9,1.0
E07000222,C5,7,7,1.0
E07000243,C5,8,7,1.1428571428571428
E07000062,C6,1,1,1.0
E07000061,C7,77,59,1.305084745762712
E07000062,C7,87,69,1.2608695652173914
E07000063,C7,86,79,1.0886075949367089
E07000064,C7,133,103,1.2912621359223302
E07000065,C7,299,224,1.3348214285714286
E07000089,C7,28,27,1.037037037037037
E07000177,C7,57,42,1.3571428571428572
E07000178,C7,20,19,1.0526315789473684
E07000179,C7,73,61,1.1967213114754098
E07000180,C7,61,48,1.2708333333333333
E07000181,C7,61,48,1.2708333333333333
E07000218,C7,5,5,1.0
E07000219,C7,13,11,1.1818181818181819
E07000220,C7,21,19,1.105263157894737
E07000221,C7,29,26,1.1153846153846154
E07000222,C7,22,22,1.0
E07000243,C7,6,6,1.0
E09000003,C7,188,176,1.0681818181818181
E09000006,C7,277,232,1.1939655172413792
E07000062,C8,4,3,1.3333333333333333
E07000063,C8,2,2,1.0
E07000064,C8,4,4,1.0
E07000065,C8,10,10,1.0
E07000089,C8,6,6,1.0
E07000177,C8,1,1,1.0
E07000181,C8,1,1,1.0
E07000220,C8,2,2,1.0
E07000221,C8,2,2,1.0
E07000243,C8,10,8,1.25
E09000003,C8,40,40,1.0
E09000006,C8,73,70,1.042857142857143
