lad,SHEF_C_CODE,reports,unique_users,average_per_user
E06000045,C1,15,8,1.875
E07000177,C1,13,11,1.1818181818181819
E07000178,C1,8,8,1.0
E07000179,C1,16,16,1.0
E07000180,C1,19,19,1.0
E07000181,C1,18,16,1.125
E09000006,C1,324,271,1.1955719557195572
E06000038,C2,3,2,1.5
E06000045,C2,218,151,1.4437086092715232
E07000177,C2,76,55,1.3818181818181818
E07000178,C2,49,39,1.2564102564102564
E07000179,C2,127,101,1.2574257425742574
E07000180,C2,91,67,1.3582089552238805
E07000181,C2,64,55,1.1636363636363636
E07000194,C2,7,7,1.0
E07000243,C2,26,21,1.2380952380952381
E09000003,C2,368,302,1.218543046357616
E09000006,C2,1273,1042,1.2216890595009597
E06000038,C3,6,6,1.0
E06000045,C3,587,386,1.5207253886010363
E07000177,C3,93,64,1.453125
E07000178,C3,58,39,1.4871794871794872
E07000179,C3,151,109,1.385321100917431
E07000180,C3,113,88,1.2840909090909092
E07000181,C3,66,58,1.1379310344827587
E07000194,C3,123,83,1.4819277108433735
E07000243,C3,1863,178,10.46629213483146
E09000003,C3,2152,1286,1.6734059097978227
E09000006,C3,2985,1864,1.6013948497854078
E09000023,C3,2,2,1.0
E06000038,C4,1,1,1.0
E06000045,C4,64,47,1.3617021276595744
E07000177,C4,3,3,1.0
E07000179,C4,1,1,1.0
E07000180,C4,3,3,1.0
E07000181,C4,3,3,1.0
E07000194,C4,4,4,1.0
E07000242,C4,1,1,1.0
E07000243,C4,93,19,4.894736842105263
E09000003,C4,88,59,1.4915254237288136
E09000006,C4,288,126,2.2857142857142856
E06000038,C5,1,1,1.0
E06000045,C5,159,130,1.2230769230769232
E07000177,C5,19,17,1.1176470588235294
E07000178,C5,15,13,1.1538461538461537
E07000179,C5,20,18,1.1111111111111112
E07000180,C5,13,13,1.0
E07000181,C5,13,13,1.0
E07000194,C5,25,24,1.0416666666666667
E07000243,C5,127,54,2.3518518518518516
E09000006,C5,12,12,1.0
E07000179,C6,3,3,1.0
E07000180,C6,1,1,1.0
E07000194,C6,7,7,1.0
E06000038,C7,16,13,1.2307692307692308
E06000045,C7,1108,728,1.521978021978022
E07000177,C7,782,416,1.8798076923076923
E07000178,C7,404,299,1.351170568561873
E07000179,C7,1057,668,1.5823353293413174
E07000180,C7,750,473,1.5856236786469344
E07000181,C7,643,424,1.5165094339622642
E07000194,C7,99,86,1.1511627906976745
E07000243,C7,41,28,1.4642857142857142
E09000003,C7,3160,2225,1.4202247191011237
E09000006,C7,3088,2056,1.5019455252918288
E09000008,C7,1,1,1.0
E06000038,C8,4,4,1.0
E06000045,C8,49,44,1.1136363636363635
E07000177,C8,9,9,1.0
E07000178,C8,11,9,1.2222222222222223
E07000179,C8,12,12,1.0
E07000180,C8,12,10,1.2
E07000181,C8,14,14,1.0
E07000194,C8,24,20,1.2
E07000243,C8,265,96,2.7604166666666665
E09000006,C8,517,479,1.0793319415448852
