lad,SHEF_C_CODE,reports,unique_users,average_per_user
E06000017,C1,12,11,1.0909090909090908
E06000022,C1,24,22,1.0909090909090908
E06000023,C1,57,48,1.1875
E06000031,C1,24,22,1.0909090909090908
E06000046,C1,7,2,3.5
E06000056,C1,3,3,1.0
E06000060,C1,3,3,1.0
E07000136,C1,3,3,1.0
E07000137,C1,23,8,2.875
E07000138,C1,3,2,1.5
E07000139,C1,11,6,1.8333333333333333
E07000140,C1,11,6,1.8333333333333333
E07000141,C1,13,9,1.4444444444444444
E07000142,C1,9,8,1.125
E07000150,C1,8,7,1.1428571428571428
E07000151,C1,19,16,1.1875
E07000152,C1,9,9,1.0
E07000153,C1,19,15,1.2666666666666666
E07000154,C1,54,23,2.347826086956522
E07000155,C1,36,16,2.25
E07000156,C1,14,11,1.2727272727272727
E07000219,C1,4,3,1.3333333333333333
E07000221,C1,1,1,1.0
E07000222,C1,1,1,1.0
E09000004,C1,266,198,1.3434343434343434
E09000006,C1,1,1,1.0
E09000012,C1,9,4,2.25
E09000018,C1,73,48,1.5208333333333333
E06000004,C2,1,1,1.0
E06000007,C2,1,1,1.0
E06000013,C2,1,1,1.0
E06000015,C2,1,1,1.0
E06000017,C2,6,6,1.0
E06000022,C2,51,40,1.275
E06000023,C2,38,32,1.1875
E06000026,C2,2,1,2.0
E06000031,C2,21,17,1.2352941176470589
E06000045,C2,1,1,1.0
E06000046,C2,307,21,14.619047619047619
E06000049,C2,133,2,66.5
E06000051,C2,1,1,1.0
E06000052,C2,1,1,1.0
E06000056,C2,13,11,1.1818181818181819
E06000060,C2,139,129,1.0775193798449612
E07000012,C2,1,1,1.0
E07000026,C2,1,1,1.0
E07000031,C2,1,1,1.0
E07000036,C2,1,1,1.0
E07000064,C2,1,1,1.0
E07000065,C2,1,1,1.0
E07000067,C2,1,1,1.0
E07000071,C2,2,1,2.0
E07000076,C2,1,1,1.0
E07000089,C2,1,1,1.0
E07000091,C2,1,1,1.0
E07000092,C2,1,1,1.0
E07000136,C2,17,5,3.4
E07000137,C2,16,4,4.0
E07000138,C2,9,5,1.8
E07000139,C2,17,11,1.5454545454545454
E07000140,C2,55,8,6.875
E07000141,C2,22,9,2.4444444444444446
E07000142,C2,24,16,1.5
E07000145,C2,1,1,1.0
E07000150,C2,4,3,1.3333333333333333
E07000151,C2,21,15,1.4
E07000152,C2,24,19,1.263157894736842
E07000153,C2,11,10,1.1
E07000154,C2,27,21,1.2857142857142858
E07000155,C2,17,13,1.3076923076923077
E07000156,C2,9,6,1.5
E07000171,C2,1,1,1.0
E07000175,C2,1,1,1.0
E07000176,C2,1,1,1.0
E07000177,C2,19,18,1.0555555555555556
E07000178,C2,2,2,1.0
E07000179,C2,23,22,1.0454545454545454
E07000180,C2,21,18,1.1666666666666667
E07000181,C2,11,11,1.0
E07000196,C2,1,1,1.0
E07000200,C2,1,1,1.0
E07000209,C2,1,1,1.0
E07000214,C2,1,1,1.0
E07000221,C2,3,3,1.0
E07000222,C2,2,2,1.0
E08000004,C2,1,1,1.0
E08000034,C2,1,1,1.0
E09000004,C2,13,12,1.0833333333333333
E09000006,C2,61,56,1.0892857142857142
E09000011,C2,2,2,1.0
E09000012,C2,4,3,1.3333333333333333
E09000018,C2,90,49,1.836734693877551
E09000033,C2,9,3,3.0
E06000008,C3,2,1,2.0
E06000011,C3,2,1,2.0
E06000014,C3,1,1,1.0
E06000017,C3,25,22,1.1363636363636365
E06000018,C3,1,1,1.0
E06000019,C3,1,1,1.0
E06000022,C3,447,220,2.0318181818181817
E06000023,C3,128,102,1.2549019607843137
E06000031,C3,61,55,1.1090909090909091
E06000043,C3,1,1,1.0
E06000046,C3,337,45,7.488888888888889
E06000049,C3,384,1,384.0
E06000051,C3,1,1,1.0
E06000052,C3,8,1,8.0
E06000056,C3,8,5,1.6
E06000057,C3,1,1,1.0
E06000060,C3,456,377,1.209549071618037
E07000012,C3,1,1,1.0
E07000026,C3,1,1,1.0
E07000029,C3,1,1,1.0
E07000030,C3,3,1,3.0
E07000064,C3,1,1,1.0
E07000065,C3,1,1,1.0
E07000071,C3,1,1,1.0
E07000084,C3,1,1,1.0
E07000085,C3,2,1,2.0
E07000089,C3,43,36,1.1944444444444444
E07000091,C3,1,1,1.0
E07000105,C3,2,1,2.0
E07000116,C3,1,1,1.0
E07000120,C3,1,1,1.0
E07000125,C3,1,1,1.0
E07000126,C3,1,1,1.0
E07000127,C3,3,1,3.0
E07000134,C3,1,1,1.0
E07000136,C3,24,11,2.1818181818181817
E07000137,C3,53,29,1.8275862068965518
E07000138,C3,39,13,3.0
E07000139,C3,52,34,1.5294117647058822
E07000140,C3,90,30,3.0
E07000141,C3,79,41,1.9268292682926829
E07000142,C3,49,28,1.75
E07000143,C3,1,1,1.0
E07000146,C3,1,1,1.0
E07000150,C3,21,16,1.3125
E07000151,C3,99,61,1.6229508196721312
E07000152,C3,89,62,1.435483870967742
E07000153,C3,43,33,1.303030303030303
E07000154,C3,56,37,1.5135135135135136
E07000155,C3,135,82,1.646341463414634
E07000156,C3,29,23,1.2608695652173914
E07000166,C3,1,1,1.0
E07000176,C3,3,1,3.0
E07000177,C3,61,55,1.1090909090909091
E07000178,C3,45,33,1.3636363636363635
E07000179,C3,49,36,1.3611111111111112
E07000180,C3,21,19,1.105263157894737
E07000181,C3,57,54,1.0555555555555556
E07000214,C3,1,1,1.0
E07000216,C3,4,1,4.0
E07000218,C3,1,1,1.0
E07000219,C3,11,8,1.375
E07000220,C3,2,2,1.0
E07000221,C3,4,4,1.0
E07000222,C3,3,3,1.0
E07000228,C3,1,1,1.0
E07000234,C3,1,1,1.0
E08000002,C3,1,1,1.0
E08000004,C3,1,1,1.0
E08000005,C3,3,1,3.0
E08000008,C3,2,1,2.0
E08000009,C3,1,1,1.0
E08000019,C3,1,1,1.0
E09000004,C3,208,154,1.3506493506493507
E09000006,C3,543,329,1.6504559270516717
E09000011,C3,250,198,1.2626262626262625
E09000012,C3,1,1,1.0
E09000018,C3,917,229,4.004366812227074
E09000033,C3,1000,115,8.695652173913043
E06000017,C4,2,1,2.0
E06000022,C4,22,8,2.75
E06000031,C4,2,2,1.0
E06000046,C4,12,3,4.0
E06000060,C4,20,14,1.4285714285714286
E07000012,C4,1,1,1.0
E07000089,C4,2,2,1.0
E07000106,C4,2,1,2.0
E07000138,C4,2,1,2.0
E07000139,C4,1,1,1.0
E07000177,C4,4,4,1.0
E07000178,C4,1,1,1.0
E07000181,C4,1,1,1.0
E09000004,C4,12,10,1.2
E09000006,C4,76,34,2.235294117647059
E09000011,C4,7,6,1.1666666666666667
E09000018,C4,42,14,3.0
E09000033,C4,268,19,14.105263157894736
E06000031,C5,34,31,1.096774193548387
E06000046,C5,96,18,5.333333333333333
E06000056,C5,1,1,1.0
E07000089,C5,11,11,1.0
E07000152,C5,1,1,1.0
E07000154,C5,5,1,5.0
E07000177,C5,39,34,1.1470588235294117
E07000178,C5,14,13,1.0769230769230769
E07000179,C5,15,15,1.0
E07000180,C5,16,16,1.0
E07000181,C5,24,23,1.0434782608695652
E07000218,C5,4,3,1.3333333333333333
E07000219,C5,4,2,2.0
E07000221,C5,4,3,1.3333333333333333
E07000242,C5,3,3,1.0
E09000004,C5,36,36,1.0
E09000011,C5,19,17,1.1176470588235294
E09000012,C5,18,7,2.5714285714285716
E09000018,C5,87,76,1.144736842105263
E09000033,C5,24,2,12.0
E06000022,C6,20,14,1.4285714285714286
E06000031,C6,5,5,1.0
E06000060,C6,10,10,1.0
E07000137,C6,8,4,2.0
E07000138,C6,2,1,2.0
E07000139,C6,2,2,1.0
E07000141,C6,3,3,1.0
E07000142,C6,2,2,1.0
E07000178,C6,3,3,1.0
E07000180,C6,3,3,1.0
E09000004,C6,19,18,1.0555555555555556
E09000006,C6,96,70,1.3714285714285714
E09000011,C6,1,1,1.0
E09000033,C6,2,1,2.0
E06000005,C7,1,1,1.0
E06000007,C7,1,1,1.0
E06000008,C7,1,1,1.0
E06000010,C7,2,1,2.0
E06000013,C7,2,1,2.0
E06000015,C7,1,1,1.0
E06000017,C7,33,31,1.064516129032258
E06000022,C7,233,180,1.2944444444444445
E06000023,C7,495,384,1.2890625
E06000030,C7,1,1,1.0
E06000031,C7,94,81,1.1604938271604939
E06000039,C7,1,1,1.0
E06000040,C7,2,1,2.0
E06000043,C7,1,1,1.0
E06000046,C7,385,72,5.347222222222222
E06000047,C7,1,1,1.0
E06000049,C7,1547,3,515.6666666666666
E06000050,C7,2,1,2.0
E06000051,C7,2,1,2.0
E06000052,C7,3,1,3.0
E06000054,C7,4,1,4.0
E06000056,C7,53,25,2.12
E06000059,C7,1,1,1.0
E06000060,C7,968,683,1.417276720351391
E07000011,C7,5,1,5.0
E07000012,C7,4,1,4.0
E07000028,C7,2,1,2.0
E07000030,C7,2,1,2.0
E07000031,C7,1,1,1.0
E07000033,C7,2,1,2.0
E07000036,C7,4,1,4.0
E07000064,C7,1,1,1.0
E07000065,C7,1,1,1.0
E07000067,C7,1,1,1.0
E07000068,C7,1,1,1.0
E07000070,C7,1,1,1.0
E07000071,C7,2,1,2.0
E07000072,C7,5,1,5.0
E07000083,C7,5,1,5.0
E07000084,C7,2,1,2.0
E07000085,C7,2,1,2.0
E07000086,C7,2,1,2.0
E07000087,C7,1,1,1.0
E07000089,C7,13,12,1.0833333333333333
E07000091,C7,1,1,1.0
E07000093,C7,1,1,1.0
E07000107,C7,2,1,2.0
E07000108,C7,2,1,2.0
E07000110,C7,1,1,1.0
E07000113,C7,1,1,1.0
E07000117,C7,2,1,2.0
E07000118,C7,1,1,1.0
E07000119,C7,1,1,1.0
E07000125,C7,3,1,3.0
E07000126,C7,1,1,1.0
E07000127,C7,3,1,3.0
E07000128,C7,1,1,1.0
E07000130,C7,1,1,1.0
E07000132,C7,1,1,1.0
E07000133,C7,1,1,1.0
E07000134,C7,3,1,3.0
E07000136,C7,118,41,2.8780487804878048
E07000137,C7,305,142,2.147887323943662
E07000138,C7,105,47,2.234042553191489
E07000139,C7,263,150,1.7533333333333334
E07000140,C7,145,64,2.265625
E07000141,C7,356,192,1.8541666666666667
E07000142,C7,233,95,2.4526315789473685
E07000143,C7,2,1,2.0
E07000144,C7,1,1,1.0
E07000146,C7,1,1,1.0
E07000149,C7,2,1,2.0
E07000150,C7,61,36,1.6944444444444444
E07000151,C7,279,124,2.25
E07000152,C7,161,79,2.037974683544304
E07000153,C7,194,94,2.0638297872340425
E07000154,C7,322,126,2.5555555555555554
E07000155,C7,256,119,2.1512605042016806
E07000156,C7,116,64,1.8125
E07000172,C7,1,1,1.0
E07000176,C7,1,1,1.0
E07000177,C7,162,128,1.265625
E07000178,C7,157,93,1.6881720430107527
E07000179,C7,131,115,1.1391304347826088
E07000180,C7,146,130,1.123076923076923
E07000181,C7,155,115,1.3478260869565217
E07000189,C7,1,1,1.0
