lad,SHEF_C_CODE,reports,unique_users,average_per_user
E07000061,C1,2,2,1.0
E07000062,C1,5,5,1.0
E07000063,C1,6,4,1.5
E07000064,C1,5,5,1.0
E07000065,C1,12,11,1.0909090909090908
E07000177,C1,2,2,1.0
E07000178,C1,1,1,1.0
E07000179,C1,6,4,1.5
E07000180,C1,4,3,1.3333333333333333
E07000181,C1,3,3,1.0
E07000218,C1,13,12,1.0833333333333333
E07000219,C1,12,9,1.3333333333333333
E07000220,C1,7,7,1.0
E07000221,C1,24,22,1.0909090909090908
E07000222,C1,22,21,1.0476190476190477
E07000243,C1,2,2,1.0
E09000006,C1,46,42,1.0952380952380953
E07000061,C2,2,2,1.0
E07000062,C2,6,5,1.2
E07000063,C2,11,11,1.0
E07000064,C2,17,15,1.1333333333333333
E07000065,C2,9,9,1.0
E07000089,C2,1,1,1.0
E07000165,C2,2,2,1.0
E07000177,C2,11,11,1.0
E07000178,C2,5,5,1.0
E07000179,C2,29,18,1.6111111111111112
E07000180,C2,17,14,1.2142857142857142
E07000181,C2,10,10,1.0
E07000218,C2,2,2,1.0
E07000219,C2,6,5,1.2
E07000220,C2,3,3,1.0
E07000221,C2,5,5,1.0
E07000222,C2,1,1,1.0
E07000243,C2,2,2,1.0
E09000006,C2,133,113,1.176991150442478
E09000011,C2,3,3,1.0
E07000061,C3,12,12,1.0
E07000062,C3,14,13,1.0769230769230769
E07000063,C3,33,30,1.1
E07000064,C3,70,59,1.1864406779661016
E07000065,C3,60,49,1.2244897959183674
E07000089,C3,16,13,1.2307692307692308
E07000165,C3,19,16,1.1875
E07000177,C3,21,17,1.2352941176470589
E07000178,C3,15,14,1.0714285714285714
E07000179,C3,23,18,1.2777777777777777
E07000180,C3,21,18,1.1666666666666667
E07000181,C3,21,21,1.0
E07000218,C3,8,8,1.0
E07000219,C3,8,7,1.1428571428571428
E07000220,C3,9,9,1.0
E07000221,C3,28,26,1.0769230769230769
E07000222,C3,29,27,1.0740740740740742
E07000243,C3,285,41,6.951219512195122
E09000006,C3,541,370,1.462162162162162
E09000011,C3,202,145,1.393103448275862
E07000062,C4,1,1,1.0
E07000064,C4,2,2,1.0
E07000089,C4,3,2,1.5
E07000178,C4,1,1,1.0
E07000181,C4,1,1,1.0
E07000222,C4,1,1,1.0
E07000243,C4,12,3,4.0
E09000006,C4,33,22,1.5
E09000011,C4,11,9,1.2222222222222223
E07000061,C5,2,2,1.0
E07000062,C5,3,3,1.0
E07000063,C5,7,6,1.1666666666666667
E07000064,C5,9,9,1.0
E07000065,C5,10,10,1.0
E07000089,C5,12,11,1.0909090909090908
E07000165,C5,6,6,1.0
E07000177,C5,5,5,1.0
E07000178,C5,6,6,1.0
E07000179,C5,3,3,1.0
E07000180,C5,6,6,1.0
E07000181,C5,5,5,1.0
E07000218,C5,9,9,1.0
E07000219,C5,11,11,1.0
E07000220,C5,6,5,1.2
E07000221,C5,14,14,1.0
E07000222,C5,14,14,1.0
E07000243,C5,13,8,1.625
E09000006,C5,1,1,1.0
E09000011,C5,12,12,1.0
E07000179,C6,1,1,1.0
E07000181,C6,1,1,1.0
E07000221,C6,1,1,1.0
E09000011,C6,6,6,1.0
E07000061,C7,128,83,1.5421686746987953
E07000062,C7,84,68,1.2352941176470589
E07000063,C7,169,128,1.3203125
E07000064,C7,193,162,1.191358024691358
E07000065,C7,385,254,1.515748031496063
E07000089,C7,49,43,1.1395348837209303
E07000177,C7,169,113,1.4955752212389382
E07000178,C7,81,65,1.2461538461538462
E07000179,C7,227,172,1.319767441860465
E07000180,C7,146,116,1.2586206896551724
E07000181,C7,220,159,1.3836477987421383
E07000218,C7,29,26,1.1153846153846154
E07000219,C7,41,26,1.5769230769230769
E07000220,C7,30,23,1.3043478260869565
E07000221,C7,59,57,1.0350877192982457
E07000222,C7,46,40,1.15
E07000243,C7,2,1,2.0
E09000006,C7,336,262,1.282442748091603
E09000011,C7,19,14,1.3571428571428572
E07000061,C8,3,3,1.0
E07000062,C8,2,2,1.0
E07000063,C8,5,5,1.0
E07000064,C8,8,7,1.1428571428571428
E07000065,C8,4,4,1.0
E07000089,C8,19,18,1.0555555555555556
E07000165,C8,10,10,1.0
E07000177,C8,13,10,1.3
E07000178,C8,6,6,1.0
E07000179,C8,2,2,1.0
E07000180,C8,1,1,1.0
E07000181,C8,5,5,1.0
E07000219,C8,2,2,1.0
E07000220,C8,2,2,1.0
E07000221,C8,1,1,1.0
E07000222,C8,4,3,1.3333333333333333
E07000243,C8,65,27,2.4074074074074074
E09000006,C8,103,91,1.1318681318681318
E09000011,C8,56,49,1.1428571428571428
