lad,SHEF_C_CODE,reports,unique_users,average_per_user
E06000045,C1,7,6,1.1666666666666667
E07000061,C1,10,8,1.25
E07000062,C1,13,13,1.0
E07000063,C1,27,24,1.125
E07000064,C1,27,21,1.2857142857142858
E07000065,C1,52,37,1.4054054054054055
E07000177,C1,27,21,1.2857142857142858
E07000178,C1,7,7,1.0
E07000179,C1,53,41,1.2926829268292683
E07000180,C1,35,32,1.09375
E07000181,C1,14,10,1.4
E07000218,C1,6,6,1.0
E07000219,C1,6,6,1.0
E07000220,C1,17,17,1.0
E07000221,C1,34,32,1.0625
E07000222,C1,21,21,1.0
E09000006,C1,404,343,1.1778425655976676
E06000038,C2,1,1,1.0
E06000045,C2,142,114,1.2456140350877194
E07000061,C2,11,11,1.0
E07000062,C2,14,14,1.0
E07000063,C2,26,25,1.04
E07000064,C2,14,13,1.0769230769230769
E07000065,C2,60,48,1.25
E07000089,C2,17,12,1.4166666666666667
E07000177,C2,141,113,1.247787610619469
E07000178,C2,59,53,1.1132075471698113
E07000179,C2,210,159,1.320754716981132
E07000180,C2,159,135,1.1777777777777778
E07000181,C2,88,73,1.2054794520547945
E07000194,C2,1,1,1.0
E07000218,C2,1,1,1.0
E07000220,C2,5,5,1.0
E07000221,C2,3,2,1.5
E07000222,C2,8,8,1.0
E07000243,C2,55,48,1.1458333333333333
E09000003,C2,352,303,1.1617161716171618
E09000006,C2,2082,1596,1.3045112781954886
E06000038,C3,1,1,1.0
E06000045,C3,399,283,1.4098939929328622
E07000061,C3,57,36,1.5833333333333333
E07000062,C3,35,32,1.09375
E07000063,C3,100,85,1.1764705882352942
E07000064,C3,118,87,1.3563218390804597
E07000065,C3,202,151,1.3377483443708609
E07000089,C3,156,141,1.1063829787234043
E07000099,C3,1,1,1.0
E07000177,C3,166,110,1.509090909090909
E07000178,C3,144,107,1.3457943925233644
E07000179,C3,345,252,1.369047619047619
E07000180,C3,231,158,1.4620253164556962
E07000181,C3,147,117,1.2564102564102564
E07000194,C3,23,19,1.2105263157894737
E07000218,C3,7,7,1.0
E07000219,C3,7,7,1.0
E07000220,C3,7,7,1.0
E07000221,C3,36,34,1.0588235294117647
E07000222,C3,19,18,1.0555555555555556
E07000243,C3,2281,216,10.560185185185185
E09000003,C3,2202,1432,1.5377094972067038
E09000006,C3,6716,2976,2.256720430107527
E09000023,C3,4,3,1.3333333333333333
E06000045,C4,57,39,1.4615384615384615
E07000062,C4,1,1,1.0
E07000063,C4,3,3,1.0
E07000064,C4,3,3,1.0
E07000065,C4,1,1,1.0
E07000089,C4,11,10,1.1
E07000099,C4,1,1,1.0
E07000177,C4,3,3,1.0
E07000178,C4,4,3,1.3333333333333333
E07000179,C4,4,4,1.0
E07000180,C4,4,2,2.0
E07000181,C4,4,4,1.0
E07000194,C4,1,1,1.0
E07000221,C4,1,1,1.0
E07000243,C4,159,33,4.818181818181818
E09000003,C4,122,88,1.3863636363636365
E09000006,C4,580,172,3.372093023255814
E06000045,C5,97,82,1.1829268292682926
E07000061,C5,2,2,1.0
E07000062,C5,9,8,1.125
E07000063,C5,21,21,1.0
E07000064,C5,15,14,1.0714285714285714
E07000065,C5,28,24,1.1666666666666667
E07000089,C5,99,86,1.1511627906976745
E07000177,C5,25,22,1.1363636363636365
E07000178,C5,24,20,1.2
E07000179,C5,34,28,1.2142857142857142
E07000180,C5,32,27,1.1851851851851851
E07000181,C5,20,19,1.0526315789473684
E07000194,C5,6,6,1.0
E07000218,C5,2,2,1.0
E07000219,C5,7,7,1.0
E07000220,C5,7,6,1.1666666666666667
E07000221,C5,20,20,1.0
E07000222,C5,15,15,1.0
E07000243,C5,209,77,2.7142857142857144
E09000006,C5,21,21,1.0
E07000061,C6,1,1,1.0
E07000062,C6,1,1,1.0
E07000063,C6,2,2,1.0
E07000177,C6,6,6,1.0
E07000178,C6,2,2,1.0
E07000179,C6,2,1,2.0
E07000180,C6,4,4,1.0
E07000181,C6,2,2,1.0
E07000221,C6,1,1,1.0
E07000222,C6,1,1,1.0
E06000038,C7,3,2,1.5
E06000045,C7,923,551,1.67513611615245
E07000061,C7,192,141,1.3617021276595744
E07000062,C7,224,160,1.4
E07000063,C7,295,237,1.2447257383966244
E07000064,C7,357,271,1.3173431734317342
E07000065,C7,736,500,1.472
E07000089,C7,338,296,1.1418918918918919
E07000177,C7,993,522,1.9022988505747127
E07000178,C7,544,383,1.4203655352480418
E07000179,C7,1492,958,1.55741127348643
E07000180,C7,1077,687,1.5676855895196506
E07000181,C7,937,602,1.5564784053156147
E07000194,C7,13,11,1.1818181818181819
E07000218,C7,24,21,1.1428571428571428
E07000219,C7,49,28,1.75
E07000220,C7,56,48,1.1666666666666667
E07000221,C7,73,65,1.123076923076923
E07000222,C7,65,62,1.0483870967741935
E07000243,C7,76,50,1.52
E09000003,C7,3219,2312,1.3923010380622838
E09000006,C7,3939,2564,1.5362714508580344
E06000045,C8,41,33,1.2424242424242424
E07000061,C8,7,6,1.1666666666666667
E07000062,C8,6,5,1.2
E07000063,C8,10,10,1.0
E07000064,C8,10,10,1.0
E07000065,C8,27,24,1.125
E07000089,C8,73,70,1.042857142857143
E07000177,C8,23,19,1.2105263157894737
E07000178,C8,26,26,1.0
