period,LAD,SHEF_C,report_count,user_count,average
2012-4,E06000045,Environmental Disruptions,27,6,4.5
2012-4,E06000045,Environmental Health,30,28,1.0714285714285714
2012-4,E06000045,Incivilities,4,4,1.0
2012-4,E06000045,Other,9,9,1.0
2012-4,E06000045,Road Safety & Defects,64,49,1.3061224489795917
2012-4,E09000003,Abandoned Vehicles & Parking,7,6,1.1666666666666667
2012-4,E09000003,Environmental Disruptions,17,17,1.0
2012-4,E09000003,Environmental Health,60,47,1.2765957446808511
2012-4,E09000003,Incivilities,2,2,1.0
2012-4,E09000003,Road Safety & Defects,95,86,1.1046511627906976
2012-4,E09000003,Vehicles,17,16,1.0625
