period,LAD,SHEF_C_CODE,report_count,user_count,average
2016-11,E06000023,C1,103,67,1.537313432835821
2016-11,E06000023,C2,47,35,1.3428571428571427
2016-11,E06000023,C3,119,84,1.4166666666666667
2016-11,E06000023,C7,191,125,1.528
2016-11,E07000089,C1,1,1,1.0
2016-11,E07000089,C3,36,35,1.0285714285714285
2016-11,E07000089,C5,13,12,1.0833333333333333
2016-11,E07000089,C7,23,23,1.0
2016-11,E07000089,C8,9,9,1.0
2016-11,E07000165,C2,4,4,1.0
2016-11,E07000165,C3,20,19,1.0526315789473684
2016-11,E07000165,C5,9,9,1.0
2016-11,E07000165,C8,18,17,1.0588235294117647
2016-11,E07000177,C1,2,2,1.0
2016-11,E07000177,C2,5,5,1.0
2016-11,E07000177,C3,17,17,1.0
2016-11,E07000177,C4,3,3,1.0
2016-11,E07000177,C5,10,10,1.0
2016-11,E07000177,C7,68,53,1.2830188679245282
2016-11,E07000178,C1,3,3,1.0
2016-11,E07000178,C2,7,7,1.0
2016-11,E07000178,C3,21,19,1.105263157894737
2016-11,E07000178,C5,5,5,1.0
2016-11,E07000178,C7,89,74,1.2027027027027026
2016-11,E07000178,C8,5,5,1.0
2016-11,E07000179,C1,8,3,2.6666666666666665
2016-11,E07000179,C2,15,13,1.1538461538461537
2016-11,E07000179,C3,39,34,1.1470588235294117
2016-11,E07000179,C4,2,1,2.0
2016-11,E07000179,C5,6,6,1.0
2016-11,E07000179,C7,108,92,1.173913043478261
2016-11,E07000179,C8,1,1,1.0
2016-11,E07000180,C1,1,1,1.0
2016-11,E07000180,C2,15,14,1.0714285714285714
2016-11,E07000180,C3,16,16,1.0
2016-11,E07000180,C4,1,1,1.0
2016-11,E07000180,C5,3,3,1.0
2016-11,E07000180,C7,82,74,1.1081081081081081
2016-11,E07000180,C8,1,1,1.0
2016-11,E07000181,C1,3,3,1.0
2016-11,E07000181,C2,11,11,1.0
2016-11,E07000181,C3,20,19,1.0526315789473684
2016-11,E07000181,C5,7,7,1.0
2016-11,E07000181,C7,55,48,1.1458333333333333
2016-11,E07000181,C8,2,2,1.0
2016-11,E07000218,C1,12,5,2.4
2016-11,E07000218,C2,2,2,1.0
2016-11,E07000218,C3,9,9,1.0
2016-11,E07000218,C5,5,5,1.0
2016-11,E07000218,C7,9,9,1.0
2016-11,E07000218,C8,1,1,1.0
2016-11,E07000219,C1,11,10,1.1
2016-11,E07000219,C2,2,2,1.0
2016-11,E07000219,C3,11,9,1.2222222222222223
2016-11,E07000219,C5,4,4,1.0
2016-11,E07000219,C7,8,5,1.6
2016-11,E07000219,C8,3,3,1.0
2016-11,E07000220,C1,9,9,1.0
2016-11,E07000220,C2,2,2,1.0
2016-11,E07000220,C3,8,8,1.0
2016-11,E07000220,C5,6,6,1.0
2016-11,E07000220,C7,11,10,1.1
2016-11,E07000220,C8,1,1,1.0
2016-11,E07000221,C1,27,18,1.5
2016-11,E07000221,C2,4,4,1.0
2016-11,E07000221,C3,15,15,1.0
2016-11,E07000221,C5,8,7,1.1428571428571428
2016-11,E07000221,C7,11,11,1.0
2016-11,E07000221,C8,1,1,1.0
2016-11,E07000222,C1,15,15,1.0
2016-11,E07000222,C2,8,7,1.1428571428571428
2016-11,E07000222,C3,12,11,1.0909090909090908
2016-11,E07000222,C5,16,16,1.0
2016-11,E07000222,C7,24,21,1.1428571428571428
2016-11,E07000243,C2,3,3,1.0
2016-11,E07000243,C3,190,39,4.871794871794871
2016-11,E07000243,C4,8,5,1.6
2016-11,E07000243,C5,18,10,1.8
2016-11,E07000243,C7,8,8,1.0
2016-11,E07000243,C8,73,25,2.92
2016-11,E09000006,C1,32,30,1.0666666666666667
2016-11,E09000006,C2,188,158,1.1898734177215189
2016-11,E09000006,C3,499,351,1.4216524216524216
2016-11,E09000006,C4,24,18,1.3333333333333333
2016-11,E09000006,C5,1,1,1.0
2016-11,E09000006,C7,340,285,1.1929824561403508
2016-11,E09000006,C8,107,104,1.0288461538461537
2016-11,E09000011,C2,7,7,1.0
2016-11,E09000011,C3,259,184,1.4076086956521738
2016-11,E09000011,C4,13,10,1.3
2016-11,E09000011,C5,13,13,1.0
2016-11,E09000011,C6,3,3,1.0
2016-11,E09000011,C7,29,24,1.2083333333333333
2016-11,E09000011,C8,58,57,1.0175438596491229
2016-11,S12000041,C3,1,1,1.0
2016-11,S12000041,C6,1,1,1.0
2016-11,S12000041,C7,50,40,1.25
